Protein.ID	default.pvalue
OT_ostta07g01205	0.424524099213872
OT_ostta04g04830	0.892134744932067
OT_ostta04g01400	0.705342455784312
PsaC	0.808803095608413
OT_ostta04g02490	0.318792695915125
OT_ostta02g00130	0.54789273202698
OT_ostta05g00800	0.830017171714999
OT_ostta05g00250	0.251866975610977
AtpF	0.920392179383173
OT_ostta04g02230	0.375418120238564
OT_ostta06g03820	0.384843163460547
OT_ostta05g00490	0.692076067467882
OT_ostta13g03020	0.185477047100694
OT_ostta16g00290	0.0108995528339941
OT_ostta15g00150	0.110487865237356
OT_ostta15g01280	0.0836100636120042
OT_ostta17g02180	0.131391483866673
OT_ostta04g01150	0.388971709899547
OT_ostta05g02820	0.374573008362545
OT_ostta12g02920	0.0382060389017388
OT_ostta18g01550	0.722162362263577
OT_ostta09g03500	0.531374025838197
OT_ostta03g03930	0.45467416087149
OT_ostta14g00870	0.674270631888767
OT_ostta08g03230	0.0618749359661634
OT_ostta05g04370	0.355334947132664
OT_ostta12g00330	0.826236354550072
OT_ostta08g01410	0.41347896091392
OT_ostta18g01350	0.169762743872677
OT_ostta10g00300	0.125675762844887
OT_ostta10g00810	0.402117058654221
OT_ostta06g00580	0.182386526789988
OT_ostta11g00330	0.752066563503564
OT_ostta08g00260	0.399446813084993
OT_ostta04g01660	0.794389436724667
OT_ostta03g04500	0.000410769907793743
OT_ostta07g02040	0.235110132970704
OT_ostta07g03470	0.0100968763654973
OT_ostta11g00180	0.341495989837487
OT_ostta07g01850	0.29099233069643
OT_ostta15g00480	0.46905935000635
OT_ostta07g02440	0.27338340549691
OT_ostta07g01990	0.230967933528987
OT_ostta02g01320	0.119609079268824
OT_ostta09g03020	0.0387724884660809
OT_ostta07g01200	0.0530762848563074
OT_ostta05g02450	0.51611047347989
OT_ostta03g00770	0.00307587836533637
OT_ostta11g03210	0.707688114033222
OT_ostta15g01350	0.239393976937326
OT_ostta08g02960	0.122387789862536
OT_ostta20g00410	0.833234248206296
OT_ostta04g04420	0.698604287227691
OT_ostta13g00050	0.784669902996865
OT_ostta08g03550	0.0862312923693433
OT_ostta04g00070	0.171388753269631
OT_ostta06g04170	0.0286781082013829
OT_ostta09g01370	0.557952964307912
OT_ostta06g04060	0.790169231447811
PsaB	0.368229871396791
OT_ostta20g00110	0.588848683863959
OT_ostta03g01670	0.23550236427197
OT_ostta09g04370	0.865659109316526
OT_ostta03g05410	0.025446014138124
OT_ostta15g02325	0.653029086206052
OT_ostta14g02197	0.0774636572672699
OT_ostta01g02760	6.51606121569257e-07
OT_ostta16g00090	0.0773556851800832
OT_ostta01g03420	0.210769882972818
OT_ostta08g01650	0.0962522906736124
OtMtg00230	0.15057147730508
OT_ostta06g03190	0.145795764790135
OT_ostta10g01180	0.169063805395165
OT_ostta11g00080	0.16218598331434
OT_ostta15g00650	0.428673578724767
OT_ostta02g03980	0.368528188618203
OT_ostta06g04200	0.850627591703247
OT_ostta11g00780	0.114096981279111
OT_ostta13g00400	0.305587155439551
OT_ostta16g00650	0.847092212855825
OT_ostta08g03980	0.294302927605191
OT_ostta14g00560	0.105292324370014
OT_ostta06g03370	0.0882434729331353
OT_ostta02g02310	0.506569203659406
OT_ostta16g01620	0.247680527317833
OT_ostta07g02720	0.550292000209073
OT_ostta03g02390	0.801463289338141
OT_ostta07g02590	0.495215781143776
OT_ostta06g01960	0.835942559211462
OT_ostta17g01270	0.255684064764556
OT_ostta01g00485	0.0557022755508661
OT_ostta07g03650	0.0611404261783024
Rps4	6.99205678011134e-07
OT_ostta04g01860	0.00503735614072542
OT_ostta07g04450	0.00396964328710967
OT_ostta17g02075	0.141605059016231
OT_ostta20g00570	0.309902301137419
OT_ostta16g00300	0.0375078405219295
OT_ostta01g05560	0.260514573529451
OT_ostta03g02960	0.0236796359863428
OT_ostta01g03070	0.372965997374981
OT_ostta12g02950	0.778093587452349
OT_ostta01g02780	0.527815462174109
OT_ostta16g02120	0.00905658677619008
OT_ostta03g00690	0.0230705589518954
OT_ostta09g02410	0.144125438630963
OT_ostta06g04120	0.0788373140874819
OT_ostta02g03860	0.588710365589192
OT_ostta11g01570	0.791665518601825
OT_ostta11g02780	0.507259409159688
OT_ostta11g01060	9.2228448601089e-05
OT_ostta05g02920	0.000121677869317087
OT_ostta02g00670	0.593829967090086
OT_ostta03g02140	0.0827150414874921
PsaA	0.756403341775474
OT_ostta11g00820	0.713555129890863
OT_ostta01g03140	0.212493516692375
OT_ostta04g01160	0.41610524819766
OT_ostta03g04290	0.198264470263403
OT_ostta18g00930	0.51079396882834
OT_ostta18g00250	0.19308154684728
OT_ostta01g06340	0.0441936816921497
OT_ostta12g00120	0.859531920136663
OT_ostta17g00550	0.706689312272739
OT_ostta04g03100	0.679709308232864
OT_ostta14g02970	0.526827581253278
OT_ostta06g03020	0.27234083471364
OT_ostta03g04210	0.7782826035418
OT_ostta04g02970	0.0303040797686646
OT_ostta01g00670	0.124687505403261
OT_ostta12g02910	0.818366902293917
OT_ostta02g02570	0.324436013421737
OT_ostta02g03400	0.00313443617069937
OT_ostta18g01000	0.0219227524943937
OT_ostta01g01510	0.869046186935047
OT_ostta14g00240	0.0507295082193772
RpoC2	0.0598788325943965
OT_ostta15g01290	0.903164664958714
OT_ostta05g01380	0.606123262378569
OT_ostta13g03000	0.781303079966863
OT_ostta01g02970	0.873401584481916
OT_ostta11g00560	0.330995511172035
OT_ostta11g02260	0.77020196639577
OT_ostta15g00510	0.417306565039332
OT_ostta02g02200	0.299489183950423
OT_ostta06g00270	0.0720429089056456
OT_ostta01g03310	0.292409079691592
OT_ostta03g03210	0.149107034230701
OT_ostta07g03270	0.611509172086966
OT_ostta16g00430	0.800698512449459
OT_ostta10g01745	0.2166558047049
OT_ostta01g05310	0.533582806490663
PetA	0.561718870721251
OT_ostta17g00570	0.651582582240671
OT_ostta08g03340	0.201674102902072
OT_ostta02g02650	0.412929936531854
OT_ostta17g00580	0.1300634090958
OT_ostta07g04620	0.840826137591714
OT_ostta08g00840	0.00910884748966538
OT_ostta06g03790	0.403058941676619
OT_ostta03g03150	0.116051612876607
OT_ostta03g00530	0.0628226709992476
OT_ostta08g01570	0.667350564258582
OT_ostta09g00600	0.0278511205574675
OT_ostta15g02830	0.606920795741498
OT_ostta07g04290	0.902409374556195
OT_ostta15g01930	0.545428956914218
OT_ostta06g03380	0.679474135321438
OT_ostta10g01820	0.920356480075097
OT_ostta03g04270	0.745452841477934
OT_ostta03g04330	0.188644291334233
OT_ostta10g01310	0.280921526144439
OT_ostta07g04460	0.567256085075428
OT_ostta01g04340	0.912300177850599
OT_ostta01g04810	0.855088375413939
OT_ostta02g03260	0.472504149230906
OT_ostta08g00060	0.663143945419484
OT_ostta07g04360	0.137574521352133
OT_ostta08g00940	0.7327775073417
OT_ostta03g00240	0.0484068248999875
OT_ostta04g02200	0.0192159288403739
OT_ostta12g02130	0.202037144779623
OT_ostta03g00160	0.370525136285118
OT_ostta01g03540	0.128265031863221
OT_ostta06g03680	0.317781695377442
OT_ostta08g02690	0.638648534411147
OT_ostta10g02860	0.229731511459654
OT_ostta04g05560	0.259341478641402
OT_ostta09g03600	0.876692136311426
OT_ostta02g04560	0.000467350711480191
OT_ostta07g01530	8.19628509924707e-07
OT_ostta10g00980	0.118093142256424
OT_ostta01g06240	0.0452541235912612
OT_ostta05g00550	0.00833553321138234
Rps3	0.0034508061531351
OT_ostta05g04910	0.155592832663822
OT_ostta05g01640	0.0971690916460175
OT_ostta02g00810	0.609893843553945
OT_ostta13g02500	0.667582062093954
OT_ostta06g00310	0.72149354318621
OT_ostta17g01100	0.14035755111114
OT_ostta07g01610	1.00398395458737e-06
OT_ostta08g02230	0.0170544989570416
OT_ostta14g01890	0.00230104841624634
OT_ostta02g03620	0.0979978672006474
OT_ostta11g01710	0.031644531746114
OT_ostta10g02780	0.0121698742398743
RbcL	0.0258749590693427
OT_ostta01g03450	0.0398303214622956
OT_ostta02g01840	0.119991150424107
OT_ostta18g01230	0.427792938761058
OT_ostta08g02100	0.356649416337585
OT_ostta07g01860	0.147731449794774
OT_ostta01g00860	0.754945228178175
OT_ostta07g03880	0.0494753962961361
OT_ostta10g03390	0.230381918494928
OT_ostta16g02190	0.132062519581126
PsbA_1	0.147900713150198
OT_ostta07g01290	0.337926561428133
OT_ostta11g03110	0.284681505636221
OT_ostta05g00220	0.188545059140967
OT_ostta03g01030	0.5247193755299
PetB	0.390490102798096
OT_ostta10g02570	0.211993102912329
OT_ostta11g01940	0.0748785758835221
OT_ostta05g03770	0.0662514649902998
OT_ostta08g00200	0.197825037661236
OT_ostta10g00500	1.11711461106826e-06
OT_ostta02g04360	7.28442174666367e-07
OT_ostta06g03620	5.95792335040817e-07
OT_ostta04g00370	6.7062168635313e-07
OT_ostta18g01090	7.14475600977495e-07
OT_ostta07g02710	8.07787196799264e-07
OT_ostta01g00090	7.13731015677015e-07
OT_ostta07g03440	0.00381883238142006
OT_ostta06g02940	6.6510271526474e-07
OT_ostta06g02890	1.03276236709574e-06
OT_ostta17g01170	0.00332057278922051
OT_ostta05g01230	0.0187313687347357
OT_ostta03g00920	0.022245525217062
OT_ostta18g01880	0.00578863450002154
OT_ostta03g02300	0.00693387490668482
OT_ostta09g04130	0.0060336888067048
OT_ostta10g03420	8.61988958223148e-07
OT_ostta03g02830	0.0121672659456099
OT_ostta05g02740	7.61924095317618e-07
OT_ostta01g03030	6.41882110237909e-07
OT_ostta14g02420	6.91707617391682e-07
OT_ostta10g03200	6.80502957655709e-07
OT_ostta17g02150	0.0139432054683262
OT_ostta06g00700	0.00706630911748724
OT_ostta07g00230	0.00550639476428395
OT_ostta20g00080	0.0150628395181365
OT_ostta08g02360	8.13420084819744e-07
OT_ostta06g01150	6.67498473832393e-07
OT_ostta07g02780	0.0515443341854033
OT_ostta10g01470	0.00273430730447308
OT_ostta09g03980	0.01595680543601
