Protein.ID	default.pvalue
OT_ostta10g02260	0.584240706891018
OT_ostta17g01590	0.242576382925448
OT_ostta09g00920	0.220967578414857
OT_ostta18g01330	0.0271681064233738
OT_ostta11g01530	0.0583313486664691
OT_ostta01g00140	0.197975095688162
OT_ostta03g04050	0.0435322405391825
OT_ostta17g00760	0.0548272423302209
OT_ostta11g01000	0.0690172600029836
OT_ostta01g01830	0.170767749279661
OT_ostta03g03410	0.0140168316011431
OT_ostta06g02850	1.074286592898e-06
OT_ostta16g00040	6.54208059498793e-07
OT_ostta08g04010	0.0042652588167832
OT_ostta18g00110	0.0263222011896062
OT_ostta03g01390	0.0854232395989512
OT_ostta01g02210	0.0110445404607598
OT_ostta14g02260	0.0447704774134072
PsbC	0.168368438571941
OT_ostta04g01790	0.158825362572466
OT_ostta06g03840	0.0364460715038829
OT_ostta03g03420	0.202999604436075
OT_ostta13g00980	0.0394427283485474
OT_ostta10g01990	1.20865738713974e-06
OT_ostta09g01615	0.0903967344914813
OT_ostta17g00050	0.107545866969723
OT_ostta03g03170	0.164122417668992
OT_ostta03g04920	0.160893871689081
PsbB	0.462763956546107
OT_ostta09g04420	0.506823235792685
OT_ostta12g01710	0.839013533292414
OT_ostta02g04115	0.820423988563532
OT_ostta14g00150	0.490518624485831
OT_ostta17g00420	0.844801789248638
OT_ostta07g03230	0.906402408592761
OT_ostta10g02160	0.696379943162469
OT_ostta05g04780	0.925855626310588
OT_ostta06g02860	0.172723314237643
OT_ostta12g02640	0.796628736605509
OT_ostta10g00530	0.676352256129293
OT_ostta15g02810	0.184247872532758
OT_ostta05g03130	0.0590281261196723
OT_ostta07g00770	0.186259256701182
OT_ostta15g00800	0.228441496409838
OT_ostta01g03210	0.362617439383146
OT_ostta15g01700	0.405444377220591
OT_ostta14g00360	0.608336499558839
OtMtg00170	0.39096675777973
OT_ostta04g02580	0.455236089406341
OT_ostta19g00170	0.325563691078528
OT_ostta12g02970	0.741313821036019
OT_ostta04g03520	0.638804779984797
OT_ostta07g03570	0.827722335396807
OT_ostta01g06370	0.642022276366585
OT_ostta11g01670	0.105465946633319
OT_ostta20g00710	0.0230357282229011
OT_ostta02g03330	0.0349060802098176
OT_ostta12g00390	0.0468301137817742
OT_ostta10g02060	0.0860872496963714
OT_ostta14g00720	0.0475537962746633
OT_ostta10g00290	0.623731032432859
OT_ostta08g00410	0.893853802284578
OT_ostta20g00270	0.0548552478365026
OT_ostta07g00480	0.542895381996966
OT_ostta07g02820	0.00747503172691035
OT_ostta16g01060	0.0537587718234618
OT_ostta03g02450	0.0284766300062648
OT_ostta02g04860	0.0452140274367435
OT_ostta12g01320	0.00910219336234866
OT_ostta20g00490	0.0152645823253831
OT_ostta01g01560	0.00818908027057764
OT_ostta01g01980	0.0292836996637471
OT_ostta20g00970	0.00333509616814521
OT_ostta18g00330	7.55901036987197e-07
OT_ostta08g03400	0.00915750732351212
OT_ostta15g00900	0.00369932754899422
OT_ostta04g02510	8.95367676543305e-07
OT_ostta13g00230	0.00696880120329424
OT_ostta08g04240	0.0225593520776078
OT_ostta03g04670	0.277411117751156
OT_ostta03g00350	0.00256777663394625
OT_ostta15g02670	0.0802894739893896
OT_ostta15g00990	0.115898031430388
OT_ostta01g03760	0.149834927718679
OT_ostta08g02510	0.192982909967864
OT_ostta01g05020	0.669105665280855
OT_ostta09g00150	0.152707337628032
OT_ostta04g00440	0.0715008196811396
OT_ostta09g00110	0.109669764557488
OT_ostta02g04120	0.476418233842652
OT_ostta02g01910	0.491329028832592
OT_ostta05g00940	0.0531095016470225
OT_ostta08g04090	0.282496880083462
OT_ostta09g00970	0.167553199353431
OT_ostta07g01350	0.0500874390325094
OT_ostta01g01500	0.027316611845266
OT_ostta03g00830	0.107636793816798
OT_ostta17g01050	0.0367208906879234
OT_ostta06g03980	0.756462648736759
OT_ostta13g01060	0.402728830976944
OT_ostta05g04130	0.283085219257738
OT_ostta03g02500	0.0134013454802486
OT_ostta14g02290	0.223821686156049
OT_ostta07g04160	0.0733129130474516
OT_ostta02g04430	0.114242606414223
OT_ostta01g04600	0.0111838075537002
OT_ostta01g03770	0.087570907983701
OT_ostta02g00610	0.0573495368908234
OT_ostta14g02630	0.0702301072046926
OT_ostta02g05550	0.0163801648043433
OT_ostta05g01870	0.0561372412241595
OT_ostta11g00070	0.022787675682621
OT_ostta04g04020	0.0454809907582205
OT_ostta16g00710	0.687913180985411
OT_ostta20g00170	0.00608482659883819
OT_ostta14g00630	0.0335441378287644
OT_ostta03g02825	0.0700827486725748
OT_ostta06g02750	0.107736698971691
OT_ostta09g02130	0.0313657320637729
OT_ostta01g01550	0.161026671457336
OT_ostta13g02430	0.00143925012313325
OT_ostta15g00280	0.0268133600537713
OT_ostta14g02400	0.00544474814228663
OT_ostta15g02520	0.0637414394735545
OT_ostta18g00920	0.0574318099397418
OT_ostta13g01170	0.0775744811889331
OT_ostta03g02925	0.316308517433773
OT_ostta05g01350	0.114204705298441
OT_ostta16g02310	0.138741402670991
OT_ostta02g01360	0.0572396675104886
OT_ostta17g00130	0.106118251252185
OT_ostta04g05570	8.93268003970558e-06
OT_ostta05g02180	0.117928257639743
OT_ostta08g01100	0.858251436770878
OT_ostta18g00960	0.700531650922307
OT_ostta02g02870	0.922337429519649
OT_ostta09g02850	0.796890033675118
OT_ostta03g03015	0.0760558531397612
OT_ostta01g02480	0.616320843744384
OT_ostta06g03450	0.0729929919001254
OT_ostta13g01910	0.128307193966265
OT_ostta02g01690	0.741862659118393
OT_ostta01g02440	0.373295378724313
OT_ostta08g01740	0.795265607280453
OT_ostta04g01570	0.0103494707218239
OT_ostta12g02770	0.0745058947010985
OT_ostta15g00350	0.0159748030078257
OT_ostta06g01940	0.108302041317011
OT_ostta04g05050	0.00884242961192383
OT_ostta01g01720	0.0469215824209074
OT_ostta14g02930	0.802468657427494
OT_ostta14g01160	0.545674232219927
OT_ostta03g00180	0.47275549233615
OT_ostta06g02270	0.531772521915398
OT_ostta03g03460	0.395769655653913
OT_ostta12g03060	0.0889421578964979
OT_ostta05g01780	0.329236942790702
OT_ostta11g00260	0.257154992438351
OT_ostta05g01970	0.0925887949876057
OT_ostta08g00980	0.352468984613245
OT_ostta09g04240	0.426160635700687
OT_ostta18g01300	0.271648729352875
OT_ostta20g00440	0.589021577892349
OT_ostta04g03500	0.258517976184988
OT_ostta03g00870	0.558580720621492
OT_ostta17g00310	0.538280472780256
OT_ostta07g02330	0.817699621855766
OT_ostta01g05350	0.270978155660117
OT_ostta12g00210	0.147653999965009
OT_ostta12g01080	0.0725658188802395
OT_ostta07g02340	0.214451981716872
OT_ostta18g01060	0.895325431346907
OT_ostta01g02220	0.742641804451046
OT_ostta06g00250	0.665411991779249
OT_ostta18g00310	0.757952772796806
OT_ostta04g02610	0.442315924066759
OT_ostta08g02740	0.752714712017656
OT_ostta03g04400	0.811214103509505
OT_ostta05g02680	0.890890593975265
OT_ostta18g00620	0.494117623060048
OT_ostta03g03570	0.0281151972841978
OT_ostta03g01190	0.145408624769023
OT_ostta05g02426	0.0812377682092481
OT_ostta03g02810	0.39260467773932
OT_ostta15g01510	0.034701122997302
OT_ostta12g02065	0.581925394382618
OT_ostta16g02560	0.466169290294621
OT_ostta14g00540	0.85618314294583
OT_ostta03g03860	0.536355912066495
OT_ostta11g01520	0.511076944966592
OT_ostta20g00200	0.143633669251242
OT_ostta12g01040	0.0468633784871889
OT_ostta04g03080	0.370523639995773
OT_ostta02g03600	0.211602160271914
OT_ostta02g04820	0.150749361281051
OT_ostta02g01100	0.794330296833658
OT_ostta04g04040	0.000591592631641788
OT_ostta07g03130	0.0215787123066199
OT_ostta05g02330	5.95054031810991e-07
OT_ostta09g04140	7.1849414153698e-07
OT_ostta09g01890	0.0174229649373424
OT_ostta03g03840	0.106609323601579
OT_ostta15g02750	0.00109277861488646
OT_ostta04g03800	0.044676178622038
OT_ostta17g00990	0.322387616223018
OT_ostta20g00140	0.0848538773585744
OT_ostta02g01490	0.290838726071878
OT_ostta03g04940	0.347532106842253
OT_ostta10g01680	0.465726281234419
OT_ostta09g03450	0.606863310755087
OT_ostta05g00410	0.103162501754307
OT_ostta12g00030	0.0148088083803027
OT_ostta02g00340	0.521223668550532
OT_ostta02g01020	0.182343815825211
OT_ostta10g00330	0.748327094799036
OT_ostta03g03830	0.786161575132762
OT_ostta05g03120	0.00085381332485404
OT_ostta14g00710	0.00172384035784372
OT_ostta04g00130	6.36864373349277e-07
OT_ostta09g00500	0.00347062455430923
OT_ostta12g02700	5.99747936939641e-07
OT_ostta15g00830	6.48578514360014e-05
OT_ostta14g01140	0.00353830187359066
OT_ostta04g02130	0.000442084869972628
OT_ostta13g00240	0.000703889049680826
OT_ostta17g01920	9.46967861887103e-05
OT_ostta07g03340	0.00114739911796323
OT_ostta05g03830	0.00972669385949067
OT_ostta17g00260	0.101137575344835
OT_ostta17g01460	0.125855112493426
OT_ostta07g00470	7.62084951522126e-07
OT_ostta02g03680	9.53395932553526e-07
OT_ostta09g00670	7.71812457147928e-07
OT_ostta03g04960	7.68026930588456e-07
OT_ostta02g03360	0.109050916226463
OT_ostta09g00580	0.411684326855761
OT_ostta05g01120	0.0989030958037483
OT_ostta09g00210	0.00762740677372198
OT_ostta11g03020	0.015555012516989
OT_ostta09g03060	0.0118337514000293
OT_ostta06g03720	0.0204539719278132
OT_ostta01g01030	8.11975677461061e-07
OT_ostta10g01260	8.14386785410225e-07
OT_ostta01g03910	0.0206957850193435
OT_ostta01g05290	0.32500169567681
OT_ostta11g02970	0.00333251861283346
OT_ostta05g00840	0.0140446222546017
OT_ostta04g03810	7.13932615038209e-07
OT_ostta04g00290	9.14697541096992e-05
OT_ostta05g02930	0.00483892768276644
OT_ostta03g03260	0.0446949145193961
OT_ostta17g01280	7.347835751677e-07
OT_ostta03g05910	8.24740140082663e-05
OT_ostta08g01920	0.000865551720642309
OT_ostta13g01470	2.39054263699534e-05
OT_ostta14g00230	0.00217017593192996
OT_ostta11g02820	1.47197453838286e-05
OT_ostta07g04260	0.000614676790617124
OT_ostta06g00150	0.278816723747116
OT_ostta08g01520	8.31809643180927e-07
OT_ostta06g00100	7.70758762263865e-07
OT_ostta03g02460	0.00332696467856319
OT_ostta02g00100	0.00563298040824412
OT_ostta11g01640	0.342155060519197
OT_ostta06g04450	0.681469493503299
OT_ostta11g02310	0.803407379001157
OT_ostta09g03180	0.17781744187517
OT_ostta01g02490	0.711593823520438
OT_ostta02g02420	0.250551392050104
OT_ostta09g02330	0.681380779711756
OT_ostta07g04140	0.188178914635919
OT_ostta09g00050	0.0290530803196607
OT_ostta13g02030	0.486213386440592
OT_ostta11g00140	0.0356766638249298
OT_ostta01g04240	0.170200479907536
OT_ostta04g04350	0.00300517315793706
OT_ostta07g04390	0.127881614349065
OT_ostta10g01940	0.0352554122636063
OT_ostta11g02980	7.07978826568601e-07
OT_ostta08g01330	0.030463879074272
OT_ostta06g04250	0.0123754139761949
OT_ostta05g00290	0.0852216395585241
OT_ostta06g01510	0.00617232553807127
OT_ostta15g00060	0.00522143183119696
OT_ostta07g04240	0.341248360347525
OT_ostta02g03490	0.159065147958994
OT_ostta09g02220	0.215666829310471
OT_ostta09g01590	0.0105055864529293
OT_ostta09g03030	0.0107048018897937
OT_ostta12g01070	0.452862504772354
OT_ostta09g01010	0.0251264294085662
OT_ostta05g04530	0.518008021487577
OT_ostta02g04800	0.581430387728988
OT_ostta07g02420	0.638367370573836
OT_ostta20g00220	0.0487618444672473
PsbD	0.795703242728267
OT_ostta02g00580	0.602306862530244
OT_ostta01g03600	0.0114750793850562
OT_ostta14g01270	0.192483394423052
OT_ostta07g03420	0.607738729337784
OT_ostta09g02210	0.0196665680705604
OT_ostta20g00350	0.727454500549644
OT_ostta17g01160	0.0305685843986608
OT_ostta13g02970	0.535836972526138
OT_ostta09g03190	0.526033599468295
OT_ostta08g04180	0.605452908182649
OT_ostta14g02150	0.599003498173184
OT_ostta05g04070	0.694827319814655
OT_ostta04g01500	0.579133394118239
AtpE	0.755624779607682
OT_ostta08g03660	0.616082047885296
OT_ostta11g02380	0.0179733858478554
OT_ostta12g02330	0.813341868340618
OT_ostta19g00470	0.218993232447668
OT_ostta07g01920	0.533979605195746
OT_ostta07g02250	0.0805375704996569
OT_ostta02g03740	0.314373066868808
OT_ostta10g02630	0.0338182409504962
OT_ostta04g01820	0.122034051301523
OT_ostta12g01280	0.0724956178339301
OT_ostta15g01470	0.15202357609454
OT_ostta04g02710	0.619230727885247
OT_ostta06g00260	0.0728309203794675
OT_ostta13g01120	0.34036875407183
OT_ostta10g02470	0.0123457825378825
OT_ostta08g00480	0.0383754033937487
OT_ostta03g00850	0.0326190160827764
OT_ostta03g01550	7.6814719600412e-07
OT_ostta05g04280	0.0186441895847895
OT_ostta06g00520	0.0898784763839404
OT_ostta08g01130	0.00626605532154422
OT_ostta03g01690	0.863177322822372
OT_ostta02g02370	0.520288194402683
OT_ostta03g01430	0.0224233719187549
OT_ostta14g00065	0.527904825361795
OT_ostta18g01010	0.0162819513038268
OT_ostta02g00640	0.0010763802171349
OT_ostta17g01760	0.00329806906325518
OT_ostta18g00810	0.00134859372753425
OT_ostta12g02180	0.0983932117428587
OT_ostta01g01960	0.061068955845851
OT_ostta01g02920	0.211461410497921
OT_ostta07g00640	0.304189023292559
OT_ostta10g01530	0.491335333198738
OT_ostta15g02900	0.333489756403068
OT_ostta06g01990	0.823707551626794
OT_ostta02g04600	0.00195557662688623
OT_ostta14g02070	0.0860057124686162
OT_ostta01g02400	0.429972497876935
OT_ostta09g01070	0.646792833416147
OT_ostta12g02960	0.231557426655536
OT_ostta04g01340	0.00333720028447254
OT_ostta05g01070	0.0413169543317574
OT_ostta04g04390	0.0136657362750663
OT_ostta06g04190	0.0410610447795281
OT_ostta10g02660	0.553243678546979
OT_ostta09g02320	0.251815222050441
OT_ostta04g01130	0.0566867529583634
OtMtg00320	0.437136814625299
OT_ostta07g04200	0.33707489905731
OT_ostta03g01470	0.467081089709236
OT_ostta02g02270	0.265392641430848
OT_ostta02g01390	0.241806682806789
OT_ostta09g00040	0.826840578850146
OT_ostta06g03332	0.00354024151026986
OT_ostta04g03190	0.00621902962595046
OT_ostta12g00420	0.108565749384217
OT_ostta01g01210	0.419283810085139
OT_ostta01g06610	0.118604239842454
OT_ostta03g05300	0.626354666685701
OT_ostta01g05990	0.465732012986436
OT_ostta03g03370	0.606668371909056
OT_ostta14g00080	0.26975854814995
OT_ostta09g00120	0.165802612692306
OT_ostta07g03400	0.01519004665009
OT_ostta05g01300	0.361626768968996
OT_ostta02g02700	0.0275909896520364
OT_ostta02g00380	0.0510850141831999
OT_ostta06g03390	0.0719001010387515
OT_ostta10g00950	0.00333234448866808
OT_ostta07g04410	0.00454402716466916
Rps9	8.33686963924783e-07
OT_ostta15g02200	0.0303450344733102
OT_ostta10g00150	0.0026961987613511
OT_ostta02g01140	0.145205246849161
OT_ostta03g02860	0.294178945418256
OT_ostta12g00440	0.00881713480289161
OT_ostta06g04070	0.0167238544692698
OT_ostta02g01960	0.0139932221818905
OT_ostta14g00030	0.252231073370933
OT_ostta03g00400	0.0234271774256987
OT_ostta09g02955	0.00450496434961482
OT_ostta12g02520	0.00354693031005433
OT_ostta05g01860	0.580192814378056
OT_ostta02g01790	0.0956042969293239
OT_ostta15g01210	0.338277147850256
OT_ostta09g01780	0.131719927600052
OT_ostta03g04750	0.375064177034212
OT_ostta01g01600	0.0760143345564396
OT_ostta03g02230	0.00244555760266412
OT_ostta02g04290	0.0074041519906371
OT_ostta08g02430	2.53213312021576e-05
OT_ostta15g01710	6.86310259160401e-07
OT_ostta04g01530	0.0091621245772277
OT_ostta05g00190	0.00242330199862743
OT_ostta01g05260	0.127390610917731
OT_ostta05g01710	0.087836223848642
OT_ostta03g03240	0.000151508257841871
OT_ostta14g01040	0.0147529959749897
OT_ostta07g02310	0.260003482499604
OT_ostta03g01600	0.0976131239738625
OT_ostta14g01850	0.00255800777001337
OT_ostta02g04680	0.0073502424590127
OT_ostta16g00770	0.0186841135478098
OT_ostta08g01180	0.0872833127945444
OT_ostta16g00530	0.0832361655624573
	0.00543774298978065
OT_ostta01g05210	0.110621916240979
OT_ostta15g00930	0.104869819565047
OT_ostta17g00430	0.353786597074313
OT_ostta12g00140	0.275788498982938
OT_ostta02g04080	0.703244784208861
OT_ostta09g01080	0.675891582371654
OT_ostta18g01340	0.545018837266116
OT_ostta01g04920	0.869622676272544
OT_ostta06g02410	0.537687641766006
OT_ostta12g00770	0.919270814819607
OT_ostta09g02860	0.892554787870885
OT_ostta15g02840	0.904966567829445
OT_ostta03g02470	0.427999272525249
OT_ostta12g03000	0.898493865893373
OT_ostta01g00890	0.874570896767674
OT_ostta03g01820	0.528124478035731
OT_ostta01g00830	0.922617024213157
OT_ostta06g00650	0.46483044415019
OT_ostta05g04600	0.166501378231168
OT_ostta06g03270	0.871669855622283
OT_ostta04g05280	0.523985649111251
OT_ostta08g02470	0.664550069174652
OT_ostta11g02560	0.523811938100088
OT_ostta08g00930	0.834332758995758
OT_ostta15g01830	0.016918358590578
OT_ostta03g02770	0.0478599122212819
OT_ostta03g04380	0.00837850377824312
OT_ostta12g02680	0.115521690293739
OT_ostta13g02930	0.890831805305768
OT_ostta04g05020	0.586717229168349
OT_ostta05g04800	0.399028600150523
OT_ostta07g01540	0.923850529351938
OT_ostta01g02510	0.0915988239410059
OT_ostta05g01360	0.0114899839519996
OT_ostta09g01120	0.0121823037228941
OT_ostta16g00450	0.452413431153908
OT_ostta02g03810	0.563076798038138
OT_ostta09g04010	3.85340927475581e-06
OT_ostta03g01020	0.236768032726514
OT_ostta14g02310	0.010708056264868
OT_ostta15g00640	0.00548241629466914
OT_ostta17g02110	0.00999968282430378
OT_ostta15g02010	0.107930759879091
OT_ostta15g01160	0.0223468202159345
OT_ostta06g01030	0.0102104538344072
