ID	ZT00	ZT00	ZT00	ZT00	ZT00	ZT04	ZT04	ZT04	ZT04	ZT04	ZT08	ZT08	ZT08	ZT08	ZT08	ZT12	ZT12	ZT12	ZT12	ZT12	ZT16	ZT16	ZT16	ZT16	ZT16	ZT20	ZT20	ZT20	ZT20	ZT20
OT_ostta11g00560	53363.77262	44127.31264	36463.74758	37214.24235	45092.36353	30426.60502	44693.8188	7.17916766	26551.24341	13318.69829	135482.7259	34095.23549	42614.78391	27453.68713	31717.76734	19673.73168	44078.10565	894.762427	52475.5255	34777.21012	61009.18192	46996.78329	21629.62837	21136.77732	30187.75611	38779.68079	42816.5074	41737.47492	60692.70887	17677.49131
OT_ostta11g02260	134799.4364	112599.2438	122286.6692	101301.355	103088.6307	102587.7241	136931.8344	50.32083744	91194.89651	82286.01612	78099.16507	71115.03754	109624.4577	71635.25162	72083.76428	103394.8086	162469.6954	2819.851741	124379.8198	90638.4126	137283.3277	119711.845	82164.72404	60115.51701	82384.34645	77644.31864	106953.6785	60158.98725	118756.5521	71531.35506
OT_ostta15g00510	2600195.876	2563840.704	2366976.32	2339184.073	2022077.926	2068675.367	2023585.643	374470.5393	1936006.403	2195937.807	2515237.882	2084208.689	2075386.477	1553255.255	1545404.604	1589434.857	2851594.554	702781.4365	2227814.456	2680980.913	2643684.098	2279554.981	2213498.085	2134619.963	1634402.039	1968675.6	2646393.803	2152301.928	2519148.062	1819175.988
OT_ostta02g02200	687486.3223	812555.2353	565678.9872	549730.684	638444.8602	593350.893	706425.534	95592.37005	678175.8578	564173.241	547245.2402	636627.1413	674777.7601	563655.5512	640178.1351	447395.3729	634505.2849	84420.10767	771973.6292	559783.5859	616815.1598	553804.2014	485777.638	566551.471	491731.1376	674576.2776	604828.9444	450618.4049	942296.0501	440175.1723
OT_ostta06g00270	219053.6308	180957.6967	238156.6705	187936.2887	193639.4934	178424.2703	191125.2703	7911.520504	182033.8878	166306.4458	192784.7562	213765.5124	219725.2727	169655.5933	185825.4301	108213.6165	255066.1524	8973.971887	283411.7659	267980.0952	287333.6648	246237.7694	208044.5239	226456.3252	196565.7755	219229.8532	341042.9737	179048.7139	303440.2683	167463.1841
OT_ostta01g03310	74387.53534	70545.2216	68153.51724	95869.14076	53518.74402	52651.7313	70075.43306	3610.570609	72103.06302	50280.49198	90104.32371	60919.97224	49708.25021	66577.70965	52287.25149	53593.18278	67064.74506	4353.678224	68507.92561	57192.81974	79279.02183	70823.75659	56946.10411	57312.26256	62361.35924	67341.55203	72527.87276	78318.34411	90540.51957	49026.30733
OT_ostta03g03210	260443.6246	264153.4408	218235.8503	234698.682	245833.9398	163779.2158	209217.2796	1281.760187	196946.2384	176107.0109	460318.7096	141175.9632	190045.1505	141893.503	162761.4703	122279.8215	236460.333	5293.611211	258740.9035	194361.9012	226808.3846	221815.3432	186085.5019	99152.97106	171008.0935	205903.6842	277295.1434	119080.2326	305850.6851	145413.0236
OT_ostta07g03270	93824.99487	83154.23029	97849.53491	100765.521	100120.2738	66266.64541	126995.5268	37099.54637	93779.77967	55492.77145	64862.19269	70073.34874	98815.88031	72224.2676	82990.31513	75694.85099	143589.3847	23616.11564	156387.9149	101575.2158	94281.51014	79795.35866	70657.9232	52791.40585	88675.39801	83687.54894	100767.2829	89095.98182	100505.7066	52304.40643
OT_ostta16g00430	2424054.695	2591843.255	2068209.963	2044284.506	2366793.77	1866826.37	2561041.308	778287.2435	1851270.324	1882299.546	2179920.622	1982655.412	2264885.329	1623787.487	1911480.141	1421935.485	2983968.223	713714.8028	3071071.174	2314359.555	2446809.28	2042915.681	1769502.408	1609197.601	1716827.125	1946133.42	2377111.682	1680720.192	2775453.856	1652528.141
OT_ostta10g01745	562302.1535	466979.2337	390390.2294	457690.4748	488915.8514	343341.9898	462827.98	100999.5477	352346.6569	233769.9682	388749.2742	359288.3047	469221.0915	312648.9754	369985.6983	382638.621	507913.4814	145404.4837	467036.9484	389559.9361	483592.4547	476142.4627	348044.8604	327874.3273	370027.1035	481046.1763	478163.5412	402816.6862	581342.187	276192.9546
OT_ostta01g05310	2917303.911	3167891.984	2727961.248	2594295.939	3151692.984	2688982.989	2995015.561	1085030.78	2534467.386	2177534.513	3070997.351	2965335.741	3213066.008	2580344.11	2710101.435	2443916.5	3888842.96	1153565.33	3675444.886	3002539.025	3752488.042	3201261.646	1895350.213	2861157.061	2810345.267	3186823.541	3719198.239	2441490.291	3426136.672	1515479.11
PetA	12225509.13	12617683.22	11901250.29	12461309.25	13272655.99	11360572.48	15420470.43	6008551.708	12891781.93	9145565.525	9919259.537	10712371.04	11450920.09	12338645.03	10957052.98	10193468.65	13548246.17	7163583.262	13170086.16	11259281.83	13502814.9	11445963.41	11908470.27	12841647.14	12698039.88	10623710.01	12574492.06	10749072.49	14305088.46	8013891.65
OT_ostta17g00570	1791247.034	1974044.535	1675825.068	1715927.16	1707773.426	1630275.967	1981635.886	901282.0038	1899141.529	1228615.109	1642916.343	2052051.084	2129819.146	1917098.863	1831731.812	1555115.913	2010820.023	600454.8658	1957525.622	1795267.373	2153776.406	1721408.437	1755622.128	1648563.305	1955904.896	1876934.001	2202133.043	1639195.693	1939128.664	1549452.488
OT_ostta08g03340	1467305.911	1783293.033	1257885.665	1289329.326	1516088.503	1495370.813	1506572.758	720710.1934	1401881.44	972356.3085	1143711.379	1355115.239	1249788.197	1219950.273	1036856.038	1172164.356	1462724.937	646318.6561	1435743.777	1328879.284	1631151.012	1306156.928	1262465.233	1176400.983	1328262.658	1461931.99	1611758.715	1176890.219	1686682.06	1045219.578
OT_ostta02g02650	194882.2263	152650.5515	196269.868	198252.16	222322.9891	119257.1234	159073.5208	108517.6349	195754.0293	142399.7696	145317.0994	196525.1042	187194.8403	188809.0631	152061.8458	162354.9514	214656.6249	84571.03449	175136.5255	169715.9475	160479.1583	170950.3937	162554.4595	176340.1771	182966.7094	200298.8467	170547.644	187091.6656	247787.701	161400.8551
OT_ostta17g00580	201820.6283	151817.556	177876.9771	190983.1434	160545.0717	148753.177	152062.566	91385.83472	152027.2728	127205.2234	188973.7735	180043.9318	174231.8654	169222.5989	159855.467	162841.2702	260773.9421	107887.3361	223767.3064	186029.1603	204626.3642	195178.4628	170412.405	147579.1256	162317.6718	209528.135	221496.0417	188048.3199	239637.7932	148124.1308
OT_ostta07g04620	185053.2318	166896.8264	207127.476	185410.5508	200489.9745	127350.8293	177406.6549	59166.25722	140438.802	190696.4562	197109.3782	181311.5853	198692.1451	180638.0048	176649.0167	155722.0617	203911.9878	96500.22427	276336.9883	226581.4031	177258.0969	174729.0393	213692.0138	124951.7436	195023.1172	179720.3804	187603.9733	208690.3343	316606.2092	112918.9125
OT_ostta08g00840	361322.4433	398642.0512	297180.1965	364706.2182	360551.5515	282020.0865	242513.9963	218503.787	318764.9959	327137.34	242528.7698	294062.6315	232993.4663	265825.1816	241421.6111	261991.3467	347421.7961	290058.3508	380968.5931	286642.3584	344360.9503	307712.0661	168104.2548	424721.6893	310575.485	367298.1301	353594.5744	274327.9283	388397.1195	283409.247
OT_ostta06g03790	173738.9108	228363.6633	158653.4927	159157.2556	207395.7902	158616.7943	194822.4415	23813.84487	164674.5429	185922.6862	166928.8995	179780.4733	139124.4623	149040.511	131875.7708	145640.0325	203257.1859	132168.4589	196655.8364	162275.0872	180121.3174	171973.1257	29827.24085	191316.2157	154672.763	173164.3456	179682.2353	151665.8005	175927.4953	59408.46433
OT_ostta03g03150	157463.489	221605.4274	176270.2876	198556.2655	186752.6833	163800.3818	177963.7309	30209.72752	164503.2682	220179.7641	157820.8474	120310.4445	133857.3594	151964.8671	122616.7977	143356.3274	161365.5549	102112.6947	226630.5027	143664.731	147885.6671	179858.2294	30379.24778	199394.1708	162011.5425	146398.9297	168184.138	161069.8749	179276.0326	61575.36798
OT_ostta03g00530	52379.96032	48324.18776	48508.78169	55554.03663	35533.76768	39300.61331	17112.07722	2999.424832	34188.85129	52786.1158	31928.72457	23639.8912	28150.61671	15648.83769	24360.13285	17594.9948	47133.7635	9045.990229	45310.61437	33462.06408	50916.43662	48588.91441	9354.851532	58163.11619	30663.23026	46594.76038	59680.88292	23676.60563	34149.93502	40897.27788
OT_ostta08g01570	157752.1528	130150.373	212856.8727	190028.996	198608.1288	201289.3096	182788.3355	93489.51293	151256.0696	180587.65	176018.2702	166391.9449	154716.6686	135055.5992	130262.6973	101484.104	178759.3421	104946.7162	196153.4053	189892.734	177524.2422	171448.2045	80276.53889	190093.6997	152365.942	137559.5569	167474.1191	143364.5083	161592.8699	144120.9307
OT_ostta09g00600	1081741.912	1266295.727	1015989.7	1098148.149	1404925.197	1029751.981	1056189.113	1023181.35	1144892.834	1382759.501	1347403.976	1201648.836	1111823.569	1190338.084	1063500.933	1201993.73	1547911.118	1284369.487	1334241.761	1236412.399	1322801.069	1207903.622	1083814.315	1334775.895	1248859.24	1240031.824	1209595.491	1265134.926	1222776.258	981844.5542
OT_ostta15g02830	260279.5527	283064.5565	244479.865	297771.276	263761.3372	197982.3324	159398.8678	107117.7734	197682.84	362861.1338	288439.3759	251860.351	190011.659	225659.5052	180490.3894	223228.9723	282314.4813	271177.5299	254920.7217	193771.3577	269787.2139	245286.4611	185959.0748	223714.3245	235829.3183	246556.9624	269152.3228	217578.6537	273002.2869	110513.1467
OT_ostta07g04290	179721.4144	236579.6056	203084.2826	178097.7917	222581.9102	179999.8363	218021.9019	171214.0502	206971.2336	262379.384	233846.3385	188607.242	174321.974	210982.8392	191382.2268	210611.514	225477.3556	182705.3476	254857.8531	198389.8517	254492.4048	175416.4659	177467.8696	189407.4495	196713.1455	210364.9215	227088.4599	213754.2073	248069.2845	187928.8912
OT_ostta15g01930	252861.2949	434187.3271	287369.0609	282390.8952	345985.6695	284005.7529	329475.723	203887.5554	339785.5752	334881.7076	427108.9105	299531.1084	282213.183	288807.8883	296040.9376	270883.334	446030.3265	264108.0942	325070.854	258723.3101	378520.2364	337484.295	251717.9426	279364.2119	257079.9452	314006.0252	381256.553	305977.4413	294761.6435	323032.8963
OT_ostta06g03380	211333.6719	139421.7508	129808.0755	138530.3626	187029.4577	127523.6811	150507.4776	78273.58592	119940.2055	118867.5958	159870.376	122434.92	157305.6155	122400.9853	166552.8223	162035.4915	208610.0986	98970.2146	175250.917	132583.5868	174237.0441	175970.9508	109996.6499	85744.70075	158879.9229	181527.5547	184692.3611	142584.3762	132991.8714	90426.16872
OT_ostta10g01820	2383586.627	2377151.88	1767819.435	1744367.802	2393589.405	1729345.616	2476928.267	724041.3245	1946648.155	1179559.888	3389460.127	2014952.902	1727037.551	1716669.727	1876460.963	2036219.733	2634708.523	929353.8186	2413686.745	1745090.655	2518431.471	2343608.631	1431675.218	747726.1743	1490510.635	2185994.033	2519916.372	1603056.693	2222980.058	646883.1709
OT_ostta03g04270	1115946.437	1318120.626	974406.6382	886781.6404	1290081.246	1097853.886	1252566.103	699628.3569	914819.0403	694537.0033	1581367.819	981007.9499	1142901.091	899630.2034	1056956.148	1075402.264	1593761.133	727542.2426	1525271.692	1046862.316	1741698.972	1328907.56	877020.9262	748515.2331	925812.5072	1135140.632	1556930.482	998814.8563	961579.4395	522558.6793
OT_ostta03g04330	4560105.363	3928776.145	2743955.78	2996821.574	4718531.171	4072548.901	5440804.638	1183081.74	3386192.497	3455604.337	4820436.152	4414057.095	4868778.161	4201612.344	4875020.445	4897513.017	6194220.247	2116731.9	4988910.106	4229050.851	5462594.936	5400214.452	1750122.981	2021288.606	3667838.668	4836717.294	4694311.761	1762187.373	1571263.27	1411697.198
OT_ostta10g01310	4179966.996	3566923.725	2554516.034	2662319.577	4415973.435	3052754.33	3956227.075	2409020.492	3078647.87	3033973.63	4424970.17	3613808.383	3940955.406	3264239.671	4157964.384	4039546.17	5316684.182	3185705.236	4243565.488	3787716.123	4547646.851	4248330.37	3109606.798	3027594.33	3249572.006	4532986.527	5024549.139	3078763.451	2724211.555	2159354.654
OT_ostta07g04460	2736519.241	2472158.067	2071059.752	2058616.802	2564605.95	2278512.45	2799732.722	1921786.153	2282050.334	2448057.935	3222224.415	2283104.052	2354289.591	2197663.111	2405976.128	2741821.957	3143922.299	2224654.962	2723829.371	2438124.756	2760032.548	2660016.584	2094063.608	2048728.597	2157801.712	2691653.264	2852073.249	2414096.312	2036141.368	1637234.006
OT_ostta01g04340	246299.2168	256630.7979	245692.0959	180898.6872	218711.6713	240671.664	308400.2174	155012.1265	246899.7753	193053.0461	261208.9272	235577.6204	254050.3061	220232.3646	216747.4264	204278.7182	278655.6882	166220.1121	316383.1795	217671.8172	270873.8839	227474.8952	171700.0935	244350.4842	211473.9382	242248.4417	238918.5081	292852.3096	265975.5408	110729.5783
OT_ostta01g04810	330471.9906	643191.8122	296692.3214	140975.4248	230327.2121	454170.7795	589541.8272	9741.030491	136505.9758	239618.9042	631342.8734	214399.7306	246744.205	186235.7337	155832.6995	510227.6125	422867.0856	128594.1778	255580.5618	141109.6252	600094.8027	447233.6148	26863.42028	184219.0108	175564.7075	185076.3692	715685.763	171828.3047	140689.5365	10791.98275
OT_ostta02g03260	1772400.287	3030444.737	1344134.186	1512593.413	1623329.292	2111890.306	2136013.582	627887.1193	1690596.615	2073526.404	3096822.403	1971369.84	1944900.874	1711498.101	1379827.133	1873625.868	2000354.368	1291003.304	1558971.85	1075787.603	2889284.732	2311674.03	836383.219	901715.0654	1304089.192	1756741.474	2915444.739	1228911.767	1762461.959	408429.2771
OT_ostta08g00060	824196.647	949956.9842	673994.5163	676304.4171	922711.867	739382.7004	942179.5052	192091.7421	815037.5986	728882.5842	806670.6565	1004810.64	910649.2269	906299.9258	831033.9464	948469.3686	1153641.547	667130.1055	1058524.216	662106.4137	1057263.579	974674.0704	516542.2787	701690.4653	886667.7667	900464.7741	1166602.265	882606.6911	1014077.203	361376.8318
OT_ostta07g04360	128830.216	115781.2603	102537.4891	82897.08714	144203.0776	126037.5728	162330.6802	47435.92528	111523.1191	143430.3126	178492.1347	162499.1818	146024.7721	139304.2352	143877.2857	137272.4936	204244.7526	140042.4712	146832.3197	107371.8655	126649.6844	120116.7577	51890.22139	124479.234	116438.221	138681.5278	165525.2318	135136.1312	114294.4686	43245.09955
OT_ostta08g00940	808387.7035	784945.013	699579.0866	603196.3901	762106.8617	783064.445	885124.3596	259555.4039	633013.9113	775160.2348	914067.2393	767946.1435	843146.8395	719546.8917	766295.4295	820104.7171	950996.8001	602839.2279	932989.3005	662248.8451	792151.0249	796028.9123	356243.6	774628.2737	689002.4815	811588.2059	914804.5446	777667.0043	752398.8218	298233.2008
OT_ostta03g00240	369477.3657	461353.5882	314143.8233	312015.057	322063.9679	256740.224	330797.5835	192499.2427	282824.7294	211452.3354	385015.5005	293477.4951	292945.0765	334050.6687	258183.895	329123.8631	390996.8962	221046.1189	445903.5426	341466.0315	467682.4263	464408.1562	285581.0333	331405.2569	397176.6421	325668.5471	314873.0468	310650.1912	358641.4606	244558.2982
OT_ostta04g02200	134621.9065	145184.0948	93519.91031	129219.4046	97538.01345	82605.50312	120709.3935	94609.08479	117456.3823	127343.0538	134455.6121	125741.4612	123217.0906	115656.5303	91521.11599	109436.8495	150031.1539	118926.3158	155484.4385	136023.8491	169596.3348	171154.9353	132204.8078	128022.0746	130007.6861	139734.035	117704.3748	120030.2319	123357.8177	77370.92926
OT_ostta12g02130	5400247.517	3571718.171	4215998.686	3984298.095	3750787.892	2531032.461	3451555.085	2087658.98	2581517.927	2470725.557	3697323.134	3037519.422	3295244.567	4213812.222	4214840.3	4311079.599	3513483.034	4338839.411	4655498.3	4000142.019	3208563.848	5492659.887	3107378.123	3802828.67	3693655.348	3011905.199	2624611.402	3692587.242	3077139.706	2285566.991
OT_ostta03g00160	47600.10328	65500.46694	57473.14945	42373.94687	66767.53072	15439.71303	54519.17348	24454.11447	49021.43792	44987.10376	73523.01379	39855.25075	66717.80318	62936.26521	53972.37884	69322.83413	79530.10815	42401.04297	48388.54423	47070.10566	76006.01684	69380.18822	35978.93097	23368.07716	63949.04406	22564.00516	50304.15038	45423.20444	25770.65266	40871.05765
OT_ostta01g03540	605724.5118	810942.0674	938359.5273	1154524.84	766372.4351	673881.5786	616283.1445	639088.1175	861475.8247	905789.3534	905320.4805	761230.8037	503652.2854	714196.4354	540398.5232	765828.6952	710039.4246	604614.9712	633797.5267	650616.0946	793148.1653	859591.8871	794206.7928	605506.7536	728606.9063	722657.4209	1090362.565	799644.9859	1430801.672	430849.4567
OT_ostta06g03680	372892.0936	404575.5714	485050.5258	651707.0939	371068.4942	315138.3618	331133.2008	79417.57656	438495.4659	277584.6307	384852.2769	477127.412	300184.7459	364222.3326	299022.8834	342573.3319	532912.5915	163150.5469	307034.7927	330165.1311	384825.3486	391902.1774	379731.9276	292357.5257	350177.2001	366555.8214	498859.7536	406491.5865	642722.8241	199246.6191
OT_ostta08g02690	183501.2637	139114.0119	271460.415	309878.6758	151767.6579	115425.1516	228404.3574	52371.3264	305124.2729	154577.6515	315627.2046	206304.8127	121212.3529	230892.3379	148420.6028	276571.3406	193639.2427	156113.0065	173100.0105	149783.477	259828.5276	291118.9041	154782.7827	108265.7843	200866.2456	205535.016	377649.3365	201412.5348	436596.8785	78186.33049
OT_ostta10g02860	177804.7692	235170.3054	232458.1761	260268.367	164536.6044	251637.1309	205720.0403	241476.8285	294621.5832	232259.573	288191.5913	346827.1783	176717.7798	277938.6801	202610.8736	284647.7152	265580.3572	277044.3481	192690.442	218852.9898	250106.0248	271286.0921	226037.108	183316.4587	207449.8524	165259.7053	274023.2212	209530.8378	317719.2997	96365.61981
OT_ostta04g05560	383215.2324	447960.6299	402008.3636	509533.5405	395878.0917	389813.3321	293164.3679	228552.9837	549205.4652	395501.4417	637164.2379	581189.5022	410420.813	402059.0604	305349.3003	567547.9215	519584.2055	418365.4376	454246.2916	445538.4897	533798.0983	658886.7089	456682.8118	341224.018	390269.9946	483449.0674	671319.8981	418109.9291	631136.9918	62308.83038
OT_ostta09g03600	444238.8115	480769.3861	429584.5371	486709.7674	458399.1252	444839.5261	442844.9482	322374.5064	518323.2435	317902.1858	471743.8187	521662.9607	535298.8987	425769.6353	419867.8071	385803.3464	569558.2663	347909.1702	540955.7669	468250.5162	418250.4672	437405.9355	442537.3126	378987.8934	426628.7211	487435.9556	539220.9892	480998.9045	616187.0267	225657.8639
OT_ostta02g04560	1801296.064	1344832.57	1627559.228	1543978.681	1932287.791	1991289.572	2241973.273	1726159.748	2481854.96	2075702.983	1741512.195	2173831.533	1930108.786	1961161.551	2282247.005	1417768.675	1966940.358	1418529.564	1792955.28	1442558.801	1288592.219	1116927.381	1435309.38	1182330.207	1489084.957	2032218.676	1612235.461	1621859.188	1636521.228	967921.9897
OT_ostta07g01530	323208.9892	359367.3042	431782.3565	358314.6239	403580.3455	448519.1324	481685.6035	443803.4716	540147.0387	262279.3841	386818.7277	557678.2501	570880.2582	416929.6624	412106.7159	290029.817	447338.578	312368.2169	411675.3625	356116.683	308521.7705	279505.4215	332490.6984	267415.677	328429.4113	299203.1181	330198.826	362710.8803	385044.0316	280268.077
OT_ostta10g00980	1353877.79	1180443.399	1480004.021	1241554.335	1553630.579	1119193.376	1437907.294	859403.3944	1279184.194	1237323.07	1273365.32	1335007.72	1239067.711	956448.1148	1053355.526	986444.5067	1536741.192	778709.8595	1606900.408	1482552	964035.791	1018720.754	1011698.825	830893.3182	1063691.928	1177792.172	1017152.115	946490.0013	1053565.955	845595.4816
OT_ostta01g06240	96229.13348	92566.77552	110222.6952	91428.77723	128873.7104	129965.1097	90839.08785	59328.00613	152831.4208	86271.65579	124102.2549	182530.1469	129889.3641	94809.32287	145905.0403	61911.44434	140166.0304	66276.19278	134960.819	168657.2667	89678.98785	84579.65285	97639.06181	39871.72293	83895.194	107107.0371	133747.6257	50641.36399	84495.81477	38564.66106
OT_ostta05g00550	30333.0848	28282.86865	40844.8129	25113.2731	34214.63049	23253.41585	37003.7788	23790.57216	29507.60465	26109.92605	18353.63798	26467.69457	18006.9933	28717.43795	19312.69614	20360.82309	28431.75238	11046.8139	28203.02211	21269.5385	17934.80502	18896.98162	16744.14859	12082.04904	32213.85324	26099.79471	20015.45486	22998.41274	25530.09172	13848.30072
Rps3	1429765.429	1990047.764	1661548.322	2047945.545	1733525.388	1802501.413	1969594.229	1238895.654	2370117.723	1817044.615	1611130.112	1923532.299	1708003.387	1933290.145	1654891.802	1265000.563	1591855.386	1022171.028	1495703.928	1322855.038	1526576.3	1496366.138	1342435.967	1072712.737	1520699.487	1440313.831	1645661.061	1531890.593	2247976.989	886555.88
OT_ostta05g04910	724194.679	771045.9937	864704.9077	802142.724	752041.697	874661.8733	903795.5086	579308.8183	1067140.626	677039.0248	1129200.612	980979.9997	934059.7194	806821.7977	769680.2879	711907.035	893123.5282	414433.5405	805870.2287	739626.9633	811773.8501	778959.848	484798.0821	507509.3232	676422.6067	843115.1579	963671.0729	789246.2281	917405.8168	433041.3129
OT_ostta05g01640	102835.3032	87101.40578	70651.37589	70656.19672	122131.034	93328.17707	136526.8229	NA	98668.23219	91447.67087	14841.85986	141529.5869	95093.39336	104114.9152	107224.4672	124987.3914	143323.9277	31431.84412	103198.8625	83378.67067	49946.42283	96859.25967	76638.87469	2302.512168	97794.08041	123525.9959	71576.58388	64729.84553	72945.23598	6993.130318
OT_ostta02g00810	307183.2362	275403.9453	223241.7308	204887.9726	327039.5787	270188.0774	453283.1301	138713.9053	322469.5247	259624.2087	222696.3431	370318.642	283128.2377	292540.1515	347880.9472	390234.7648	507451.1048	204485.2442	350326.3209	259973.6726	428269.1793	360259.5271	250034.0897	85869.04997	272438.0394	351910.5644	444231.5591	260037.7087	246952.5796	59310.11019
OT_ostta13g02500	114922.4589	123786.7822	127268.1706	85065.45181	135508.77	99931.83434	104122.4521	74709.68086	99212.38313	109765.2409	81874.80825	112120.7855	108533.4667	105062.1788	112613.5954	142619.6731	134689.1375	69078.85501	99635.8671	92974.42293	142716.9692	136162.6178	74198.08969	64277.07548	106334.2848	117938.1401	157129.7372	99343.76018	109113.3046	80552.73688
OT_ostta06g00310	19811.44219	31172.31544	22149.8999	18147.32863	13032.58593	24173.34253	13641.75979	7049.49973	18700.6903	12114.04329	3275.698669	21878.3815	32865.81074	29098.83301	25670.22219	44975.07289	45805.28087	1946.863844	13290.03177	19644.03829	28036.5062	27573.44651	13905.50289	6305.844595	25793.95326	18955.45924	32088.58317	16748.30903	13705.53093	21347.01887
OT_ostta17g01100	262146.5951	222240.9237	194113.5187	228126.6848	296533.3391	226175.7101	321685.0078	184107.2397	231039.0148	293590.6019	245374.1693	197226.0674	241813.4063	330396.2292	382894.7784	297628.9228	371934.995	289171.6653	291144.002	287868.2904	307296.9575	308321.675	231411.7541	354432.0354	281008.1477	302598.895	402983.1286	280349.1651	248393.8432	212702.4413
OT_ostta07g01610	2814935.664	2753822.53	2224315.409	2234947.184	2371658.762	2546086.527	2476474.536	2091792.287	3039529.617	2706027.36	3758154.942	3156771.761	3251370.639	3031367.408	4083555.369	5237913.97	4306820.191	2958819.099	4729010.098	2909035.467	4673095.685	3693447.546	3271254.358	4300189.496	3191712.085	3686023.248	4110061.693	4043203.2	4083808.472	2376079.031
OT_ostta08g02230	624883.7976	505402.8035	406856.7732	420444.1025	502727.9053	492007.8015	619773.1596	316497.4152	402620.6074	599305.8824	722132.4437	615280.6755	635689.3764	559587.6766	721018.0363	863094.1951	680520.4438	615674.9357	653037.1018	512490.7969	767316.5049	742520.783	523675.8619	557633.6071	504232.121	631761.573	711128.2787	611801.0323	662929.4821	474619.4714
OT_ostta14g01890	10486920.8	10039552.39	9144745.696	8800114.689	10340577.2	9837976.245	13181727.5	9185622.223	11215893.73	10854400.78	14570537.13	13429420.45	11985391.59	12256640.79	12645555.26	14956020.3	16039199.28	11520864.32	12399057.35	11173042.37	14112916.81	12391579.15	11104684.39	11219072.57	10641627.08	13118587.86	14810726.96	11168356.24	12561420.21	10825864.1
OT_ostta02g03620	1358468.454	1136037.859	972941.1962	953256.5313	1282739.917	1036679.112	1512228.577	874200.9292	1257950.094	1138965.248	1644302.712	1339662.073	1390517.919	1289775.763	1457389.143	1598318.761	1744673.403	1379455.185	1481845.462	1132377.92	1501929.952	1430113.977	1177024.363	1200890.466	1183047.398	1572713.726	1649652.99	1442933.402	1618222.587	1205202.607
OT_ostta11g01710	319433.8404	306960.9764	259124.455	209484.4707	379740.5799	298574.3439	345911.5069	234267.501	242997.7505	235127.4938	493900.8132	394305.1655	367258.9281	297693.093	391471.0878	364784.5807	480428.4595	371881.0571	402272.2038	312950.9216	524233.1903	456519.6108	279037.6178	387243.3461	334698.7184	408317.8868	466442.6651	287004.9415	278984.8931	224358.4566
OT_ostta10g02780	25589825.61	23547011.55	21810213.6	22354793.03	27344859.97	22123480.23	29178702.33	22512110.32	23325191.16	21960043.63	31364305.95	25974225.69	25710185.85	23241214.13	27843253.75	26850400.07	36859110.62	29122092.2	30932265.88	26953743.95	31209461.94	29889281.65	24345795.56	29924029.29	25984032.23	28803827.07	34884295.6	25229507.47	26383903.84	19486160.77
RbcL	736581150.6	734644463.5	594245465.4	674263633	772312558.7	752131107.7	895788979.9	669972899.4	795204756.3	687192611.9	918703464.2	859720233.1	886489834.6	835197706.8	858374401.4	820164086.9	994316280.3	819698039.8	840625951.8	756392959.9	832350418.9	741098429.3	704654679.1	834287847.3	771871440.6	805518375.3	898504873.3	789075711.7	845105371.1	683181825.3
OT_ostta01g03450	5847073.766	6453018.307	5274918.331	5064706.045	5978022.36	6053679.383	7928960.474	4888050.065	6567336.605	6033387.615	7660543.214	7606173.974	7053833.815	6662553.069	7065140.668	7455307.407	8934900.87	6332391.889	7259261.924	5891712.784	8133715.383	7002690.017	6034265.505	7383030.948	6125222.542	6800569.065	7856121.26	5708226.206	7674748.797	5389218.436
OT_ostta02g01840	8133832.455	7462320.033	6193503.401	6198924.359	7046450.048	7072517.637	7443902.7	6856155.06	6897078.436	5862761.47	8432686.808	7699112.766	8620873.818	6967101.423	7677706.198	7876321.33	8588368.896	7667208.581	7354872.468	6780139.763	7399052.3	7774332.097	7966142.756	8355854.751	6536099.63	8087220.95	8062768.059	7326751.384	7123543.084	6523811.121
OT_ostta18g01230	28865728.9	28716559.49	22341047.04	20798011.26	22557590.17	29476712.96	22957434.01	26409405.37	23763681.52	20461891.16	36569637.52	27936035.37	29075535.5	22596991.13	32436900.62	28916375.36	28883912.63	26716725.97	30197643.7	22186286.8	33511573.76	24652404.92	29041279.4	27512080.92	20258710.29	28909464.24	30417334.94	27145027.69	30565001.93	21957930.68
OT_ostta08g02100	1194965.223	1179130.504	837836.9786	878992.2841	1093048.647	998273.8727	1013037.778	913524.3107	925656.1708	860347.1674	1258565.432	1062820.898	994060.077	913732.0442	877853.729	1256041.645	1086413.199	1268997.048	1072797.32	920487.9853	1163041.815	1039523.351	945175.8152	1177534.151	918367.8514	1128807.658	1285011.234	930411.8974	1213258.194	709911.7557
OT_ostta07g01860	313842.7021	307009.2242	254217.9899	213506.3214	286501.9845	279373.6111	329629.8039	305380.3572	235198.1792	245248.857	423415.1876	339997.3475	286902.9803	309350.5716	305300.3693	362898.0549	359736.6875	355918.6443	308172.544	234778.2445	377759.1598	360145.3607	286116.6553	388654.0339	235328.8818	382354.6453	396030.8491	269245.1054	303385.6437	164176.8621
OT_ostta01g00860	248150.4024	235624.4575	134052.8427	165678.8392	192771.9325	221891.6384	244023.2914	230238.1103	206979.5195	147036.0137	264705.8051	227131.1867	226843.129	186417.2323	215110.3138	253099.8475	224974.0006	232303.4145	181910.4496	158207.8816	259368.8883	212215.1019	199336.4287	232041.83	164076.1816	245446.5268	257909.5657	175410.9546	219637.0857	125491.2775
