ID	ZT00	ZT00	ZT00	ZT00	ZT00	ZT04	ZT04	ZT04	ZT04	ZT04	ZT08	ZT08	ZT08	ZT08	ZT08	ZT12	ZT12	ZT12	ZT12	ZT12	ZT16	ZT16	ZT16	ZT16	ZT16	ZT20	ZT20	ZT20	ZT20	ZT20
OT_ostta18g01250	11670905.59	11573111.56	10607269.9	9898467.277	11827000.49	11139560.71	13138739.92	12806808.14	12503903.36	11676500.74	14490025.13	14422479.61	14168983.51	12296192.65	13115656.27	13200526.73	14439057.35	15265446.04	12165182.63	10653844.95	13642395.43	11538372.04	12590243.83	13772350.65	11738108.33	12322300.97	15001756.55	12369140.35	13679301.17	12117166.22
OT_ostta04g05030	941636.8897	779000.4273	684725.3831	689975.3933	824656.0721	1007922.787	1078736.785	1273567.481	986798.4649	870128.2048	1221032.382	989178.7999	869032.7367	965818.2671	1055911.763	1056306.696	1089880.442	938034.7443	685140.4976	745632.7994	1006090.779	738559.3401	742889.0169	1100528.263	725608.631	949935.3976	959539.1985	772943.3382	822318.8852	676188.9861
OT_ostta01g01290	260583.5375	229476.31	179205.1948	223495.669	214171.8122	292435.3234	428080.5704	328066.3564	314553.5348	287212.3771	469621.3862	407061.9209	351586.313	302671.6971	300298.3522	306746.9901	335238.329	247626.2764	258969.7714	226631.4997	296948.907	295548.4613	216625.4962	381361.192	180915.9378	272252.0333	362200.9286	243012.3584	355334.4348	224362.8728
OT_ostta06g00860	9805518.505	10730625.28	8691024.182	8294416.318	10234247.42	11078069.36	13788968.9	13018105.79	11518443.49	10514492	12692193.23	11515189.36	11837139.59	10286631.95	11370488.61	10768072.12	11652848.87	11977329.89	10601930.4	9330935.354	11263614.78	9930799.796	10003983.85	12226182.75	9029693.955	10534925.67	12312834.61	9512179.597	11407726.91	8025364.501
OT_ostta01g03040	70007352.55	68000234.1	65714228.15	64791832.03	68445856.08	67537679.9	82891552.57	83078229.29	74809385.86	64445602.26	91451981.57	78320192.41	76189652.84	68350043.54	74656299.52	73937695.34	79916198.07	84020846.03	75825086.3	70929429.99	75352512.85	67928098.39	69270711.37	80105942.02	63923293.66	70186897.68	78256591.37	66992629.86	74318642.86	61122924.39
AtpB	254929121.8	225700011.6	221898378.6	233198294.4	243174576.5	262452942.8	290631446.3	263719278.3	246662692.4	297962505.8	318464141.6	264114606.8	297328029.4	257339218.6	321615882.4	288073649.2	284377589.4	289324607.4	279900664.4	228549769.5	299439276.1	244235838.4	256866907.4	293560451.4	228710615.5	275577189	316235452.5	256683490.6	287355956.8	269351311.8
OT_ostta04g02740	30059613.68	25493068.96	24608448.33	24593501.94	27580840.4	26491302.41	30871463.51	28410487.35	26777810.72	33785146.58	35422875.65	29380213.08	32872456.22	27174562.56	31371238.74	32606343.25	28885137.05	34196465.33	29847285.95	26613385.49	28922569.59	29397689.42	27751118.75	32355762.38	24437421.9	29186399.46	32797707.79	26717487.01	27275113.95	31239519.35
OT_ostta17g02030	15323902.56	14075496.61	12487622.18	11630901.11	13752887.98	15348299.99	16907254.31	16727875.24	14714790.89	17146507.38	18291857.65	16772863.7	16927594.99	14513604.27	16869222.28	18193344.27	17888932.23	18635167.22	16315442.52	13762553.09	17050300.7	15499194.8	14599807.07	18447377.54	13146395.06	16134908.33	18025341.12	14445003.77	15338544.17	13861702.91
OT_ostta15g00955	10962090.83	11119882.14	9854265.436	8991601.294	10756675.37	10719242.98	12827007.74	13511104.76	11618881.97	13493299.22	13952034.52	12208552.05	12448504.63	11454066.21	11993636.37	12394688.11	12936149.33	13752214.41	13225941.94	11060735.48	12708621.4	11714197.08	11364213.74	13955520.92	9767037.207	12171978.92	13402869.83	10487335.11	11319630.36	10345865.2
OT_ostta15g01850	588374.2189	546855.0844	496921.6413	455591.809	595879.748	554442.7795	707562.6881	704386.7885	537661.2664	670721.3861	830984.0463	649530.1897	632558.214	593108.6548	609141.8343	735092.3182	662452.7003	850327.8633	666235.9318	494396.6758	681631.9797	589187.2238	561106.5686	641263.4915	495161.5427	631538.5879	713050.035	513708.4685	726759.9914	567835.1962
OT_ostta09g03150	2566183.431	2335431.426	2131050.421	2016915.103	2230478.896	2428361.738	2796252.254	3186828.242	2206977.599	2658758.315	2981267.623	2637439.506	2640191.603	2273711.167	2735262.886	2926158.26	2507657.857	2903903.102	2383846.948	2080560.424	2563535.904	2430056.675	2208132.087	2978251.61	2124157.032	2436825.749	2984483.808	2228320.722	2509968.07	2344225.778
OT_ostta08g04150	491611.2188	425381.987	374817.3654	383329.9007	496719.1186	659756.5673	902099.0303	676337.6895	692877.9196	507055.1207	747927.8321	645867.1288	693844.8962	623476.2631	684492.954	799950.8616	757158.1664	891362.2952	545908.351	470807.9565	691229.5612	587757.77	574318.6342	722280.8568	524347.0387	614698.9935	709417.07	598494.6633	626401.9422	499003.4998
OT_ostta13g00880	69606940.53	72848444.42	63164028.15	56355461.74	74602002.43	82667631.98	96958830.33	80407675.65	85610518.88	91158085.37	97513651.38	83364911.57	86996906.34	83466854.21	92994818.45	87318753.4	93654468.01	88850356.4	81327243.53	71497018.59	87193145.47	78710203.01	74928924.15	85769630.6	72654167.53	79857263.52	88255348.58	73925534.4	83332025.29	70992184.99
OT_ostta10g01280	1877313.56	1752315.522	1358842.117	1292529.979	1740848.836	2323401.289	2849762.974	2324111.316	2211082.275	2280198.225	2728019.832	2640530.559	2316669.599	2169136.864	2438625.757	2518958.551	2690530.422	2934216.883	2083015.555	1851909.005	2448276.039	2223044.787	2044037.886	2290032.633	1716860.494	2290714.627	2752075.399	1820672.969	2194748.241	1843111.202
OT_ostta02g02510	8737975.067	7934872.578	7423019.505	6446783.803	7800843.861	9954031.02	12006111.69	10535826.32	8898028.833	9422299.592	13798959.75	12164986.18	12135267.19	10972607.99	11267810.32	10988199.87	9695311.731	11877871.83	10801085.25	8408788.303	9862775.484	8310927.633	8575837.339	10235286.63	7677522.186	8705192.932	10290224.16	7004281.985	9868310.897	7865711.332
OT_ostta05g04960	1100628.726	989924.1664	806969.6042	776120.4584	880550.5766	1150987.278	1300959.09	1296659.971	1145082.809	1145161.095	1792558.096	1365373.215	1548242.19	1231176.434	1484971.231	1463303.084	1452832.783	1512949.351	1337593.08	1035189.304	1251242.6	1114178.442	1053677.339	1330082.731	1030586.038	1113936.176	1239914.525	940418.8897	1153257.476	1006092.422
OT_ostta03g01980	1845416.945	1521672.651	1095730.915	1180040.561	1601608.702	2153933.595	2096999.702	2399325.055	1673901.46	1838178.382	3074662.45	2241217.394	2457038.791	2262944.697	2539853.219	2369632.273	2195606.957	2419663.4	2120045.884	1534136.041	1950329.817	1707608.225	1770309.649	2505570.24	1392461.559	1672608.406	1903377.048	1479854.631	1538731.991	1406484.779
OT_ostta02g02800	837590.7876	874466.5623	613496.6108	567864.835	758626.5765	934703.633	1154550.45	915203.5664	921671.439	790913.3673	1145079.228	1159097.445	1144587.984	897663.0376	1019059.32	1033840.871	938998.8121	1127965.908	996243.3097	654095.5915	893546.1166	730523.9493	668433.6113	826189.9978	627373.2269	971086.0406	937579.5468	926082.3923	1112687.001	817263.0083
OT_ostta16g01410	3267451.078	2897681.756	2674254.694	2141804.92	3127543.287	3966254.456	4696990.735	4223760.354	3487058.307	3529572.909	5101721.144	4660463.932	4609268.295	4003058.393	4531648.635	4064394.128	4267671.745	4257457.892	4101901.563	2795837.259	4031094.131	3696978.888	3136322.816	4345885.774	3064836.912	3881724.331	4550521.095	3317161.294	3983470.616	3210060.583
OT_ostta17g01870	1115800.675	971793.4911	760939.1904	583335.1375	878828.2368	1020034.78	1306095.927	1136111.878	898311.3379	1057727.1	1536167.759	1267879.644	1154230.409	1064778.379	1261306.343	1188145.8	1158711.294	1107902.822	1062591.579	746416.0791	1180157.424	1164808.529	999759.6124	1304165.047	903474.7432	1193599.778	1296934.99	966381.7961	1135109.013	906617.7394
TufA	48946860.43	41750874.12	32918262.95	29131835.18	43320801.17	49740233.31	55568796.7	52868785.7	50615609.87	52332301.31	78836140.21	66588387.85	64966784.65	60219366.45	64053317	53370175.08	60505349.32	65838460.48	59965911.99	41441606.66	52095424.94	56188424.63	50547668.39	58572643.66	40832298.04	53892132.41	62960199.7	61650108.68	58550735.7	45522411.96
OT_ostta07g03070	2081408.521	1787939.965	1592158.347	1456121.677	1996928.079	1870582.303	2289193.317	2209657.002	1796103.526	2304175.459	2922896.442	2870533.958	2614553.93	2383768.52	2904568.464	2747292.07	2570621.79	3003020.329	2304541.809	1766458.378	2391890.405	2242910.268	1963134.389	2420277.756	1771237.485	2142713.04	2464804.89	2050392.065	2216544.911	1775262.1
OT_ostta05g00110	961618.0808	976805.877	819286.4025	734189.5196	1007211.026	1029198.939	847071.0102	1333095.429	1245748.671	1143751.301	1358976.582	1037381.852	983693.9236	983032.4169	950367.5405	1113125.99	994546.3934	1001703.862	889616.1001	819508.84	1036411.55	777169.4554	802337.0584	966586.9747	733823.9971	1043529.868	1019323.878	816479.2565	1041132.602	873183.8862
OT_ostta06g03350	100509.9339	117326.7988	88096.43356	77462.29283	127980.5927	103801.7364	128093.7396	157615.199	107978.8182	126818.6766	169497.4147	111974.3763	116237.6135	125163.4203	79629.46782	133584.8935	91970.92723	116498.9665	107082.7045	82348.10202	160590.3887	113765.396	103085.1549	129400.754	89835.74527	121665.3816	119963.0265	110120.9203	105982.6224	107534.6641
OT_ostta05g01820	153810.5648	130559.9773	127346.8989	119822.4486	144620.6173	115496.672	144262.9888	139740.6655	124078.5689	174850.3679	181351.0217	147801.505	164814.2041	138889.6405	118412.0469	146468.7521	139723.9615	183383.2633	144329.9714	113685.7297	127297.2257	151587.6303	125962.2291	163360.3913	117361.3557	141233.0943	153702.9618	108101.7911	130728.7702	121611.409
OT_ostta02g03880	263527.1848	316725.9569	282078.591	212162.8129	311760.9213	245244.2227	236668.7623	318388.2828	310525.9952	317507.72	319923.7255	306071.8015	276024.2803	290253.1961	255324.0665	375100.3642	256681.8628	396250.0631	320663.9154	215984.3459	324835.5002	303433.0441	287303.849	351299.9398	235194.2648	311569.7636	331692.6067	287168.0782	316252.6576	298984.7975
OT_ostta01g00400	162131.9826	172019.1599	120473.0889	109403.9139	146038.3756	128145.0734	140823.9357	174525.3089	129127.2136	211538.0224	181533.0902	187097.799	155499.5183	150953.3105	158187.1213	175164.5049	158813.7601	224746.122	148592.3967	131640.5823	170161.8855	143162.149	146949.4629	226541.2922	105604.6742	142806.4428	178022.9717	132914.6628	142621.2699	131748.5741
OT_ostta14g01170	3284368.183	3562907.005	3344520.929	2998201.606	3544049.516	3251615.232	3531402.924	4206552.47	3477347.925	4127311.86	3892707.639	4008951.831	3369894.572	3306408.758	3327266.322	3958818.004	3979170.87	4198492.248	3373535.935	2805781.46	3619791.956	3479388.962	3432695.963	3845775.671	2881046.785	3356340.139	4048374.768	3461652.705	3708393.234	3158170.495
OT_ostta07g00510	25177.79918	20986.77495	23169.80617	15003.98938	25004.03329	35505.20598	41686.09378	34557.31028	38567.0618	39561.49491	38398.17633	38118.3368	21256.34259	32632.9034	22527.90093	26265.07392	40183.70776	33844.76565	26598.66374	35427.23363	30061.66698	30398.12208	24410.49659	23045.23301	24360.95639	26660.41818	26116.28439	33331.8962	39950.23843	36239.6696
OT_ostta02g01330	55085.70457	14491.32419	62563.66981	20909.34424	63405.4523	43993.73622	134462.2143	91895.27925	64094.33826	84438.26343	75139.28664	91088.97193	41836.0502	48387.64964	78359.18495	100335.9288	115150.0594	50753.32735	79896.7648	53316.18572	96120.57931	39878.77721	43640.1135	68076.03164	73883.96068	107060.2438	70774.34611	113437.5928	53230.65325	29126.78426
OT_ostta04g00300	238430.8728	246672.2534	195565.2735	206502.0341	204385.2641	230035.9007	311772.5412	255402.9594	228635.545	261614.2651	312262.2409	233574.2129	206446.1744	224687.5411	252099.902	236660.1665	283223.2604	299149.5546	240848.3598	253262.5188	280024.0165	232140.8042	242069.1583	269103.0909	231070.5188	236496.0924	255690.4666	224661.4271	250167.1779	205104.442
OT_ostta07g01160	2072695.267	1773916.275	2123878.467	1397432.424	1890986.696	2421117.846	2690170.275	2202549.858	1583437.837	2321182.304	2746110.848	1706375.869	1919683.787	1709041.416	1964832.846	2123067.167	2143127.971	2374758.015	2012492.172	1689085.119	2318862.238	2040778.267	2104391.111	2099627.686	1586908.085	2112916.923	1983134.861	1851812.63	2085411.884	1526244.939
OT_ostta08g04020	3053341.805	3225223.646	3103682.916	2936257.844	3179497.426	2922315.848	3621736.607	3707255.041	3317542.446	3543837.986	3736854.859	3640561.356	3298558.934	3114870.429	3428004.156	3358073.554	3941973.283	4155756.382	3522267.436	2766800.461	3565173.292	3126892.762	3456738.729	3298640.804	2973910.025	3413342.543	3712033.033	3070275.126	3321470.598	3550890.283
OT_ostta12g02830	188861.1126	177974.43	170173.0118	176699.6215	191633.0286	183522.1513	241574.9275	264188.136	220407.6266	273326.3484	256668.8755	185673.978	209425.0111	197450.1035	186681.8706	207285.8695	265321.2325	268089.435	198712.7021	190340.5302	237987.4494	176428.3878	217490.8762	302468.8844	158631.5682	209497.978	237523.5072	178518.7013	207486.1149	182568.1117
OT_ostta06g01650	9982066.446	9420091.146	9788179.681	8811153.55	10401511.25	10137807.23	12788027.56	12389147.13	9952197.901	11619140.03	11973329.47	10870356.72	10473420.71	9637005.349	11084671.7	10843292.68	11571855.12	12532852.22	9697455.903	9846232.191	10969651.12	9987434.379	10990243.13	12830531.99	9729887.723	10151578.33	11621364.64	9318848.728	10833588.42	11345454.67
OT_ostta03g05500	12669391.71	12786473.4	12496500.72	10947831.56	13219515.94	12761770.64	15519280	16162506.58	13769479.95	17125646.84	17587194.96	14134303.63	14278310.61	14216512.95	15634350.87	15852089.56	16847168.79	17770118.27	14523262.08	12468667.5	14514435.69	13418266.9	13767451.34	16693691.08	12930906.67	13254096.46	14381672.72	12983719.29	13642960.24	14239704.4
OT_ostta13g00360	515038.5603	520864.0384	508068.3174	473179.5375	555294.4897	542909.7209	779169.5261	668948.774	604637.6327	705356.1322	727434.1935	608691.1085	589771.9798	536689.8404	668650.2065	633265.4735	726458.766	735262.608	624159.6284	509022.1026	681445.2345	506781.9319	588182.173	730981.3391	485802.2308	622790.0913	658379.9168	585605.4169	611884.6576	542146.3049
OT_ostta13g01690	692551.7667	725551.0375	741717.7027	650558.6183	803866.4557	785302.1691	911404.9834	967518.1823	821466.5265	808326.2328	931520.5143	854739.2422	822147.7143	788034.4914	862029.4227	855726.74	850784.458	937455.3159	870851.5322	727243.3023	913848.4608	779041.9202	838403.6844	1014375.648	811075.3786	817996.7757	870385.9894	702827.988	891994.2251	761048.9266
OT_ostta01g03150	1925415.915	2130357.019	1925337.104	1709981.31	2266040.341	2248629.749	2440237.797	2612757.028	2358949.901	2911004.158	2746002.908	2155890.502	2335514.734	2447053.85	2447730.103	2138770.794	2191902.617	2616224.862	2278636.014	1990666.969	2541403.525	2121370.024	2133760.003	2989558.125	2050147.671	2172270.246	2309447.346	2161652.512	2320834.172	2241408.537
OT_ostta01g02390	2637782.172	2149850.669	2163994.974	2443960.176	2564207.748	2479227.133	2969715.269	2625244.483	2650404.703	2486253.073	3562221.278	2586878.682	3079583.062	2989591.434	3302345.605	2572049.71	3064580.865	2891954.275	2439636.828	2808890.96	2745662.039	2307602.42	2416341.796	2885192.97	2459444.357	2301045.748	2427062.709	2197208.553	2393677.598	2381639.153
OT_ostta01g00810	75197.78308	57994.4905	63270.83687	66801.34792	57601.73152	140216.5107	125832.6447	229970.0359	158940.1991	129051.0333	417026.6536	340800.4955	253959.3277	233524.0702	215857.0211	290123.9743	257565.5174	257935.5305	236543.927	186267.6252	169021.5067	147799.5225	138366.8994	182682.3216	130019.4775	119153.5179	163048.9027	79866.55719	115747.0684	107227.9308
OT_ostta05g04850	794680.965	703488.0329	744370.8952	728560.1108	729517.4899	1863500.008	2455581.848	2423206.859	2144448.273	2077769.075	3458998.59	2988914.925	3149911.727	2755843.8	3011436.106	2700878.946	3340932.657	3135991.771	3438575.809	2969821.017	1600337.687	1436414.825	1622996.598	1823095.165	1418836.753	919842.7805	1050428.302	888006.9917	1042643.678	917669.3021
OT_ostta03g04520	13344.96686	5612.739769	5497.46101	4147.487108	11213.83469	80379.72549	155877.4878	140898.6836	142061.0821	151246.3508	269837.5696	399942.1543	321542.809	252552.8187	284792.5008	181152.9776	211466.8085	176552.1836	123206.1839	109725.634	24353.07087	29360.65906	10976.4395	11971.13952	16195.04669	22161.1803	21669.22017	10231.31273	2889.105238	7128.767625
OT_ostta01g03190	1532254.759	1132098.906	1292926.211	1147719.95	1346452.14	1530006.172	1242008.255	1535495.565	2199832.467	2300340.823	2059841.086	1900266.112	1899607.047	2108309.459	1956673.741	1846579.098	1847723.652	1846812.706	1622706.98	1439195.59	1454056.536	2165262.54	1786405.754	2105651.016	1736584.86	1545324.593	1538398.924	1545934.335	1515999.877	1741704.665
OT_ostta16g00330	429647.8767	354036.056	246388.025	331488.4214	414577.894	672012.5976	778525.8086	450263.1294	542834.4168	788287.529	694496.9956	478864.3148	635783.7481	610084.8356	778414.7913	605928.0686	577351.3645	664023.811	347198.7923	439842.3222	417553.3047	499611.8779	467239.4408	676379.0767	426544.5559	350931.7609	390881.5089	507147.7227	447824.4808	416445.4623
OT_ostta15g02870	370699.332	396345.6441	379324.2766	363298.1143	387905.7541	597864.6737	636002.4788	667263.5773	530307.507	700975.8911	690213.9544	630844.899	621645.8896	644570.6449	605934.5052	604803.8157	541282.6017	713457.4443	539613.934	411982.3397	499819.9453	499578.4875	475436.8297	554963.7841	477496.502	500728.1245	452392.2702	489612.9195	508938.0496	475429.4391
OT_ostta09g00960	632715.0169	633193.0444	717124.0852	650981.915	707190.4823	819892.9351	849357.2349	890775.8707	861929.5168	1038616.059	987965.2916	1002852.722	937482.7983	972532.4879	1012154.748	775517.6664	818013.5517	1001807.742	878461.5477	726230.3961	724190.7748	696327.7081	807782.9115	878494.4889	687306.1714	684000.8635	717029.9532	644049.0907	760607.583	804231.3193
OT_ostta15g00390	167785.0573	208667.4392	153528.9544	136785.6036	168465.6782	360931.2293	333801.6483	462244.2247	352729.9369	246527.6301	262188.2856	310802.3989	315358.2168	286386.059	294685.0133	138677.5164	236733.0899	176523.424	207340.8006	172762.4925	148119.3942	122561.1628	151990.1988	143260.3596	148073.6268	146846.7186	145741.8419	140314.5659	112324.1616	85022.1477
OT_ostta07g04530	7965778.73	6808235.574	6783312.431	6681678.965	7213523.659	15229759.72	17309112.8	17011456.85	15559050.24	17297773.13	13545913.88	14259334.02	13167344.37	11258361.48	12400356.9	7497704.324	8384957.032	8249198.528	7957548.868	7578875.871	5451258.525	5566131.517	6470256.107	6521548.731	4637706.155	5738332.086	6165848.309	5494890.753	5310352.252	5284403.526
OT_ostta10g00920	622891.0748	571390.5908	479404.9025	466239.3763	518828.1519	1164614.071	1369920.52	1340907.577	1200375.154	1072803.11	1154322.747	1108212.879	1122867.562	896296.4052	969317.9973	649501.0764	604735.0167	720752.5092	532665.4692	426154.1851	433960.9385	378644.9207	357724.8888	438084.4976	299057.5147	402049.3657	510491.5127	380252.1279	379001.7147	462887.9268
OT_ostta07g03820	2718146.017	2956269.014	2523761.752	2501193.66	2913776.559	4194189.899	5335984.03	5069545.519	4449075.999	4966981.818	4347430.014	4315461.337	3905828.014	3864685.698	4361209.473	3257956.442	3823835.619	3829074.409	3200648.631	2928229.269	3041232.856	2719148.578	2796148.975	3211580.052	2752826.929	2871835.28	3024863.171	2537246.008	2753023.908	2611966.644
OT_ostta04g00090	1547930.156	1391074.846	1335693.492	1239105.986	1522179.777	2572467.692	2662361.093	2183132.504	2308175.323	2448682.524	2387575.575	2332740.67	2300907.031	1858802.856	2179938.631	1604132.37	1989822.977	1749450.285	1639035.745	1420954.234	1400896.854	1303245.242	1309704.15	1685767.472	1159323.103	1406308.412	1576370.957	1368449.786	1527232.026	1163347.15
OT_ostta04g04870	7748448.467	7949633.855	7656206.238	8038060.363	7823228.948	11236122.21	11552114.43	12829133.69	10111044.39	14040765.19	10683320.22	8935665.702	10117959.18	9308280.201	10201486.3	7500947.3	8292570.119	8425355.306	7259788.026	7774481.99	7387926.744	6159852.537	6802365.898	7563028.644	6254614.475	6547282.871	7609630.496	7075513.211	8093136.918	8154333.825
OT_ostta13g02170	2892.811778	11069.02275	10897.61185	9231.271451	5254.790676	35578.68151	76197.72799	76902.65055	79851.81676	115130.0613	22873.93455	58213.55792	21194.08861	30817.40217	37246.89112	11655.85152	18972.26787	18980.39121	7636.084844	10057.95134	3689.146368	3048.179185	2891.410214	2215.403743	4169.705833	203.8421342	3675.697835	3852.789424	3024.684733	11666.47713
OT_ostta04g02090	862031.6571	716828.1035	625567.95	636047.4578	792278.6814	1192230.37	1140762.405	1313902.302	1137878.619	1054648.33	1542043.463	1635423.521	1467376.153	1322247.403	1189753.556	944494.4389	1080230.325	1128422.258	1047795.992	805747.2755	765070.4328	646261.3041	659275.4739	732591.175	583989.398	737591.0118	837206.7635	600991.5525	662048.4036	645772.1878
OT_ostta15g02680	3218352.284	2976833.376	2091163.728	2339657.213	2564846.058	3521933.719	3321859.286	2977650.722	3085821.506	3484843.228	4393890.361	4086613.37	4521285.527	3367474.934	3560807.028	2961961.338	3527561.32	2963581.728	3252418.181	2743083.319	2656532.681	2365363.681	2670813.092	2773759.104	2166001.793	2580430.774	2785657.159	2119823.516	2703783.219	2051818.118
OT_ostta09g02010	482999.4351	424349.9048	410107.1928	362310.661	444698.7642	440282.9904	651437.4021	453263.2971	532951.61	676569.7236	657853.1418	523004.9323	526417.5255	491692.8879	518876.3286	461013.7307	474580.0842	487090.3846	405063.4126	353362.3028	271904.4813	279769.7636	227792.3152	299698.0004	252073.3186	323088.5302	328176.6322	296979.3104	317725.0153	316575.8838
OT_ostta10g00930	3933809.146	3876432.884	3380617.551	3516655.86	3860569.555	4062664.46	4959737.523	3900106.548	3693992.498	4968492.067	4978356.993	3802403.426	4263044.836	3921830.56	4460489.929	3982985.313	3999821.667	3955681.974	4156409.412	3529173.036	3770186.465	3435905.799	3352302.277	3929107.363	3156395.738	3480342.139	3825580.754	3217242.219	3855564.733	3295216.864
OT_ostta03g03160	604693.8098	649528.2739	666266.3221	636043.6815	784092.0287	737988.1782	905595.7377	916125.0516	879655.3446	715225.751	867153.019	845390.722	942528.4948	951116.7787	871941.8188	670223.9608	906666.2732	897327.2766	976578.8671	823082.5427	763304.1046	534382.3947	739545.4938	878629.7751	748097.4848	687289.6909	639158.5381	628100.1834	880794.5001	454894.3556
OT_ostta18g00940	354382.9746	380444.7616	432859.1175	446733.0966	460063.2731	774988.3636	922551.2777	737080.2473	775944.1842	538041.4931	870479.9715	720589.9581	662182.9685	724768.4891	750581.8151	570754.7134	683979.6936	697055.1451	674006.9977	609492.0074	444811.3076	490461.9526	558965.7394	565462.2385	398738.5346	477308.5787	558115.1213	448972.6855	551848.6777	269502.3458
OT_ostta12g01220	411922.3267	477600.2899	381296.7763	440439.1785	402230.3953	504024.0776	624632.7679	548754.0457	502640.5847	422277.9285	566970.3467	509650.0144	491248.0361	514429.3744	478725.2405	563545.3062	546679.8598	691581.7496	542915.8265	461086.758	348235.9949	486088.6298	420557.8016	428243.1476	389374.0747	422977.1797	413090.4212	402168.6209	501817.0492	254106.7019
OT_ostta16g00220	547736.6451	568964.5286	620310.4862	507510.8498	472251.7928	600174.7594	642602.1823	778542.6367	551297.6021	662851.956	753585.2996	636714.3905	715426.6373	468049.6663	604893.6916	379323.3911	699993.2898	421499.7021	649833.8969	517485.8559	492707.6252	465565.8334	483942.7003	495077.7598	437994.0035	567211.0589	541762.7977	468933.5625	586275.156	467011.5337
OT_ostta07g01740	1361356.942	1403715.946	1546661.098	1203778.496	1330180.428	1348966.923	1509799.234	1355589.298	1267197.4	1524747.042	1802293.926	1731197.664	1753313.718	1424359.237	1404644.954	1392172.758	1600892.438	1370124.506	1666019.416	1484077.537	1599680.66	1256149.892	1415505.118	1411076.329	1310542.594	1281627.669	1469059.961	1167157.473	1477598.117	1257478.479
OT_ostta05g04570	215616.9459	159901.8436	218608.5571	281710.3295	241926.4839	176989.6267	366570.152	235616.7168	242526.9156	227338.5885	247219.418	277949.3356	279801.0385	270789.4888	324459.2845	176620.8169	417540.6063	237993.044	296179.1644	247327.9367	238880.9079	216668.1702	266631.0166	248288.1636	237702.5642	185182.6988	237798.5371	167903.0651	166012.5451	171044.1491
OT_ostta17g00100	196302.3115	244012.8335	231624.8402	180499.0041	240842.204	275683.9843	408755.1232	284953.2815	313998.2451	272190.8667	376530.8794	237623.8515	290093.9504	277119.0486	301382.2386	225994.7478	408199.2164	196385.9111	395613.95	319013.6531	281219.3774	260641.4342	257354.1548	257182.3569	257331.2898	209821.1093	265876.7656	281456.1557	277272.4452	204312.8836
OT_ostta04g01270	478553.7014	678053.9678	626554.9822	439101.3985	576033.0551	526176.3785	888836.0615	561089.0721	631434.0882	810010.5635	653269.9092	601676.6348	604825.4029	632869.0554	639352.3266	514974.8756	541228.8239	660630.21	621988.1064	494012.5281	515947.7464	390459.3114	538011.8695	556071.1831	475844.3542	575198.475	542268.2223	551033.8831	631445.7371	440139.9382
OT_ostta07g00050	2205346.203	2146173.19	2248986.774	1899053.125	1943138.589	2243293.602	2456146.202	2148573.168	2272196.831	2838087.491	2166415.734	2256619.264	2419532.833	2040524.778	2209615.709	1939735.678	2187872.248	2120196.773	2215785.98	1946893.375	2197896.941	2047216.01	2053944.267	2327183.101	1738184.152	1981633.808	2032824.287	1918993.81	2291220.712	2131748.447
OT_ostta14g00110	2446602.679	2409988.144	2559734.315	2411164.117	2650922.931	2562491.147	3067003.398	2762282.939	3144842.191	3386525.675	3082727.302	3277556.133	3229767.04	2788113.351	3012337.057	2727556.344	2785384.085	2923372.781	2695096.514	2420553.239	2536463.446	2632503.96	2646559.197	2953965.673	2378197.014	2670843.605	2952922.774	2752486.731	2705191.735	2894735.737
OT_ostta14g01520	12755798.72	12517220.25	13702331.19	12049918.23	13156360	14084447.23	16671959.93	13941027.32	14542116.72	17878805.17	15309022.29	14523487.79	15033955.75	13260316.8	16075312.02	14394531.06	15671072.04	12932706.16	14147718.49	12704045.75	14155056.36	12362986.48	12881915.92	15188170.27	12083554.25	13107517.32	14756248.13	13495302.67	14844281.55	15827969.24
OT_ostta08g01890	2966592.673	3058771.142	2279538.868	2568617.324	2901839.561	3543621.568	4924362.378	3982947.456	3384404.293	4733875.911	3914108.092	3622368.24	4160010.324	3583276.201	4046056.484	3108007.662	3390486.839	3444817.83	2690912.132	2674621.887	2899646.237	2673636.11	3071746.974	3105557.555	2415627.042	2681121.702	3249936.537	2538423.563	2693600.621	3347844.547
OT_ostta04g03510	683771.5094	650919.1225	586243.6168	522517.8478	693602.0247	822668.9136	872875.6556	681328.3441	695014.5562	899624.9997	806203.1347	741410.1046	806951.0501	708774.5656	844816.8118	705475.716	775104.5976	730918.3641	625870.1811	572694.8352	657369.4963	584206.9443	618227.7029	707321.7157	601152.2342	645603.8598	743378.8057	540245.0114	652234.167	780447.936
OT_ostta16g01670	1863959.648	2060047.224	1943827.218	1857392.912	1980115.921	2243909.532	2794593.38	2178283.342	2781701.298	3267972.884	2712074.787	2405531.507	2215144.286	2155763.848	2170501.921	2013424.324	2245822.389	2393314.002	2143996.134	1796343.688	2063309.655	2066923.668	1704534.023	2398013.575	1875042.741	1994654.611	2032174.124	1766343.77	2039826.185	2155520.92
OT_ostta08g02440	289235.5885	261396.104	279373.2953	256024.0162	299173.555	298348.2587	336916.1932	327143.4508	327501.2885	377050.9632	378782.7308	328671.2875	329623.5657	298919.3109	342655.1213	272424.4387	356586.0949	370740.4929	293460.028	247171.4179	304233.8584	271420.613	256300.545	310683.4806	240286.5636	286265.3638	335229.3586	234559.9593	294634.1199	334736.2342
