MGI.ID	pval.protein	pval.mRNA
MGI:1929253	0.743436725	0.003361499
MGI:95753	0.175413676	0.001443932
MGI:95739	0.681486949	0.000410572
MGI:2147502	0.660937476	0.03275101
MGI:2444085	0.807514307	9.66e-05
MGI:1921272	0.227825237	0.093054846
MGI:5141890	0.001715778	0.027383681
MGI:95762	0.000128128	0.319003946
MGI:3646434	0.58898628	0.068642507
MGI:3643291	0.084614193	0.478474425
MGI:3648656	0.651646889	0.78592081
MGI:3779498	0.679268236	0.341663375
MGI:3648545	0.280983266	0.048310024
MGI:1891112	0.47471365	0.018460819
MGI:1927133	0.667133423	1.46e-05
MGI:1916330	0.639785393	0.289501813
MGI:2660880	0.840895861	0.016657006
MGI:1913605	0.210444627	0.368484399
MGI:1917903	0.832307523	0.000768406
MGI:2448526	0.00595555	0.001004376
MGI:95766	0.797620084	0.014970813
MGI:95768	0.517296108	1.75e-05
MGI:95772	0.422846594	0.08869987
MGI:95773	0.409191257	0.000358397
MGI:95776	0.32553565	0.035845765
MGI:95777	0.510520658	0.220446654
MGI:95781	0.758997513	0.000662295
MGI:95784	0.024993549	0.133254934
MGI:1354951	0.048463404	6.51e-07
MGI:1925616	0.709853654	0.051907364
MGI:95764	0.966710647	0.009731692
MGI:2385207	0.821210297	0.00173241
MGI:1353651	0.817978132	0.004589853
MGI:1202304	0.946351321	0.256614353
MGI:1343460	0.51827921	0.530482538
MGI:1347054	0.544020268	0.014853618
MGI:1858963	0.245942346	0.000267181
MGI:1922862	0.00219078	2.49e-05
MGI:1924149	0.115169198	0.033788472
MGI:2139395	0.499206158	0.136459585
MGI:96958	0.493350342	0.091038498
MGI:1859646	0.579470208	0.075714807
MGI:1351475	0.568883001	0.000313925
MGI:1099447	0.001234442	0.001344429
MGI:1920374	0.125175152	0.00351207
MGI:1917329	0.138849637	0.466165698
MGI:1913879	0.335650722	0.036583696
MGI:2149946	0.923192697	0.214100372
MGI:2135962	0.749652138	0.029698731
MGI:1927204	0.131666233	0.0005482
MGI:95791	0.631484546	0.023782678
MGI:95792	0.202408405	0.117374277
MGI:1202392	0.451888583	0.005729702
MGI:109162	0.184380529	0.022232945
MGI:104898	3.2e-06	6.01e-08
MGI:95679	0.171081052	0.041822007
MGI:1289257	0.846306963	2.2e-06
MGI:99778	0.829752454	0.000177932
MGI:109602	0.273761993	0.00012853
MGI:1859610	0.633096489	0.120209098
MGI:106604	0.363533395	0.552319616
MGI:1921504	0.525096619	1.7e-05
MGI:1915776	0.975494082	0.002234663
MGI:1917605	0.558257752	5.82e-06
MGI:1924785	0.876259097	0.035042316
MGI:2384801	0.698029741	0.050369092
MGI:95802	0.486739663	0.003460292
MGI:1915391	0.016746097	4.29e-06
MGI:104887	0.16249441	0.035202627
MGI:105102	0.059526029	0.3107315
MGI:104767	0.704756264	0.000696906
MGI:1914555	0.776719069	1.75e-05
MGI:1914815	0.587722628	0.003331222
MGI:95805	0.069990441	2.97e-06
MGI:102683	0.260463536	0.137612767
MGI:1315201	0.202166955	0.009400201
MGI:1923488	0.721782454	2.44e-06
MGI:1859616	0.67989249	0.03342484
MGI:95832	0.052533796	7.82e-05
MGI:1334417	0.380178171	0.00032615
MGI:1334416	0.812570753	3.17e-05
MGI:106479	0.766129764	3.74e-07
MGI:95851	0.004672366	0.229723044
MGI:1316728	0.87898126	0.002642219
MGI:95804	0.871781109	0.38930892
MGI:95852	0.633058577	0.000512823
MGI:95856	0.917781963	6.64e-07
MGI:1309515	0.06785918	0.050452692
MGI:1923513	0.052789915	0.207514239
MGI:95860	0.857656701	0.00292808
MGI:95861	0.604070613	0.598270474
MGI:106026	0.150513177	0.028595286
MGI:95862	0.993990288	0.679028039
MGI:1309466	0.202120584	0.506520378
MGI:1309467	0.021801006	0.139664285
MGI:1915562	0.313366091	0.023990769
MGI:1342273	0.716814864	0.346132874
MGI:107379	0.977916935	0.412286484
MGI:106188	0.335167154	1.8e-07
MGI:2143526	0.585322177	0.183756963
MGI:1341859	0.492483906	0.22538544
MGI:1923848	0.13604785	0.001501084
MGI:1915955	0.99775465	0.189980805
MGI:1202722	0.254797056	0.001521954
MGI:107887	0.488612528	0.030559864
MGI:2138383	0.430957638	0.187597614
MGI:2138937	0.174812289	0.635489293
MGI:109443	0.36582604	0.514210659
MGI:2140726	0.500706601	0.017900667
MGI:95871	0.995792685	0.000417745
MGI:1353434	0.074519547	0.09523739
MGI:95872	0.211803224	0.001330345
MGI:2385254	0.806577843	2.31e-08
MGI:95893	0.126389635	7.26e-05
MGI:103070	0.858312561	0.318260585
MGI:95896	0.381444317	7.66e-06
MGI:95904	0.899009222	4.23e-05
MGI:95929	0.04707548	0.918581441
MGI:95935	0.082636761	6.99e-05
MGI:1349392	0.538309174	0.017722555
MGI:3037658	0.183974309	0.483173696
MGI:3650546	0.770692959	0.015604354
MGI:2140356	0.837011696	3.81e-08
MGI:1349444	0.687909931	0.435009572
MGI:1196378	0.597052809	0.349902532
MGI:1891713	0.277053539	0.014080243
MGI:1929657	0.009853522	1.98e-07
MGI:96009	0.420300385	0.000200394
MGI:2135593	0.156752654	0.705893414
MGI:2136381	0.117403844	3.53e-06
MGI:95745	0.901738917	0.035800451
MGI:96010	0.431135448	1.17e-05
MGI:1933533	0.025997801	0.17950842
MGI:96011	0.061698023	0.027835607
MGI:108087	0.010569573	0.006441632
MGI:1918041	0.305396948	0.002192158
MGI:2159682	0.376363028	0.056689455
MGI:1346319	0.229889239	0.037196774
MGI:96027	0.088844791	0.439833924
MGI:1891704	0.992937927	5.81e-06
MGI:105942	0.528695883	0.022220163
MGI:104568	0.719369399	0.026811597
MGI:2158340	0.359556675	0.094216486
MGI:1333752	0.528324132	0.032954649
MGI:1194494	0.070539498	0.002134858
MGI:1924237	0.849930983	0.035365301
MGI:1919998	0.105273461	3.77e-06
MGI:99256	0.742152943	0.214722526
MGI:2444491	0.767461035	0.002048135
MGI:1333880	0.000109699	0.31597595
MGI:2384768	0.370471913	0.004326471
MGI:1923858	0.554244894	0.000734269
MGI:2152895	0.788149518	0.418750883
MGI:2384589	0.177198641	0.000485685
MGI:1914595	0.469484618	0.000115741
MGI:96073	0.006323962	0.035280248
MGI:96074	0.364356784	0.16709372
MGI:2385923	0.185688889	0.000478594
MGI:109191	0.952099737	3.79e-05
MGI:96078	0.31647689	0.051299076
MGI:1859281	0.361823416	0.378200702
MGI:104681	0.344190857	0.149456092
MGI:1889802	0.463272859	0.000207628
MGI:1923792	0.173714381	0.001022702
MGI:1321133	0.147772451	0.000199779
MGI:1916167	0.87295255	0.416120559
MGI:1914097	0.17181574	3.79e-05
MGI:1352504	0.283165294	0.002198144
MGI:1931526	0.109910118	4.17e-06
MGI:107502	0.127108087	0.554490956
MGI:1931527	0.056687551	0.000424078
MGI:2668828	0.484189634	7.67e-08
MGI:2448319	0.266133208	3.85e-08
MGI:2448419	0.179198065	1.53e-05
MGI:2670962	0.862713306	0.000370617
MGI:1196437	0.056852726	0.03510792
MGI:96112	0.293343378	0.062596567
MGI:96160	0.410393273	0.000373804
MGI:101761	0.214822408	0.195671547
MGI:96157	0.371981816	0.007411408
MGI:96158	0.456874318	1.45e-05
MGI:107592	0.372673007	0.000215022
MGI:101939	0.309106277	1.1e-05
MGI:1355295	0.505833995	0.331870883
MGI:96163	0.008627647	0.001234988
MGI:109373	0.054509598	0.014466903
MGI:98504	0.515539058	0.049608362
MGI:109128	0.055756205	0.011988325
MGI:2153181	0.697603075	5.56e-05
MGI:1924384	0.591072349	0.010396952
MGI:104820	0.333986728	0.059888946
MGI:104819	0.440420666	0.655308772
MGI:1917171	0.567316096	0.227303238
MGI:1330294	0.019948841	0.000409378
MGI:107795	0.454769193	1.87e-05
MGI:101947	0.04883554	0.000230179
MGI:2138741	0.330926148	0.046947094
MGI:1891925	0.788903779	0.117390405
MGI:1201779	0.033144203	0.737836889
MGI:104816	0.028501318	4.34e-05
MGI:1926465	0.601614228	0.292028661
MGI:1891692	0.77162036	0.05874823
MGI:1858195	0.070901211	0.000251588
MGI:2443517	0.43460088	0.008472425
MGI:1915943	0.891120833	0.000181023
MGI:1914682	0.390003564	5.52e-08
MGI:1347354	0.132227018	3.12e-12
MGI:1925213	0.319606435	4.71e-05
MGI:2181664	0.438413855	4.13e-05
MGI:2443554	0.240015378	0.001144334
MGI:1916782	0.293465289	0.002926165
MGI:96211	0.095641533	0.000532914
MGI:109369	0.830728906	0.000922082
MGI:1855689	0.88367381	0.000543456
MGI:96213	0.283676669	0.003559724
MGI:108085	0.65490681	0.000494999
MGI:105112	0.054013646	0.000424604
MGI:2146636	0.002440048	0.331784665
MGI:1913224	0.975919027	0.002925563
MGI:2141135	0.222903371	0.000244858
MGI:103562	0.60443229	0.367409629
MGI:1333871	0.817719982	0.605303505
MGI:2149821	0.146844653	0.007920745
MGI:1926967	0.043048567	0.107483744
MGI:2140804	0.003740195	0.094424327
MGI:1096386	0.092752401	2.6e-08
MGI:105089	0.068037932	0.065958104
MGI:1351670	0.091706311	0.009410517
MGI:1330808	0.356596556	0.159476879
MGI:96234	0.53799473	0.000255002
MGI:96235	0.937631085	5.78e-07
MGI:104645	0.689201232	4.22e-08
MGI:2141879	0.07153004	1.58e-11
MGI:1919729	0.026721882	0.114141504
MGI:96250	0.085930336	1.28e-05
MGI:96247	0.022126132	1.6e-07
MGI:98817	0.153197896	0.083136053
MGI:1919880	0.742697263	0.126981557
MGI:1309463	0.175487304	0.093988945
MGI:1354164	0.865607842	0.029966537
MGI:1342292	0.920306842	8.6e-07
MGI:107422	0.388134608	4.34e-05
MGI:95835	0.199377154	6.51e-06
MGI:105384	0.010694679	1.48e-05
MGI:96245	0.63696712	0.000160107
MGI:2135756	0.697281546	6.13e-05
MGI:1913495	0.579022715	0.089157892
MGI:96242	0.431232448	0.378392162
MGI:104680	0.49961777	1.43e-07
MGI:96257	0.277265172	0.452847717
MGI:105053	0.123277355	2.99e-05
MGI:1859271	0.001770354	0.054139063
MGI:1919709	0.730234811	0.000624676
MGI:1928676	0.545961359	0.244585647
MGI:96067	0.703517604	0.056660696
MGI:1926884	0.811053705	0.034591189
MGI:108030	0.112356422	0.000292577
MGI:1914982	0.652511761	0.324309385
MGI:2145219	0.028589998	0.007870493
MGI:1919586	0.576628386	0.000106457
MGI:1918677	0.899255608	0.134064251
MGI:96412	0.731749241	0.056328023
MGI:96413	0.436144173	0.001188323
MGI:96414	0.605055602	0.006131528
MGI:1915084	0.08785531	0.000107047
MGI:2158650	0.330897016	1.27e-05
MGI:1099463	0.22328727	1.87e-05
MGI:2442264	0.068873841	0.809993176
MGI:1922981	0.955209945	0.02440295
MGI:2142489	0.520958456	0.000700831
MGI:96429	0.967893357	3.41e-05
MGI:1916390	0.805983497	0.006947552
MGI:2137648	0.427358821	0.000143443
MGI:1917360	0.276609827	0.001562961
MGI:99448	0.612753606	0.000147649
	0.612753606	0.000147649
MGI:1918836	0.075969706	0.320153826
MGI:99450	0.230845864	0.020278275
MGI:99449	0.936535069	0.0004976
MGI:1101055	0.352887255	0.004328124
MGI:1913391	0.117328029	0.00108191
MGI:1346500	0.117820844	0.01081885
MGI:96432	0.08548322	0.142529486
MGI:1890358	0.816047038	0.176481653
MGI:1890359	0.385792064	0.073158959
MGI:96435	0.131773551	0.000242728
MGI:96437	0.505227009	0.000179967
MGI:1352480	0.001523386	0.196852686
MGI:96446	0.075181932	0.110356994
MGI:96495	0.598450651	0.739449304
MGI:107729	0.59709485	0.008068123
MGI:1926259	0.849086494	0.936494462
MGI:1345142	0.015113257	0.103321708
MGI:1338071	0.120210878	0.056344542
MGI:1338074	0.699434278	0.062412766
MGI:1270855	0.484904044	0.009587667
MGI:104975	0.186098834	0.010545851
MGI:96547	0.871890059	0.111151078
MGI:96560	0.009746906	7.1e-05
MGI:1915031	0.605787257	0.012819621
MGI:1339973	0.863831352	0.125828858
MGI:1195267	0.677912313	0.54136164
MGI:1914694	0.543629467	0.835935954
MGI:1351911	0.129479513	0.001397924
MGI:1923864	0.626759031	0.006644807
MGI:1933158	0.00845186	0.080658165
MGI:2149728	0.110876852	0.007618889
MGI:96567	0.293234	0.700749812
MGI:109367	0.003116086	0.00132327
MGI:1917685	0.983571512	0.343363538
MGI:102963	0.415536854	7.28e-05
MGI:1917270	0.853355731	0.411617118
MGI:104848	0.330453011	0.003893692
MGI:103257	0.676685703	0.865565693
MGI:2141867	0.551961557	0.017626742
MGI:1333787	0.777149174	0.025015828
MGI:1917942	0.498829748	2.98e-05
MGI:96575	0.765176321	0.007345953
MGI:1915760	0.334405433	0.025635481
MGI:2140050	0.622666923	0.009893186
MGI:1917164	0.6916887	0.52851977
MGI:1202397	0.384920209	0.015354513
MGI:1924315	0.971578522	0.066969245
MGI:1098533	0.827016781	0.029537044
MGI:2442377	0.779537357	0.075691783
MGI:1923001	0.867048945	0.009054005
MGI:1917822	0.883149812	2.73e-09
MGI:2152414	0.780923823	0.015592711
MGI:1918944	0.369191677	0.004158876
MGI:1352757	0.609015453	0.000944343
MGI:2449975	0.169801907	0.007146555
MGI:3028642	0.948608997	0.153061788
MGI:2443921	1.84e-05	0.025062248
MGI:1859179	0.732639114	0.001761129
MGI:1350924	0.000272725	0.003566101
MGI:1859211	0.625164958	6.52e-06
MGI:107567	0.922186671	0.001063753
MGI:1926262	0.819675995	0.117867343
MGI:2667176	0.429231029	5.76e-05
MGI:99454	0.504302345	0.00467946
MGI:1916296	0.727541094	0.001067901
MGI:1921566	0.638936749	0.311127898
MGI:1913633	0.901547141	0.257820655
MGI:1855694	0.227050777	0.002344205
MGI:1913557	0.66736675	0.06981747
MGI:1914691	0.415667015	0.023926775
MGI:1923310	0.325228553	0.086253922
MGI:1919030	0.719111356	0.019423814
MGI:106419	0.103705965	0.175406878
MGI:96599	0.82777482	0.39468104
MGI:96601	0.486480509	0.568877436
MGI:96602	0.897507869	0.082192428
MGI:96604	0.123692448	0.013036663
MGI:96606	0.697060893	0.014492119
MGI:96608	0.908279243	0.042012938
MGI:96610	0.851074017	0.003210451
MGI:96612	0.051355164	0.102247581
MGI:96614	0.088401191	4.94e-05
MGI:96618	0.869273672	7.96e-06
MGI:96619	0.265996829	0.067588531
MGI:96620	0.462831562	0.098654895
MGI:109536	0.145194386	0.034168911
MGI:1309517	0.174433407	0.239689707
MGI:96622	0.067668187	0.001172999
MGI:1338069	0.070601665	5.62e-06
MGI:1338049	0.07018449	0.033679231
MGI:1929242	0.233366486	0.005899753
MGI:2152389	0.304881627	1.97e-06
MGI:1917587	0.819915175	0.034920108
MGI:96628	0.202493615	0.05317558
MGI:1913096	0.046235321	0.008548858
MGI:96650	0.029635133	0.321533484
MGI:2685385	0.000698184	0.000669436
MGI:2147707	0.251865621	0.013228073
MGI:2384568	0.299893492	0.544470097
MGI:1934754	0.686635874	0.327683683
MGI:2145823	0.83965114	0.521970642
MGI:1914239	0.282069037	0.056143599
MGI:1923765	0.868801141	0.016326564
MGI:1923356	0.139687634	0.022978371
MGI:96683	0.827007868	0.195565734
MGI:1928492	0.057262947	0.079718325
MGI:893579	0.760261154	0.015610856
MGI:1096353	0.388830008	0.085796485
MGI:2451333	0.379870299	5.69e-05
MGI:1336214	0.236727322	0.745130207
MGI:1924730	0.365031472	0.063024236
MGI:1098265	0.320354048	0.00769123
MGI:1098229	0.740256491	0.017833848
MGI:108426	0.514810959	9.07e-06
MGI:1098260	0.132381543	0.000740226
MGI:109188	0.979961544	0.000206375
MGI:1098268	0.357748933	0.020873606
MGI:96677	0.806508004	0.048923905
MGI:107978	0.636632085	0.105815789
MGI:1922014	0.35022747	1.66e-05
MGI:102849	0.346365415	8e-08
MGI:2138151	0.552735134	0.044271686
MGI:1097705	0.100036383	0.172098662
MGI:103560	0.947873788	0.001818949
MGI:103561	0.193218311	1.05e-05
MGI:1100863	0.875816563	0.067786346
MGI:1100848	0.303459932	0.000841319
MGI:1100836	0.707139401	0.070381839
MGI:107532	0.563389652	5.8e-08
MGI:96698	0.676751351	0.28750094
MGI:96692	0.218194625	0.042563833
MGI:96693	0.033800634	0.004411867
MGI:2146034	0.216187101	0.061298689
MGI:96705	0.110215632	0.021783094
MGI:1923547	0.172410544	0.005924835
MGI:109153	0.356326573	0.001773349
MGI:1918039	0.025749859	1.42e-08
MGI:2384968	0.291111088	3.57e-06
MGI:1933395	0.954904591	0.001735836
MGI:2442551	0.004604294	0.053015249
MGI:109343	0.92022895	0.003618196
MGI:96745	0.557682674	0.195648096
MGI:96748	0.265537268	0.001433807
MGI:1913758	0.916913091	0.000161864
MGI:1932697	0.069205871	0.073955577
MGI:1929467	0.75433618	0.013187854
MGI:1336997	0.1236403	0.049168836
MGI:1919085	0.49414416	0.001777831
MGI:1914238	0.108854128	0.022884846
MGI:1890165	0.86487278	1.01e-07
MGI:1914604	0.75775743	0.000294801
MGI:2443114	0.98192777	0.016657407
MGI:106330	0.346879206	0.000587839
MGI:1913808	0.639721808	0.824898199
MGI:2142973	0.049427872	0.090206123
MGI:109656	0.435596805	5.66e-08
MGI:104808	0.511302258	0.22973106
MGI:96759	0.452593692	0.000111909
MGI:96763	0.547363367	0.045583164
MGI:106428	0.615861791	0.031636174
MGI:96765	0.797852481	0.034750292
MGI:2140175	0.509817727	0.583300494
MGI:1932557	0.343991083	0.053944665
MGI:1915864	0.36190231	0.017740561
MGI:96777	0.973263154	0.36727838
MGI:96778	0.990222331	0.001006661
MGI:99554	0.0003918	0.000276976
MGI:1928481	0.340089873	0.539469922
MGI:109496	0.90174555	0.074790733
MGI:1330838	0.34800468	0.112253811
MGI:1923679	0.395691072	0.004791005
MGI:1934604	0.411187972	0.072375646
MGI:96788	0.218423604	0.012627631
MGI:109152	0.105107493	0.075153678
MGI:1920992	0.705468862	0.032942482
MGI:1352502	0.349157931	0.193602582
MGI:1915053	0.024710988	2.42e-06
MGI:1919949	0.147422308	0.056141089
MGI:1195263	0.998470251	0.071869381
MGI:2385067	0.108251901	0.018299583
MGI:2135609	0.799474614	0.311522972
MGI:96789	0.222373362	0.016284938
MGI:96790	0.523719135	0.095294936
MGI:3645211	0.547703831	0.08687678
MGI:1914414	0.882327729	0.002808132
MGI:1918843	0.52650234	0.001740924
MGI:1913475	0.321658428	7.97e-05
MGI:1917611	0.050324608	2.61e-05
MGI:1914140	0.134946243	0.03751364
MGI:1923733	0.582614044	0.039378443
MGI:96794	0.151069781	0.024540713
MGI:96795	0.502103954	0.296511838
MGI:96796	0.281363403	0.001116403
MGI:1353586	0.402884759	4.04e-06
MGI:2387123	0.0599772	0.001211304
MGI:1921392	0.22448451	0.626884065
MGI:1914137	0.012880539	5.36e-10
MGI:1315211	0.832640642	0.049696124
MGI:2446186	0.069902909	0.00590609
MGI:1891340	0.000642367	1.69e-09
MGI:1891341	0.217620373	9.6e-10
MGI:2441849	0.062012577	7.2e-05
MGI:1933162	0.920654396	0.009774042
MGI:96828	0.034644628	0.008692584
MGI:96829	0.25423771	4.82e-05
MGI:1919666	0.636123913	4.8e-06
MGI:1914394	0.289637102	0.002130356
MGI:2441984	0.512180618	5.33e-05
MGI:1920196	0.349191346	0.069384632
MGI:1913856	0.594802246	0.003054037
MGI:2138133	0.060561661	0.015193985
MGI:1342770	0.552066116	0.723555059
MGI:1918518	0.561277054	0.000148852
MGI:1919592	0.270249706	0.184274836
MGI:3040677	0.606564047	0.024437184
MGI:90676	0.207128267	0.547238506
MGI:1354692	0.077708174	0.017929668
MGI:1925901	0.184595371	0.001644273
MGI:1927471	0.703310806	0.023464982
MGI:1336155	0.774682769	0.004042174
MGI:96836	0.016991552	0.191919483
MGI:1321395	0.77289576	0.333502461
MGI:96837	0.627445057	0.121471418
MGI:1926163	0.238633292	3.03e-06
MGI:2447810	0.682990634	0.469968892
MGI:1914228	0.175569415	0.00011353
MGI:2183260	0.008661183	0.00037371
MGI:1914934	0.324539135	0.063798042
MGI:109347	0.004830245	0.012921901
MGI:107629	0.194712919	0.729268622
MGI:107633	0.802374486	0.612650359
MGI:107470	0.127493429	9.71e-05
MGI:96892	0.977727085	0.018907856
MGI:1344588	0.7165663	0.026045059
MGI:1347000	0.752945684	0.014937054
MGI:2385115	0.74248001	0.812427843
MGI:2683538	0.843643643	0.018210832
MGI:2136348	0.136122682	0.018383846
MGI:1916401	0.495429783	0.162354282
MGI:1934860	0.217887689	0.000755377
MGI:96904	0.955665586	0.454780824
MGI:108559	0.641448808	0.000299101
MGI:2147583	0.119743484	0.079749274
MGI:1341857	0.954624926	0.076235985
MGI:1891748	0.768243313	0.053290212
MGI:1930187	0.502774619	0.161456335
MGI:1203522	0.234313407	5.58e-07
MGI:1859644	0.06988445	0.025702407
MGI:1914325	0.693098328	0.051918783
MGI:2684954	0.499429643	0.115253305
MGI:104669	0.002906414	1.11e-05
MGI:107286	0.071973795	0.002562161
MGI:1195262	0.123558537	0.16076518
MGI:1920994	0.063150673	0.008855341
MGI:88175	0.704129975	0.002209167
MGI:1922090	0.165466433	0.00143879
MGI:96915	0.041064218	0.002882018
MGI:96916	0.132948825	0.022604397
MGI:97175	0.269455127	0.055878958
MGI:1346866	0.318844873	0.022898217
MGI:1346867	0.671781862	0.110734052
MGI:1346868	0.999443418	8.14e-07
MGI:1346876	0.148617964	5.5e-05
MGI:1346877	0.706240443	0.000306789
MGI:1346858	0.877476254	0.001711618
MGI:1346865	0.359397553	7.24e-05
MGI:1346859	0.159263996	0.000775463
MGI:1346861	0.674947255	3.21e-05
MGI:1346862	0.182759911	0.008766399
MGI:109298	0.317292256	0.031607813
MGI:891995	0.646564256	0.00160317
MGI:2140967	0.822773554	0.381219702
MGI:96907	0.234820998	0.001364787
MGI:97143	0.606804803	0.00037989
MGI:99638	0.220327416	0.117775048
MGI:1345633	0.119071159	0.464406288
MGI:88492	0.124366387	0.000429106
MGI:88017	0.27435561	0.001872608
MGI:2443731	0.134052387	0.000983476
MGI:1913667	0.003187916	7.44e-05
MGI:1298379	0.030450114	0.004593149
MGI:2444773	0.474456358	0.004319101
MGI:1333812	0.867032597	0.005401386
MGI:96924	0.712237601	0.001943476
MGI:1928482	0.022253175	0.002900823
MGI:2145597	0.032685503	4.71e-06
MGI:2388651	0.628665596	0.037638763
MGI:96930	0.319765945	0.014711289
MGI:1919289	0.265246479	0.009169363
MGI:1925288	0.058724859	2.94e-06
MGI:1920974	0.576719461	0.317542824
MGI:2183439	0.046721406	1.86e-05
MGI:1890498	0.479098915	6.49e-07
MGI:1916245	0.086753959	0.013413971
MGI:3026965	0.571312967	6.2e-10
MGI:97051	0.859663554	0.009433748
MGI:97050	0.39647419	0.000229383
MGI:96951	0.771601914	0.099319623
MGI:1915131	0.085551513	0.031852958
MGI:97043	0.034540708	0.010139562
MGI:99918	0.363899915	0.051458944
MGI:1349441	0.91242693	0.077456706
MGI:1914234	0.545596379	0.014036145
MGI:1344385	0.492331392	0.024944716
MGI:1924140	0.369730917	0.000146843
MGI:96969	0.718490181	0.002846156
MGI:1922874	0.985171769	0.001452277
MGI:1913809	0.103351873	0.201266666
MGI:1929701	0.56851526	0.00491863
MGI:1339986	0.429302807	0.004569494
MGI:1289171	0.682094481	0.057657175
MGI:1918914	0.00879353	0.040271551
MGI:1914862	0.004263224	0.086231927
MGI:1342276	0.007695219	0.504970369
MGI:1922984	0.409941936	0.000555539
MGI:1914664	0.106789842	2.78e-09
MGI:2442230	0.802408068	0.023235722
MGI:1922925	0.969063144	0.478427365
MGI:1203495	0.034116214	0.102221509
MGI:96973	0.026803307	0.01878393
MGI:1346042	0.931071356	2.2e-05
MGI:96977	0.268987829	0.783254471
MGI:2447670	0.540098052	0.001106562
MGI:1913850	0.184310724	0.019088662
MGI:2443183	0.338649189	0.002812645
MGI:2443157	0.543597507	0.010480439
MGI:2442733	0.781094493	0.601904757
MGI:105870	0.830271456	0.092610804
MGI:2444818	0.073198362	0.013263239
MGI:2384909	0.513647235	0.006441107
MGI:1915291	0.008427528	0.035099636
MGI:96982	0.060257487	0.001625279
MGI:1916924	0.439704211	1.48e-07
MGI:1336159	0.521645294	0.000109535
MGI:2182066	0.117596397	0.000512508
MGI:1917728	0.072491468	0.054161504
MGI:1924015	0.497706371	0.022730538
MGI:1927238	0.114334012	0.229425137
MGI:108398	0.028320685	0.034107673
MGI:1927999	0.01710649	0.800719884
MGI:1928485	0.06880397	0.00806275
MGI:1923805	0.876708972	0.001750355
MGI:1924947	0.625535972	0.035371337
MGI:2384305	0.563301658	0.0341539
MGI:1918195	0.563317916	0.634896381
MGI:1919449	0.698346467	0.239068217
MGI:104899	0.196803648	0.003580079
MGI:1915841	0.000255675	8.82e-08
MGI:1928904	0.960221489	0.520725443
MGI:1336894	0.000516334	0.001566691
MGI:1929872	0.346183225	0.00271407
MGI:1914324	0.38230902	4.76e-05
MGI:1924013	0.24970012	0.008796611
MGI:97054	0.351491976	0.296306413
MGI:1346040	0.165207999	0.237556036
MGI:1343489	0.144732388	0.000125144
MGI:1915223	0.587779671	0.000578986
MGI:1922589	0.687001349	0.000539376
MGI:97075	0.109575751	0.003885874
MGI:105941	0.806925062	0.000561912
MGI:1927339	0.373741565	0.053435606
MGI:1927340	0.754157891	0.304604257
MGI:1922989	0.823379261	0.189917388
MGI:1349438	0.012213055	0.150666502
MGI:2179733	0.20009952	0.079027819
MGI:97138	0.112014616	0.759875408
MGI:97142	0.055681766	0.511207322
MGI:1914818	0.301584303	0.592500396
MGI:1915123	0.916421407	0.003823855
MGI:2137202	0.252416024	0.019103126
MGI:1333801	0.987091005	0.122629621
MGI:2137215	0.327897666	0.11258398
MGI:1926273	0.091637769	0.114496754
MGI:2137218	0.719299726	0.005843875
MGI:1351639	0.372761192	3.82e-05
MGI:2137219	0.779168745	0.016543243
MGI:1351608	0.722665485	0.128265692
MGI:1926274	0.209153789	0.010398357
MGI:2137221	0.249469034	0.025314902
MGI:2660674	0.291455099	0.046590715
MGI:1333794	0.704951551	0.001038248
MGI:1196612	0.823798984	0.021795585
MGI:1914957	0.847360443	0.169026521
MGI:2137224	0.511509647	0.270158755
MGI:1915861	0.302323423	0.107361381
MGI:2137204	0.719658378	0.340132495
MGI:1333820	0.369671938	8.42e-05
MGI:2137226	0.129384291	0.339046284
MGI:2137225	0.590496528	0.007508262
MGI:1913473	0.525863853	0.001817745
MGI:1926268	0.758235036	0.049500337
MGI:1926269	0.95431134	0.002975408
MGI:1351620	0.13168675	0.142511086
MGI:2137210	0.074045391	1.79e-05
MGI:1332635	0.966846076	0.067831969
MGI:1333774	0.525323322	0.003432666
MGI:2137229	0.241669529	0.361373159
MGI:1916413	0.878394381	2.43e-05
MGI:1914558	0.289731245	0.685456265
MGI:1921850	0.439239268	0.001450007
MGI:1289321	0.982436732	0.003681439
MGI:108180	0.749688323	0.037689513
MGI:107329	0.331161874	0.014302731
MGI:1915749	0.978584623	0.122249857
MGI:1913297	0.716809216	0.096811072
MGI:1914462	0.230151175	0.074166872
MGI:1928139	0.246586847	0.047274781
MGI:1915244	0.479031601	0.58513487
MGI:1913657	0.453749608	0.024856086
MGI:1913492	0.460983656	0.037810242
MGI:1913508	0.911606186	0.501950738
MGI:1915815	0.393241568	0.928522232
MGI:1915985	0.140735806	0.001160413
MGI:2153089	0.562440346	0.038110356
MGI:1928137	0.448551925	0.024393373
MGI:1928138	0.183063977	0.029478629
MGI:1928142	0.593622351	0.275232979
MGI:1928140	0.255892075	0.000249855
MGI:1333830	0.173560809	0.054563229
MGI:1919064	0.257659819	0.017916091
MGI:1913480	0.835684734	0.032794209
MGI:1926237	0.340965074	1.86e-06
MGI:1913153	0.238969822	0.594853313
MGI:1338046	0.092324637	0.353806019
MGI:1930188	0.272610979	0.33427676
MGI:2385255	0.519367355	0.001925847
MGI:1913378	0.932579146	0.013462017
MGI:1924971	0.261320493	0.049326931
