MGI.ID	pval.protein	pval.mRNA
MGI:1913449	0.308191259	0.907657732
MGI:1913648	0.990772138	0.117777646
MGI:1913450	0.199530734	0.120805911
MGI:1914197	0.741846096	1.73e-06
MGI:1343485	0.561980308	0.037820933
MGI:1923751	0.715217107	0.012445566
MGI:88470	0.019108872	1.31e-06
MGI:1334462	0.65364062	0.127086504
MGI:1917599	0.862891785	0.016290027
MGI:1354962	0.215528231	0.273174763
MGI:1891702	0.05717068	0.039584287
MGI:1858683	0.286457451	0.000251413
MGI:1330276	0.740641779	0.00151694
MGI:1349409	0.021814139	0.127174111
MGI:1349414	0.24179572	0.077392757
MGI:1349415	0.777185589	0.002833433
MGI:1349439	0.184015777	0.001349212
MGI:1349400	0.72908607	0.000235244
MGI:1349388	0.770950137	0.034663199
MGI:1915363	0.165752666	0.096348841
MGI:1929063	0.060326207	0.167236115
MGI:101813	0.893307649	0.013082373
MGI:1098826	0.516388067	0.02624797
MGI:1098643	0.728779797	0.086932584
MGI:1924408	0.66528216	0.118678146
MGI:107207	0.178991099	1.21e-06
MGI:1915164	0.917093338	0.111630711
MGI:1345961	0.694540326	0.061929338
MGI:1345963	0.949818977	0.001045501
MGI:1345964	0.596950964	0.106858566
MGI:1926135	0.151794943	0.000659837
MGI:1919292	0.130307952	0.003300425
MGI:1920112	0.449087484	0.395670869
MGI:1333806	0.265103468	0.045474297
MGI:1915283	0.207028686	0.371842954
MGI:1913609	0.944673601	0.123357369
MGI:88473	0.835969315	0.224457048
MGI:88474	0.387900034	0.34618344
MGI:88475	0.496403963	0.012648628
MGI:103099	0.266439499	0.239645726
MGI:107460	0.732132398	0.702889756
MGI:104614	0.982560759	0.007180899
MGI:1316714	0.522196793	0.870151067
MGI:1316715	0.744420508	0.616237569
MGI:106015	0.44264924	0.01264687
MGI:88476	0.589601965	0.0034845
MGI:1891837	0.589097339	0.009062784
MGI:107265	0.006321974	0.045967717
MGI:2442640	0.128130568	0.034293525
MGI:1914829	0.602135645	0.000106226
MGI:1919006	0.00422702	0.000684772
MGI:2386621	0.259411585	0.056012297
MGI:2387578	0.789948998	0.239195454
MGI:1917818	0.202123083	0.211466344
MGI:104841	0.241671854	0.199427038
MGI:2443300	0.949831607	0.06940872
MGI:1889205	0.279136209	0.840225945
MGI:891996	0.736171752	0.027148959
MGI:2679722	0.73297093	0.073708727
MGI:1861601	0.174373632	0.013896994
MGI:1859328	0.673138272	0.404127607
MGI:1861602	0.933148716	0.005616889
MGI:1913948	0.396766098	0.000244833
MGI:1098296	0.874796039	2.59e-07
MGI:109176	0.133723848	0.000287365
MGI:88513	0.749377968	0.073196195
MGI:1336168	0.484650277	0.247542686
MGI:109501	0.545626972	0.001945244
MGI:1344382	0.315543382	0.75355785
MGI:1923987	0.149056135	0.001375719
MGI:88501	0.952585755	0.000349293
MGI:1915587	0.594891193	3.17e-10
MGI:88508	0.50924412	0.000640714
MGI:104686	0.183887724	0.229220487
MGI:1860086	0.462641107	0.267870618
MGI:1914127	0.744190543	0.484919573
MGI:3529431	0.652359297	0.675405479
MGI:1921364	0.007472931	1.22e-10
MGI:88512	0.032207228	0.012098837
MGI:1915881	0.292502591	1.47e-05
MGI:88527	0.473289443	0.000133545
MGI:1913859	0.727517853	0.004350991
MGI:88529	0.083852434	0.001062171
MGI:2180098	0.2448382	0.329035215
MGI:92356	4.91e-05	0.000734915
MGI:1339951	0.891277662	0.040229609
MGI:1339758	0.222311664	0.286701635
MGI:88537	0.831001356	0.562801438
MGI:1934950	0.450930358	0.036272996
MGI:88543	0.226636873	0.00039491
MGI:88547	0.292222934	0.000337206
MGI:88548	0.453522433	0.09147549
MGI:88549	0.590202276	0.038272226
MGI:1202907	0.336487652	0.147982877
MGI:1330824	0.715428929	0.000138958
MGI:102519	0.036175253	0.058109983
MGI:109514	0.153675579	0.057474795
MGI:1914587	0.353642762	0.104682545
MGI:1343054	0.518122937	0.00938974
MGI:1351825	0.011253581	0.161318871
MGI:1201685	0.718809885	0.807274594
MGI:1921495	0.065147944	0.000345161
MGI:109447	0.387167264	0.283344109
MGI:1926953	0.867132437	0.390098004
MGI:2654470	0.859343414	0.04673063
MGI:1339968	0.152320928	0.000318178
MGI:2685518	0.469071123	0.110003943
MGI:88274	0.815330766	0.003567091
MGI:88275	0.05071355	0.988300407
MGI:88276	0.347862132	0.062567636
MGI:1913892	0.183126419	0.435495605
MGI:105100	0.47107866	0.16814796
MGI:1933185	0.733237042	0.002236412
MGI:109345	0.563150138	0.022194168
MGI:97748	0.513476498	0.068152512
MGI:88561	0.03641792	0.06070533
MGI:109553	0.204267324	0.006766619
MGI:88562	0.055218231	0.005838887
MGI:1861434	0.016550024	0.286543879
MGI:107285	0.134776602	0.089254472
MGI:2139628	0.267018577	0.017203298
MGI:107341	0.555247051	0.001346887
MGI:1891190	0.951525493	0.000181286
MGI:99695	0.018621286	2.38e-07
MGI:1349658	0.823933556	2.74e-05
MGI:1918995	0.035783286	1.93e-05
MGI:1347360	0.111904575	5.79e-07
MGI:1914487	0.046562038	0.001353925
MGI:1922967	0.12378679	0.002795858
MGI:1914925	0.469219147	0.002288073
MGI:1913638	0.305493463	9.15e-05
MGI:88568	0.369498893	0.336337535
MGI:1913320	0.219213397	0.766031232
MGI:1914730	0.491366465	0.088754304
MGI:1919752	0.911018839	0.116741522
MGI:1201679	0.000511388	0.019616692
MGI:1913677	0.198471627	0.004762966
MGI:1919267	0.669516754	0.003272814
MGI:94893	0.054845303	0.121761988
MGI:1913695	0.853754969	0.810696274
MGI:2149481	0.169353854	0.023114228
MGI:88586	0.416511716	0.237624596
MGI:88589	0.150452685	0.163862619
MGI:88594	0.511132572	0.182853157
MGI:105055	0.242655092	0.037058051
MGI:88597	0.194308735	2.58e-06
MGI:88598	0.098552193	0.014458154
MGI:88600	0.254787735	0.28359818
MGI:103238	0.077493633	0.666680441
MGI:1306806	0.028337038	0.154336813
MGI:2147497	0.115011231	0.016738708
MGI:3642960	0.097528328	0.005722801
MGI:3612288	0.022981997	0.001417065
MGI:2385878	0.178406711	0.006931665
MGI:88602	0.10441396	0.250169287
MGI:1929474	0.055682928	0.015903517
MGI:1923529	0.009226747	0.010442356
MGI:88606	0.179634624	0.335282688
MGI:88607	0.017558614	0.001495616
MGI:88608	0.343326315	0.050168716
MGI:109612	0.409097824	4.58e-08
MGI:1270149	0.55766927	0.000878357
MGI:1918769	0.833824829	8.64e-05
MGI:1927096	0.406586643	0.000146105
MGI:88609	0.466305119	0.048488453
MGI:88610	0.053155951	0.005478597
MGI:1930638	0.010344587	0.000349429
MGI:1858451	0.188337714	0.185321744
MGI:88612	0.09964602	0.146739423
MGI:1096550	0.23661469	0.153399026
MGI:103225	0.015471847	0.059504285
MGI:2158641	0.110196273	0.634822923
MGI:1927669	0.000952769	0.13505073
MGI:106091	0.094488001	0.002695793
MGI:104978	0.182530225	0.076638587
MGI:1338044	0.84612302	0.000502821
MGI:1914596	0.203184642	0.004101498
MGI:109175	0.956716449	0.001120935
MGI:101864	0.635907846	0.031657131
MGI:1918190	0.000383411	0.021975295
MGI:1929538	0.016523307	0.102252111
MGI:1341297	0.705108039	0.327454172
MGI:2442544	0.379079474	0.000110498
MGI:2442510	0.115432165	0.042757752
MGI:1917498	0.573891438	6.83e-08
MGI:94865	0.670669197	0.024389003
MGI:1931838	0.05936341	0.394757023
MGI:700006	0.408661381	0.056322953
MGI:1931520	0.838535765	0.077562261
MGI:105386	0.20327612	0.191552789
MGI:94867	0.67480601	0.34623495
MGI:90168	0.292453066	0.000156178
MGI:91860	0.99034432	2.63e-06
MGI:1915337	0.779879821	0.122189044
MGI:94872	0.73961925	0.439415601
MGI:1923151	0.012448445	0.089681441
MGI:1916555	0.637735347	0.044505774
MGI:107745	0.028706002	0.297519866
MGI:107733	0.029943465	0.00011125
MGI:1859251	0.285665909	0.335094506
MGI:1914915	0.804786062	0.018675218
MGI:1913672	0.332204043	0.004889343
MGI:1915130	0.629207201	0.06912381
MGI:1916469	0.09268902	0.000120442
MGI:1859016	0.111717394	0.012182558
MGI:1202384	0.012063368	3.43e-05
MGI:94876	0.773707356	1.63e-06
MGI:1919358	0.033495671	8.9e-06
MGI:1917244	0.861444928	0.000436715
MGI:1194508	0.464095592	0.16440932
MGI:1924256	0.019396395	0.491632117
MGI:1298381	0.241059747	0.261193611
MGI:2144727	0.486957731	0.372732634
MGI:1914290	0.541918602	0.005345616
MGI:2148251	0.947794862	0.005753698
MGI:1858415	0.31749979	0.364778696
MGI:1860494	0.524544195	0.016125821
MGI:1921601	0.428654727	0.72298108
MGI:1353582	0.714540088	0.02942387
MGI:99240	0.110231327	0.188850303
MGI:103064	0.510612545	0.028655991
MGI:1349406	0.714083031	0.001232206
MGI:1919297	0.801288516	0.006280937
MGI:1920895	0.326396733	1.41e-09
MGI:105037	0.026324468	0.002776171
MGI:1277172	0.578809386	0.111246127
MGI:2442858	0.054182499	0.001309045
MGI:104976	0.364886277	4.89e-05
MGI:1914710	0.357581185	0.135360414
MGI:1347059	0.106041854	0.000533465
MGI:1926209	0.354591658	0.014878184
MGI:1914769	0.15115857	0.038753086
MGI:2444273	0.514168755	1.14e-05
MGI:1915434	0.745413326	4.5e-06
MGI:2139258	0.279675002	0.162993099
MGI:2146322	0.873614307	4.05e-08
MGI:1913762	0.084603605	0.010589946
MGI:94885	0.011289093	0.016838873
MGI:1333825	0.99596445	1.68e-05
MGI:1351602	0.433022958	0.225669927
MGI:1922004	0.52145327	0.003140524
MGI:1298378	0.489439772	0.067567556
MGI:1919005	0.598036039	0.004978347
MGI:94890	0.224740275	1.24e-06
MGI:1196314	0.593324199	0.117833593
MGI:2652816	0.388548182	0.279532852
MGI:1315215	0.0529669	5.37e-14
MGI:90169	0.055339021	0.753019299
MGI:1913625	0.342052684	3.61e-05
MGI:2384931	0.921907929	0.203443341
MGI:2445096	0.160385275	2.83e-06
MGI:1099786	0.61397895	0.061254391
MGI:2145374	0.360311004	0.0008399
MGI:1920081	0.902456105	0.005870004
MGI:2141813	0.710066323	0.000401576
MGI:1919412	0.26388664	0.000234151
MGI:1927617	0.98422396	0.32995249
MGI:1931560	0.38460748	0.000144663
MGI:1306823	0.193246097	0.798035432
MGI:108177	0.065950978	4.15e-06
MGI:1913843	0.821137247	0.127189679
MGI:1344352	0.327318135	0.004968065
MGI:2385920	0.282645156	0.209408014
MGI:2145977	0.005364203	0.044017684
MGI:2442555	0.74785673	0.079811001
MGI:1861727	0.586122608	0.004750214
MGI:2385311	0.841587742	0.01257415
MGI:107450	0.183031481	0.020878591
MGI:107231	0.524777288	2.79e-08
MGI:1888986	0.950386707	0.005905472
MGI:1926170	0.382476583	0.015483733
MGI:94909	0.774293396	0.013411881
MGI:1921379	0.101115867	0.0852801
MGI:2444630	0.792198217	0.037882024
MGI:1270129	0.006022921	1.83e-05
MGI:1931882	0.508313346	4.07e-06
MGI:1933786	0.454767512	0.024696301
MGI:1927638	0.043280463	0.013167079
MGI:1931874	0.011173058	2.04e-05
MGI:1915088	0.125172632	0.000182366
MGI:1931881	0.176226062	0.070409742
MGI:1914285	0.310459277	0.009410291
MGI:1344381	0.12730999	1.36e-12
MGI:1914111	0.998121599	0.002030768
MGI:2443386	0.226213317	0.086963858
MGI:2676368	0.551013821	0.000131757
MGI:1914963	0.810598149	0.000515935
MGI:2181053	0.277791753	0.007585105
MGI:107373	0.073892758	0.00039815
MGI:892995	0.3824684	0.000103862
MGI:1928373	0.031403262	0.442836347
MGI:1915848	0.942287255	0.005336005
MGI:106559	0.361428348	0.009357834
MGI:1921256	0.553902001	0.150625642
MGI:109547	0.514505593	0.078304281
MGI:1917352	0.554360018	0.011570574
MGI:94912	0.747597706	0.015696301
MGI:1278328	0.26053903	0.071153406
MGI:1923173	0.531779817	0.008977107
MGI:1918006	0.65283405	0.001542164
MGI:1921396	0.004762856	0.000533962
MGI:1914093	0.445133126	0.158967948
MGI:1330239	0.308007579	0.001437473
MGI:1922471	0.271973369	0.091352771
MGI:94919	0.894425351	8.51e-06
MGI:1933213	0.4449275	0.017831937
MGI:1921638	0.878993737	0.000350944
MGI:2443967	0.102162101	1.12e-06
MGI:1913560	0.477020112	0.119551352
MGI:2139667	0.604511355	0.000371365
MGI:1928679	0.131981456	0.012336349
MGI:1349763	0.070708087	0.343794963
MGI:1913806	0.64494844	0.856913963
MGI:1343297	0.668623564	0.039357928
MGI:1342307	0.647420947	0.941905152
MGI:103221	0.662651979	1.79e-05
MGI:1196466	0.995178014	0.0003878
MGI:109611	0.095633214	0.214169529
MGI:104627	0.57893101	3.86e-07
MGI:1929270	0.951665056	0.131636166
MGI:1913294	0.543562642	0.446661616
MGI:1203728	0.875140671	0.043869079
MGI:2656973	0.346833925	0.000751488
MGI:108396	0.074501691	0.003495746
MGI:2147092	0.110537662	0.250888854
MGI:1915690	0.391135777	0.915187316
MGI:1919599	0.821658167	0.012312237
MGI:94941	0.373057285	0.411369551
MGI:1918480	0.508572976	0.00049445
MGI:103147	0.848416049	0.019232627
MGI:107743	0.479258834	0.936872124
MGI:107750	0.582049894	0.828336841
MGI:2135610	0.73449983	0.000203843
MGI:107738	0.477934008	0.118258535
MGI:1914318	0.016226947	0.970191059
MGI:1914667	0.894554542	0.020894297
MGI:1916322	0.414450099	0.003967328
MGI:107822	0.170528711	0.084279716
MGI:1917851	0.307012967	0.042337803
MGI:1101357	0.07931439	0.022173685
MGI:1101356	0.975194276	0.00052157
MGI:1858208	0.208038227	0.035899816
MGI:1277169	0.363256153	0.268355915
MGI:1289238	0.823916261	0.004934864
MGI:1915106	0.01759495	0.014258178
MGI:2136460	0.154250012	0.008598098
MGI:94871	0.25411858	0.654554419
MGI:1346064	0.432945362	3.75e-06
MGI:103060	0.131863412	0.490567243
MGI:1349469	0.252899831	0.486408634
MGI:2446249	0.651255664	0.828689367
MGI:1891227	0.026077968	0.000576553
MGI:2442192	0.229552628	0.017786649
MGI:1096881	0.377236314	0.000355531
MGI:1913906	0.201703578	0.009211864
MGI:1913393	0.779696971	0.000664274
MGI:1914410	0.039836883	0.001417856
MGI:95288	0.152014508	0.218896417
MGI:1195261	0.759967527	0.002778006
MGI:2137092	0.031296152	0.964437735
MGI:106504	0.027302309	2.94e-08
MGI:102708	0.36299891	0.000352689
MGI:1923990	0.304368816	0.001699728
MGI:1336880	0.078729151	0.128293107
MGI:95294	0.955578772	0.010079658
MGI:2667252	0.175207687	0.016124139
MGI:1341878	0.50569471	0.006865221
MGI:2154274	0.245079688	0.159992699
MGI:1928900	0.125036257	0.005016125
MGI:1919619	0.078577091	0.000638099
MGI:1277964	0.023645772	0.35659504
MGI:1913485	0.214540297	0.003793836
MGI:1098684	0.950784078	1.2e-06
MGI:1353449	0.968919657	0.001000676
MGI:2384802	0.359500058	5.62e-05
MGI:2145118	0.825408897	0.072112831
MGI:1313286	0.816314502	0.000147842
MGI:95300	0.581731499	0.005873485
MGI:2446176	0.417361459	0.534344142
MGI:109342	0.401401229	0.01238087
MGI:95299	0.38161847	0.032079177
MGI:1914454	0.429948199	0.000381934
MGI:1349431	0.767369992	0.070713001
MGI:1349430	0.905800294	0.011939736
MGI:95301	0.883524792	0.531057626
MGI:106478	0.959736493	0.00335476
MGI:1926966	0.461984704	0.074906385
MGI:1933181	0.44973082	0.259683033
MGI:99257	0.286794947	0.001463349
MGI:1913335	0.432812195	0.008960274
MGI:1858258	0.39168956	0.020030195
MGI:1915385	0.070559148	0.051278432
MGI:1860763	0.624516891	0.080284676
MGI:1921080	0.819362067	0.020540585
MGI:2386251	0.799604765	0.010518923
MGI:1351744	0.417205407	0.070789691
MGI:95303	0.132948245	0.02177193
MGI:106906	0.085483697	0.000237526
MGI:95304	0.898639353	3.82e-06
MGI:95305	0.145354951	0.365591611
MGI:1914440	0.021551961	0.00075714
MGI:1914142	0.695287931	0.000140962
MGI:2384784	0.337098534	0.096769878
MGI:109207	0.020664735	0.005333556
MGI:1923935	0.653486706	0.018119826
MGI:1341822	0.139599887	0.129896829
MGI:95309	0.557867772	8.16e-07
MGI:2441772	0.633332253	0.214127977
MGI:1196288	0.269330908	7.02e-05
MGI:1890496	0.961542638	0.115772244
MGI:1100851	0.827468183	0.000704296
MGI:1858959	0.191268952	1e-05
MGI:1916051	0.187962401	0.000990399
MGI:1889642	0.303838296	0.005682129
MGI:1921445	0.937492076	0.012526314
MGI:1925016	0.411897989	6.94e-05
MGI:1315195	0.415982489	0.000495716
MGI:1919455	0.59301478	0.642177742
MGI:2387612	0.110394959	0.016249287
MGI:1926048	0.161809378	0.001911265
MGI:1261433	0.117439096	3.18e-07
MGI:95392	0.902116906	0.127333805
MGI:95393	0.935465266	0.225278084
MGI:95394	0.802849676	0.013532936
MGI:95395	0.896682259	0.064366997
MGI:1915120	0.995464876	0.000655609
MGI:106645	0.207166991	0.000839323
MGI:97370	0.728652235	5.28e-05
MGI:2143702	0.852710948	8.04e-07
MGI:2682634	0.953924766	0.001071062
MGI:1933830	0.013695324	1.84e-05
MGI:1891189	0.104720148	0.000173271
MGI:1321385	0.110901993	0.003530493
MGI:1919286	0.987638128	0.000104446
MGI:1276116	0.058926798	0.926450638
MGI:103006	0.108479177	5.95e-06
MGI:2145369	0.993446539	0.532984841
MGI:95405	0.034773006	0.179084673
MGI:99500	0.603100942	0.024662659
MGI:1333763	0.006310686	0.77980325
MGI:1919139	0.190465453	0.247647858
MGI:2386306	0.342137052	0.159128821
MGI:97838	0.252943125	0.01558551
MGI:104583	0.242841432	4.11e-05
MGI:104582	0.523061816	0.014021352
MGI:2138828	0.49232238	1.32e-08
MGI:1933403	0.532236129	0.000204835
MGI:2151013	0.331846187	0.00121243
MGI:95414	0.862904971	5.21e-05
MGI:103582	0.343255962	0.000572096
MGI:95415	0.399565858	0.008733614
MGI:1914708	0.713789988	0.023741151
MGI:1914706	0.357512976	9.02e-06
MGI:108089	0.043813074	0.001664503
MGI:1914526	0.978364348	9.84e-06
MGI:2153887	0.369164234	0.667201326
MGI:1914003	0.575302324	0.001314815
MGI:2387215	0.762604259	0.00363582
MGI:106250	0.526685711	0.015182013
MGI:1354385	0.401822171	7.16e-05
MGI:1914725	0.400940102	0.017480912
MGI:1914647	0.019841468	1.35e-06
MGI:1923549	0.423238357	0.182808286
MGI:1916774	0.148887888	0.287365998
MGI:95421	0.927930092	0.019639397
MGI:1344426	0.674104712	0.009600776
MGI:2385071	0.826040313	1.63e-06
MGI:106092	0.398318356	0.012102558
MGI:106098	0.36672087	0.865465138
MGI:106100	0.301956313	6.7e-08
MGI:1913321	0.534998405	6.8e-08
MGI:2443760	0.715111421	0.003865527
MGI:109336	0.985936673	0.002973102
MGI:104736	0.643247236	3.91e-07
MGI:99960	0.308308221	0.001132314
MGI:2445020	0.327235487	0.138153326
MGI:1913732	0.22245138	0.681599281
MGI:2443972	0.50871278	0.055910719
MGI:1096376	0.636998835	0.000860321
MGI:1351611	0.193527551	0.018222329
MGI:1859270	0.683910837	0.000259946
MGI:2142527	0.944612312	0.194855319
MGI:2385133	0.666262412	0.084500616
MGI:1913612	0.980163846	0.035368747
MGI:107889	0.052590001	0.112773858
MGI:1913696	0.195487286	0.825405867
MGI:1916889	0.289070473	0.092925418
MGI:99481	0.664783879	0.000572638
MGI:1921395	0.366424925	0.179975186
MGI:88379	0.762997483	0.000163301
MGI:88380	0.008862723	0.01269301
MGI:88382	0.005536521	0.005437525
MGI:109325	0.046391004	0.883057565
MGI:88384	0.609934354	0.054439369
MGI:109609	0.394537285	0.0133365
MGI:95479	0.701919273	0.00033211
MGI:95478	0.837573722	0.382763399
MGI:88038	0.783020452	0.063174637
MGI:101790	0.78906627	0.978230948
MGI:101916	0.451592709	0.432734194
MGI:109324	0.850945999	0.085131371
MGI:1923517	0.003645196	0.022192789
MGI:1930079	0.386386382	1.06e-05
MGI:109419	0.773963722	0.00182355
MGI:1923827	0.271659594	1.78e-05
MGI:95482	0.258350139	0.019547998
MGI:1915886	0.877247084	0.082661607
MGI:1913790	0.842980308	0.038714278
MGI:1915553	0.894272468	0.000519027
MGI:1917629	0.574794153	0.000123632
MGI:2387687	0.42119369	0.040559244
MGI:1098784	0.680688457	0.000576895
MGI:2137237	0.219100826	9.15e-05
MGI:2442910	0.956336514	0.0956599
MGI:1921192	0.449267577	0.00149741
MGI:1921599	0.055053295	0.013082958
MGI:2147545	0.393201117	9.15e-07
MGI:1917436	0.680584906	0.017627255
MGI:1915925	0.382083142	3.96e-05
MGI:1919637	0.258165196	0.390677952
MGI:1916384	0.041221601	0.003603415
MGI:1915144	0.201638246	0.000380491
MGI:1923520	0.932782533	0.064851513
MGI:1351626	0.948209595	0.007982557
MGI:2145900	0.036953421	0.001885232
MGI:1277178	0.908086933	1.07e-06
MGI:1919972	0.287112425	0.001056084
MGI:1915465	0.60417858	0.250116325
MGI:1921083	0.672647112	0.020586715
MGI:2448480	0.773584753	0.095722928
MGI:2446173	0.61232991	0.222129115
MGI:2385126	0.720647457	0.144027698
MGI:1917205	0.213340527	1.46e-09
MGI:1913840	0.019165346	0.003458849
MGI:1346035	0.364193715	0.198696274
MGI:95485	0.01027053	0.007030503
MGI:1922869	0.106187655	0.001029878
MGI:109168	0.649083353	0.006809315
MGI:102547	0.49840072	0.115744173
MGI:95486	0.239366613	1.01e-05
MGI:1346091	0.13320011	0.003945315
MGI:95492	0.6726934	0.023134557
MGI:1926014	0.380117434	0.00242586
MGI:1929084	0.119549603	0.023875042
MGI:1354743	0.41429931	6.25e-10
MGI:1915878	0.329021148	0.000535423
MGI:95496	0.116009592	0.001336092
MGI:103017	0.288934751	0.000117636
MGI:3505790	0.022023997	0.065514812
MGI:2448475	0.070971985	0.011771914
MGI:104888	0.548561413	0.015656958
MGI:103224	0.685723067	3.82e-07
MGI:1915415	0.800428953	0.025058751
MGI:104724	0.005031567	0.127265006
MGI:95513	0.131098684	2.54e-09
MGI:105917	0.943671498	0.211616528
MGI:2385001	0.877594937	2.9e-08
MGI:2147790	0.430521066	0.004438655
MGI:1890221	0.02159501	0.59415784
MGI:1316726	0.641169319	1.17e-05
MGI:99501	0.392793844	0.000376429
MGI:2183747	0.61149956	0.085030261
MGI:95515	0.001734227	2.08e-07
MGI:95526	0.143738806	5.92e-05
MGI:1922828	0.041357047	0.05658407
MGI:1277947	0.050645254	0.367904138
MGI:1298387	0.338175927	0.024031144
MGI:1914856	0.965367353	0.371322949
MGI:2143585	0.104404613	0.258607168
MGI:1914149	0.902592696	0.023864342
MGI:1913687	0.815481261	0.00190402
MGI:1913370	0.295857221	0.043411212
MGI:2444782	0.096060732	0.020693221
MGI:95541	0.376072922	0.023123505
MGI:95542	0.029253249	0.003505654
MGI:1353460	0.082177902	0.087001727
MGI:95543	0.01307197	3.09e-05
MGI:104670	0.314394516	1.54e-08
MGI:1336879	0.608284437	0.066940898
MGI:1341070	0.12584575	0.922022694
MGI:1350921	0.259872944	0.008337184
MGI:2443030	0.022215532	0.010687215
MGI:2442184	0.125221627	6.47e-06
MGI:1342286	0.356080425	0.009723622
MGI:95556	0.444735245	0.008748799
MGI:2446089	0.010961237	6.5e-06
MGI:1100500	0.826777876	0.000366801
MGI:103309	0.947197812	0.000544356
MGI:1310002	0.020875524	7.26e-08
MGI:1916776	0.813270958	4.08e-09
MGI:1100496	0.970187956	0.601504588
MGI:2429497	0.439492372	0.030764943
MGI:1310004	0.015340691	2.35e-09
MGI:95564	0.3565862	0.070537461
MGI:95566	0.033617514	0.031670662
MGI:1926834	0.073204711	0.000364775
MGI:2679256	0.952508469	0.20555156
MGI:109606	0.68878729	0.003122837
MGI:1925642	0.733358646	0.705360081
MGI:1196463	0.601784568	0.292426442
MGI:104683	0.359336632	0.007665796
MGI:1347476	0.996062898	0.010402967
MGI:95576	0.020675542	1.05e-07
MGI:1919563	0.249889555	0.030042938
MGI:1352745	0.768085684	0.082655819
MGI:1339962	0.208313315	0.001980987
MGI:95588	0.873091906	0.090582786
MGI:95589	0.928433662	1.06e-05
MGI:1347093	0.370178722	0.034467901
MGI:1196294	0.149567606	0.124962725
MGI:2443699	0.12829115	0.080268065
MGI:1916071	0.677863056	0.437024495
MGI:1353633	0.168121064	0.000534282
MGI:1096879	0.217809757	0.134412912
MGI:104860	0.480884682	1.54e-07
MGI:1346074	0.979567537	0.327550281
MGI:1346327	0.972316236	0.009577736
MGI:107277	0.261819672	0.012702985
MGI:1917955	0.707600577	2.95e-05
MGI:1351465	0.859326515	0.021839411
MGI:2442040	0.581555877	0.003396956
MGI:95607	0.080323221	0.781467882
MGI:105979	0.143486664	0.027717299
MGI:95609	0.068732919	0.392525362
MGI:108088	0.573028352	0.004103579
MGI:1861742	0.028499104	0.037911482
MGI:1914980	0.005058342	2.5e-07
MGI:1890602	8.31e-05	0.156064528
MGI:95610	0.838317861	0.00041725
MGI:1914947	0.496292023	0.05482805
MGI:2442153	0.210777419	0.115589374
MGI:95636	0.395011491	0.164325392
MGI:1921496	0.046807003	0.001425428
MGI:95730	0.968827048	0.002569336
MGI:1917226	0.693588648	0.002893871
MGI:2442420	0.179099462	0.056702122
MGI:1355303	0.86134331	0.219447343
MGI:894693	0.150807921	0.017117861
MGI:2139447	0.693382591	0.524433715
MGI:894694	0.53681196	0.00098478
MGI:95638	0.397287984	2.63e-05
MGI:1098221	0.816578491	0.005768746
MGI:1097667	0.195595977	0.021496895
MGI:1923301	0.094723828	0.056913429
MGI:1913941	0.729232466	0.000619496
MGI:1930948	0.937963956	0.006620307
MGI:2449057	0.789455867	0.946668484
MGI:95654	0.604661519	0.016597882
MGI:95657	0.098947946	0.490514934
MGI:2384585	0.501386385	0.163479853
MGI:2443225	0.852569186	0.018744459
MGI:1914342	0.803364247	0.091198059
MGI:95665	0.20085841	0.025461973
MGI:1921435	0.359979114	9.59e-08
MGI:1861607	0.545723727	0.000827286
MGI:97072	0.553598418	0.499016531
MGI:2444421	0.35505919	0.013676392
MGI:95669	0.005094487	0.401748111
MGI:1349389	0.58959178	0.021743172
MGI:1921625	0.078280431	0.0242354
MGI:1917547	0.425163255	0.122385305
MGI:104541	0.443792478	0.003371479
MGI:95675	0.022099374	1.53e-08
MGI:2443977	0.871221716	0.09387839
MGI:1270854	0.853228952	0.001081928
MGI:1096345	0.012208161	0.01757474
MGI:104990	0.062265406	0.002974267
MGI:104995	0.587891075	0.008063743
MGI:2444248	0.241562245	0.019804203
MGI:1915383	0.696894454	0.004267382
MGI:95678	0.095606241	2.98e-08
MGI:99846	0.75957114	0.342215501
MGI:99845	0.264263358	0.000492927
MGI:107757	0.756370794	6.62e-09
MGI:107339	0.155499959	0.127639336
MGI:2444783	0.866226876	0.184663233
MGI:95698	0.890489493	0.139633318
MGI:1100842	0.461697341	5.83e-05
MGI:2146207	0.729607887	0.075564117
MGI:1921355	0.003364456	3.47e-08
MGI:95700	0.645901664	0.033408438
MGI:1927655	0.015844552	0.12024051
MGI:1329035	0.438285458	0.302232453
MGI:1346063	0.401189549	0.000523826
MGI:2138584	0.51933896	0.000120314
MGI:1349656	0.897705602	4.13e-06
MGI:1926252	0.044199971	0.629544254
MGI:1889209	0.944314586	0.027473553
MGI:1347053	0.819832174	0.11166821
MGI:95719	0.15579352	0.054174458
MGI:95720	0.605232841	0.692256426
MGI:106594	0.81091143	0.289394632
MGI:1891694	0.413299242	0.000148502
MGI:88151	0.009589796	0.025855165
MGI:1341155	0.073136451	2.39e-05
MGI:104967	0.231982098	0.066600573
MGI:95742	0.185278029	9.22e-08
MGI:1914451	0.167958614	0.014489178
MGI:2135625	0.891920688	2.78e-08
MGI:1353653	0.294455958	0.006187884
MGI:1920296	0.66861647	2.55e-06
MGI:95752	0.289617528	0.071689524
MGI:2143539	0.139967887	0.192300344
MGI:2443773	0.09906571	9.08e-05
