ID	LD6.5	LD9.5	LD11.5	LD12.5	LD14.5	LD17.5	LD21.5	LD23.5	LD24.5	LD26.5	LD30.5	LD33.5	LD35.5	LD36.5	LD38.5	LD41.5	LD45.5	LD47.5	LD48.5	LD50.5
Q31LA5	203.60624485886	264.257035579053	303.405016067551	360.015808643439	810.792866928877	542.957088348278	516.446786342579	503.118804751038	548.833888415504	519.177647319285	292.093522841871	309.669873767627	308.680705555198	395.1690988323	426.600183032737	520.298811437075	613.409826297739	583.728634905097	607.012020984501	522.548120982444
Q31KD9	1029.13579196655	801.078843122022	770.421357003293	640.115912595274	294.847506992522	265.839333425741	187.103370936726	196.322040125734	207.1551123834	663.043545310599	859.690424797537	575.839952913823	556.0998331722	456.317210185427	438.830155469233	302.434573415224	265.971587064922	340.847991980748	332.931066862312	552.78572154251
P39660	175.265540749496	515.210051348443	570.229319011319	631.642321553713	151.488087743219	529.732751942073	506.753756349051	526.822337546332	534.703165747492	436.39988401641	423.61943469184	519.924831841602	476.069564703019	424.131938145254	549.885042833911	546.868185349277	514.099422528406	456.097319712104	484.966140955881	454.999384893948
Q6VYY4	387.75639056041	471.169557712469	490.121168468417	494.7342653898	610.493696275554	442.232884984375	495.804721968255	536.241525602311	500.228868700988	366.389836422487	563.997191060891	648.236829384939	400.768063310436	606.72274876288	421.269505276887	551.993169999448	446.198673395078	420.353350071962	454.01340289751	395.265000754737
Q07948	442.126169978967	536.241525602311	497.474292300519	422.187561452119	360.894783666557	514.592750976976	508.458678762527	441.060367770056	487.654298813377	603.549532924753	433.249245073907	366.657720649646	359.928022157402	424.029390407146	402.911445234549	412.692171238296	504.933141772726	569.956981906709	622.535645289219	598.24887797987
O50208	492.718334061546	435.768013614737	454.232333349039	466.093331703594	529.479060191974	438.194930126394	481.249698032573	495.685672418949	461.847512809347	319.804651701004	392.683388688415	472.191129961598	475.726127298616	494.971952701174	522.047468394094	571.319921375699	505.90335358945	487.419980625865	496.162033961707	414.293928232804
Q935Z1	431.995070743468	423.107521532011	462.961234435205	433.249245073907	514.592750976976	501.310723765413	520.174122554448	558.364350480032	522.798620647851	537.655427410104	469.35864850166	518.804442392442	439.890816206354	482.988371349801	406.935018838896	491.064070770616	610.930260195526	567.782796145239	526.696147254174	487.185770031219
Q935Y1	433.039975483572	554.904554687211	619.577586327396	552.389308834605	362.305360365751	473.328695633599	468.342940063694	446.521706790679	487.537126270513	514.592750976976	503.964715508508	454.232333349039	490.356731309758	513.976161207479	468.117512470271	528.338891750748	438.72422344645	518.680097806983	619.430040318636	574.741032153774
Q935X4	507.849147084998	486.83465636493	522.673356632452	461.069432506679	503.843787974643	496.51959292969	501.671840633831	505.660632888211	469.245687730417	459.627748753869	489.650368498682	503.843787974643	436.294511476527	433.877632890151	506.996980291465	591.439304500603	515.951750590859	501.431068341572	536.369914212332	450.415565947468
Q54705	486.016333885318	487.302861879434	462.626848525131	478.480281641618	561.173961609259	474.012493775512	543.477008373526	561.308091765823	465.308413385272	335.468467553075	401.643589004102	506.875354382091	419.134759636455	496.281193060112	540.752762890865	584.704578487195	478.710482445795	442.980580083743	503.843787974643	413.592433509829
Q54704	508.94680998664	479.632345452228	465.868940425089	444.908767963106	545.692018291529	465.084383031924	520.797852577738	568.189845875062	470.150100152202	382.422986792599	420.862091198497	487.06870508122	413.692578014571	487.888725571871	491.064070770616	589.186120144905	503.118804751038	468.568470848455	502.515417115181	430.120295385888
Q935X0	488.005979298443	453.247939325482	468.568470848455	542.697307820116	590.593387385372	467.666969302736	501.431068341572	507.483764648527	505.05432068265	424.029390407146	356.95528508345	457.969620922838	402.325809443363	449.439073152698	520.9226847545	514.716154613921	486.483785271647	438.194930126394	500.469086889991	456.867379944775
Q8GIT2	515.951750590859	547.522665413492	518.307236199192	532.913777065992	540.106072550103	440.20949111279	439.890816206354	423.721888530721	441.699554486575	541.270651856249	410.101868602802	582.754263646009	464.860455869915	535.215479935274	578.458017931993	587.081285810107	458.190374095318	425.672992223234	467.779566214471	450.850212758202
Q8GIS8	411.494719866484	500.94985631682	533.16905092027	555.966902187026	459.517028359519	479.286447594618	427.322660809753	378.353580583835	440.528386095541	491.300067406828	475.840580187279	428.5639068793	420.658524519086	400.67089423748	409.506305413551	489.650368498682	505.175527468907	520.797852577738	501.070117753037	528.212351781778
Q8GIS7	473.328695633599	537.140866976728	565.211332042356	559.834357076535	537.655427410104	423.721888530721	402.325809443363	411.195873836079	452.374632979194	425.364355731137	446.414004376202	609.766759752385	462.626848525131	553.844162443195	516.694475388906	554.109077596328	421.779301791619	353.228822819083	402.813783190645	386.3460696388
Q8GIS6	531.639169383243	468.230213062404	470.150100152202	476.184096819155	476.184096819155	520.174122554448	621.498774801808	589.186120144905	572.139192628761	425.570089917728	405.163893557236	494.259218436234	554.77189904196	403.302319355179	568.597177302569	615.312524938235	608.750453684957	520.423528685095	561.308091765823	670.33033667402
Q8GIS3	400.185386323048	450.524190237178	537.655427410104	452.811084904774	477.675413649821	488.592652382663	472.645841863608	465.420466953037	496.281193060112	546.999021207927	483.104496329404	368.358627403951	389.549803704133	299.392904526776	323.595356198113	460.40350358347	540.364659286518	599.677037309501	600.82193445716	602.112467351161
Q935Y0	481.018328378631	410.499367998648	467.329334088129	416.30444128217	533.424442637642	524.429680559245	482.988371349801	514.346029777378	473.100972888734	484.616559998866	415.800944818763	436.39988401641	402.813783190645	457.969620922838	441.806171680287	472.304768567893	506.267643958339	487.537126270513	546.737379812252	540.364659286518
Q935X8	464.860455869915	417.414176103306	466.205566222996	445.660779492611	501.070117753037	490.121168468417	523.5508106837	538.557049264209	459.074403048758	439.254126622429	403.889305436826	414.193645813571	461.40274199904	468.794105802672	508.092875735763	451.829633057027	493.073513760029	399.409735173845	424.850434497193	406.442303180601
Q935X2	565.076302996308	437.666245684145	517.934631836161	462.070052023393	550.279725252917	479.40172063435	522.047468394094	490.356731309758	503.722887828052	590.452514579558	357.042386887616	486.483785271647	405.360322917205	411.59438118145	400.379522487809	479.863076884855	593.700804806678	536.755257081565	519.302106344427	605.134131791585
Q8GIT7	561.442252733072	457.969620922838	487.302861879434	483.220648207222	529.479060191974	517.686372058589	530.74868828129	575.565033091386	480.555908425934	366.479110624417	401.15696212387	479.863076884855	438.194930126394	485.549312381392	452.047557515265	506.024755999099	490.474553322282	461.291613240859	505.90335358945	403.009130264201
Q8GIR9	363.543885313921	764.066647523223	623.574188356627	513.606547926105	576.390173046195	482.408146012568	601.538567007236	576.527807306761	432.935376634202	358.263918520816	350.222776461185	427.322660809753	352.023496627643	493.784608700948	405.753453553658	307.08906082286	688.234798889563	527.074805672116	440.634733818031	284.115292775919
Q8KPU3	530.621594209063	488.592652382663	448.680976757598	406.146946093385	516.322984612032	508.580669509526	548.046792319775	518.928815343292	448.78920148653	389.928365288497	430.744357479886	457.528419750369	422.800656409726	447.924101052461	460.40350358347	543.737147870611	480.324858127179	519.800229522325	466.654763012538	433.144598296806
O33699	219.46803647381	539.718415456148	329.683650093636	368.448354963091	623.425722917927	594.976565200262	571.729415908859	548.965177142306	557.964085458488	485.432624495481	419.540582318554	495.209750050705	268.496006187418	488.71006847665	332.116406452591	535.215479935274	497.832757982922	591.298237049514	518.680097806983	553.711750838126
Q54765	460.40350358347	508.580669509526	522.422914675946	458.300788339061	468.906962404459	469.471634703944	475.95505899604	456.757295326447	504.44870587448	572.822783898938	402.423359492874	449.222349333026	405.655136660451	562.651093298742	410.101868602802	482.408146012568	443.515386560033	386.721678777126	570.77436930651	549.227844582669
Q8KPT7	561.039862263378	583.728634905097	570.365534513238	764.971330394348	265.773229836429	463.965778646213	392.588081461088	384.566641611342	492.599995603268	485.432624495481	521.922377505396	455.877530473885	393.160254939524	447.708074630181	437.243736326742	531.00296494533	468.455692496025	499.149253035339	512.86808625082	450.306967088799
Q79PG5	415.097022898556	460.625377677984	481.828588729217	449.439073152698	537.912885399549	563.593036557264	474.583047492265	511.271582233434	485.782769336922	560.771756492728	394.785712686041	513.2371894442	445.660779492611	405.262096988876	445.983441692826	540.882190261096	516.942277896801	538.557049264209	548.833888415504	579.563792357567
Q8KPS6	289.936281978581	479.632345452228	479.632345452228	498.071872855996	437.349326986707	546.999021207927	514.592750976976	525.561739921831	522.422914675946	536.498332165862	387.285742198804	448.032151187517	409.903256085783	420.150017651562	468.230213062404	492.718334061546	517.314196599844	596.966343637293	512.991092283221	488.357902356515
Q8KPS4	444.586848153662	459.185021229887	462.292693939719	434.087288347626	474.925695067224	506.632186192343	454.451365035673	464.972406735399	467.779566214471	582.61519595504	417.414176103306	424.029390407146	382.98110717564	405.458571831283	400.865254391025	390.402058039135	435.662786814281	454.670497468354	527.832907935918	554.109077596328
Q8KPR8	576.665473356129	562.920065191958	529.352258087659	532.021243385603	625.656303479784	521.922377505396	613.555985336653	678.499905979292	573.507163042325	424.542365801991	416.102973152691	494.971952701174	430.016368991928	527.832907935918	571.183486286523	576.252570574429	496.51959292969	428.149777049876	518.804442392442	484.849587071993
Q79PF2	416.203695724556	473.214821301117	488.357902356515	426.084840105794	532.786184154117	495.685672418949	475.726127298616	418.121836386527	461.95876970085	598.962546835563	492.00871118665	473.556523526036	439.678489022408	454.999384893948	436.610700987772	365.320146198668	533.296731862673	388.888159422259	433.45861149782	564.536498831421
Q8KPR2	399.603513836858	468.230213062404	495.566650745976	461.180509913719	491.300067406828	478.135179482153	458.300788339061	437.138169630643	500.94985631682	570.229319011319	398.732211163158	361.423140928684	361.863996825867	347.665376702041	356.694100468394	436.927109597216	550.279725252917	488.592652382663	485.782769336922	506.510643911969
Q8KPQ5	318.785192184504	371.873362070068	386.909613191315	384.286390073367	475.726127298616	467.666969302736	481.596952538404	430.744357479886	472.304768567893	681.729938186216	387.379828247109	364.964239270227	366.657720649646	497.832757982922	420.963909261355	330.492702469779	486.250005537521	308.376941552728	595.260426967929	541.918683684419
Q8KPQ2	369.526700543871	486.483785271647	513.483400066745	504.085671407766	589.467314587628	395.265000754737	426.806486483397	443.83656593494	421.983384427726	518.804442392442	409.803984061367	469.245687730417	538.428157413012	380.1982005956	417.515200913311	544.257786811823	644.700482735577	570.229319011319	492.718334061546	518.058804762094
Q8KPQ0	451.829633057027	475.154258503613	473.214821301117	401.643589004102	533.296731862673	529.605891639798	531.130147048083	481.134000001023	501.070117753037	565.886942856273	508.702688132858	550.411347028543	448.572776481589	489.062478147908	468.681275610043	550.148134287975	584.2861244027	575.42762037431	532.148660236426	593.700804806678
Q8GJL5	432.412743801572	441.806171680287	492.955093139927	447.384221572569	556.498810013711	506.389129996987	484.383640029545	476.069564703019	486.133156262311	600.249222036281	454.341836476836	424.029390407146	395.265000754737	368.448354963091	397.187679879393	489.532736240848	637.532012713387	632.996790529848	624.168393919541	627.44632353578
Q79N42	569.004789938702	507.605530428626	508.458678762527	463.965778646213	472.418433583346	491.536173103081	552.125185956208	611.512814429236	492.836699907099	340.93138476541	354.870850355927	535.215479935274	457.969620922838	526.317749993459	518.431494710358	571.183486286523	468.117512470271	448.032151187517	454.341836476836	348.005343747477
Q8GJN7	325.107456057902	313.270901335186	674.803711055131	594.551017811588	149.078404674245	606.144604369475	638.442822998195	597.251121411492	425.261523850053	266.037736625732	189.516323850691	253.043184834938	241.603052601296	293.032964566273	421.371417728031	589.60795998125	709.962523203279	867.841933662238	476.184096819155	382.515953386045
Q8GJM6	543.607063205785	477.905243747671	549.622072666349	501.310723765413	394.211294918246	512.499237856907	513.360280572776	478.825622461621	498.550432716617	603.693421754207	454.670497468354	491.890535584845	437.243736326742	462.8497467081	453.029461742105	439.042092384512	704.260138506707	598.962546835563	543.477008373526	586.241385092285
Q8GJM5	433.249245073907	447.708074630181	398.925677806861	383.91302229005	534.191323012083	481.249698032573	519.42659422402	502.756688736148	464.30108936587	501.792268349931	424.542365801991	455.548036615778	387.850585179697	426.909673909995	424.645031403193	571.04708249709	572.412534748545	544.388021128544	510.903836666392	525.435839641351
Q8GJL3	269.632522339923	551.729229050805	436.821615770831	498.550432716617	483.569264740917	441.912812837864	457.418183034854	447.600098832014	446.521706790679	426.703323020663	478.595368839127	475.611700819112	338.769410305102	303.106108904836	589.889348580189	693.481996808342	577.630022853784	750.798402957716	645.314154782189	551.201711991145
Q31SD5	262.160861002742	617.220927467772	736.35741914534	566.157404910675	1025.75510725141	541.789017653651	483.220648207222	525.184126132799	464.972406735399	591.157202365343	461.625076297582	440.31576498745	384.379785571099	382.608941009006	407.823338302372	458.853242979624	430.016368991928	430.536241089444	523.174585820749	582.198184593059
Q31SD1	418.121836386527	466.317826662497	418.223023563947	470.036957451205	652.101985699596	480.787065339438	491.536173103081	531.511869906455	483.801809602384	396.417545309832	377.801849260763	481.596952538404	425.672992223234	467.779566214471	525.813627046142	578.319939606328	508.580669509526	471.850370641426	499.388974340926	462.181360266035
Q31SD0	478.250186963131	457.748969474522	480.787065339438	528.338891750748	551.729229050805	484.966140955881	427.942855429299	474.811452962766	447.168444081054	466.093331703594	405.753453553658	468.681275610043	370.788541355026	471.509846558384	451.502934168127	531.00296494533	498.191471617975	500.469086889991	545.561483203844	584.2861244027
Q31SC6	484.0344610786	454.889730647081	473.214821301117	429.600901587564	581.365026035428	428.046304502184	425.05593197948	391.066144189994	433.144598296806	725.274341171331	590.170866779625	420.353350071962	467.554398311101	366.389836422487	350.907738562279	331.384814092701	367.015188163694	299.614493011138	370.337417186018	777.74686908273
Q31SC4	607.012020984501	462.961234435205	347.92032239808	336.04394022001	386.3460696388	359.401729211114	392.969442416186	381.958475136787	649.471259446464	764.428395766138	470.376463803554	400.865254391025	283.69366665813	304.003657390869	309.517501240737	352.970211629744	446.629434636197	485.782769336922	695.129691065782	837.65706240926
Q31SC2	435.768013614737	494.259218436234	438.194930126394	450.198392683054	518.680097806983	508.580669509526	492.00871118665	499.149253035339	463.519057470691	474.697236778407	445.875863010144	450.415565947468	387.850585179697	424.029390407146	434.192152755749	628.642420704663	608.02552279061	543.346983373834	528.212351781778	514.469376194481
Q31SB6	360.455042822706	479.286447594618	508.580669509526	501.190406576529	351.937550468662	451.067686304522	413.792745016004	417.010311122298	418.729310105975	532.913777065992	485.315963507785	389.171590818465	397.187679879393	368.358627403951	409.109720557061	481.94444668289	446.844963686004	490.946112799835	463.519057470691	556.232794968058
Q31SB1	407.230920737258	449.222349333026	485.432624495481	449.547472475508	510.658813966892	504.085671407766	513.360280572776	519.551110469005	484.616559998866	466.654763012538	450.524190237178	525.058312904729	448.897450668387	543.737147870611	507.849147084998	520.548274298506	446.414004376202	466.542424812739	449.222349333026	510.5363449207
Q31SA9	394.59415190323	389.928365288497	413.292138888209	422.494003049762	510.046750433618	449.005725281284	439.042092384512	399.991339655989	438.194930126394	508.336716380919	446.091044828432	424.234509358169	383.91302229005	386.439939523257	414.494563495693	453.138688062802	523.80177202031	557.297591183678	561.71066758868	603.693421754207
Q31SA7	424.439723186538	418.020672194855	457.85928248316	422.391832375741	505.781979545193	466.879516194318	494.496687138467	466.767126643378	439.997016722242	533.935578683548	408.119853969125	384.660101664794	544.127581838611	619.872779580022	545.170058892425	592.145128369235	598.676980699096	665.727503133877	604.125286311254	624.46570186103
Q31SA6	201.083200479748	217.425689629931	204.332358785668	293.684996892801	497.474292300519	660.056234293973	726.478613441749	809.452806104593	418.628006532637	265.508966598248	88.6117498510338	155.879096851533	163.886894415008	220.245365582655	599.248244039702	972.433678479002	1070.06289531002	1195.63762423246	310.814906384485	161.220215027792
Q31S93	436.083839755532	461.625076297582	498.670142005812	465.420466953037	502.033206922073	482.408146012568	449.005725281284	442.980580083743	474.240636132551	575.015572466832	543.216988206709	443.515386560033	409.803984061367	435.452406083081	413.092057239519	435.768013614737	458.521694097787	503.118804751038	503.964715508508	594.409234378886
Q31S91	486.016333885318	484.966140955881	483.336826983257	506.996980291465	527.201083505742	478.020198410333	481.712757184703	504.44870587448	467.554398311101	384.099663144562	431.68206842633	454.670497468354	387.191677180014	397.76621258523	458.963810298671	544.388021128544	502.394823119198	535.087357373065	537.012300838479	522.548120982444
Q31S90	553.050149104339	486.600715241506	445.768308780386	498.071872855996	555.966902187026	481.828588729217	512.499237856907	548.046792319775	457.087624985496	377.342655137793	322.722948741309	617.367964366656	600.392350868859	628.642420704663	591.721536725419	599.534073289631	397.959234185718	403.204566835457	359.138854899014	236.686091420455
Q31S88	418.830637643179	601.538567007236	603.981298202929	569.412684272518	491.654267032119	450.415565947468	408.614502386529	356.781142118368	376.975679837855	480.324858127179	510.169106507301	457.197785896947	374.416296946579	381.216368019599	362.305360365751	566.157404910675	658.489206809232	534.191323012083	491.536173103081	454.889730647081
Q31S84	547.391709246456	454.670497468354	465.420466953037	445.445795253949	340.348040702256	451.938583059684	485.899537917483	515.951750590859	439.148097277009	287.296126188915	476.986558643235	501.190406576529	433.353916303931	435.557584466748	466.991932154415	603.405677351275	502.394823119198	450.415565947468	472.98715088551	435.242121696402
Q31S83	391.731301867981	420.251672368888	433.982448881485	354.351539208486	565.076302996308	489.062478147908	508.94680998664	487.419980625865	462.961234435205	571.865976686064	479.40172063435	412.992051138325	394.306976275309	362.040481402946	382.330041717725	396.802435310914	525.435839641351	521.672281802294	490.592402722081	628.492787883373
Q31S82	489.18000183476	548.177899605881	551.465409877724	459.185021229887	335.140042287744	524.052848774722	512.007836787804	522.548120982444	473.8984619662	474.012493775512	414.494563495693	507.849147084998	464.30108936587	502.515417115181	476.184096819155	532.276106430759	499.62880617373	513.114126681014	503.602015557794	516.199211246877
Q31S80	507.727324574116	422.289685176527	490.946112799835	423.926866143844	270.639032076958	483.104496329404	588.202959037774	577.905894384021	524.806773011938	493.784608700948	795.793961780261	434.506889763312	427.322660809753	521.672281802294	572.686003045417	595.828542239106	828.21602028609	734.092931181017	589.045571584862	782.174672016652
Q31S75	405.262096988876	672.24396626058	461.291613240859	473.328695633599	648.699474304536	544.388021128544	713.676161865268	761.89965238857	653.809716286859	397.76621258523	255.581456049793	267.896119721213	146.393183123856	401.448870859751	193.28703172471	649.008081453124	902.271895601388	787.55768343128	961.284962499352	1039.83202908521
Q31S69	445.445795253949	421.065751288078	479.40172063435	495.209750050705	558.764892308675	469.471634703944	476.986558643235	474.240636132551	437.349326986707	458.521694097787	488.71006847665	430.016368991928	364.342190629988	445.01612412418	390.117777148351	473.214821301117	566.29268288749	451.829633057027	527.58009062238	505.90335358945
Q31S66	500.709416095268	504.811991228194	506.024755999099	481.828588729217	267.231035401998	476.757152070027	483.801809602384	499.988760550144	488.357902356515	500.589237798992	458.853242979624	454.232333349039	431.36928227304	472.304768567893	466.205566222996	590.87522983058	469.810750298567	460.625377677984	477.560538703691	547.653651902153
Q31S65	475.268579346487	468.681275610043	479.978482459434	477.101302032634	521.422301027934	493.547467667895	479.747697719433	464.189293531924	459.295664842057	519.924831841602	439.360180909832	381.772820224168	386.064589096867	329.926170280899	480.555908425934	436.610700987772	500.228868700988	543.737147870611	557.43082831946	485.666027654578
Q31S62	484.616559998866	433.249245073907	450.524190237178	419.337624027891	550.148134287975	486.717672109581	513.360280572776	531.257358983404	485.432624495481	506.753756349051	498.311097767228	456.317210185427	322.248020628953	450.306967088799	382.237117672366	553.579369554682	582.61519595504	522.548120982444	540.493997648106	583.032495372466
Q31S61	265.376926677623	493.666024735313	564.401625305969	593.700804806678	250.528184489688	487.888725571871	446.737186934638	450.850212758202	517.810487764679	511.271582233434	458.853242979624	438.72422344645	402.911445234549	396.802435310914	458.632184634653	497.116074081706	510.781310889417	542.567462304886	552.5214162453	488.005979298443
Q31S60	483.685523722542	443.83656593494	436.716146397369	445.01612412418	499.508876319162	510.903836666392	501.671840633831	512.74510858381	492.245143084908	441.699554486575	453.575844232592	417.919531477991	367.462485939162	410.996757588827	449.547472475508	483.569264740917	480.324858127179	525.939614379031	522.798620647851	589.467314587628
Q31S59	415.197513656702	444.586848153662	536.369914212332	415.197513656702	404.183102427494	478.825622461621	490.592402722081	447.49214797583	447.708074630181	543.477008373526	540.882190261096	382.794981299706	513.360280572776	315.977947609257	380.845826994291	474.354747169337	510.291490946375	521.172435182316	467.666969302736	564.131971665233
Q31S58	423.005209520089	454.01340289751	453.466517165848	403.497890906576	530.875812186085	492.599995603268	509.557606369395	474.925695067224	476.642487908102	560.6377495789	452.811084904774	434.297040638679	394.68992129082	398.442177966544	407.527027062063	503.48117116387	575.977460508244	555.435483907879	548.702630499387	566.698703149214
Q31S56	458.411228502904	443.194428728617	501.551440305006	455.548036615778	521.422301027934	470.716204414913	440.634733818031	435.768013614737	496.51959292969	571.865976686064	430.640287302732	418.425468343207	382.051334626426	432.830801748699	441.486393946981	474.240636132551	520.548274298506	534.959264154365	545.822583211782	569.004789938702
Q31S55	415.599708503004	368.897303310926	436.39988401641	403.302319355179	604.269307675556	487.185770031219	517.190195333438	502.877366361131	512.622159282192	392.969442416186	409.307967258338	463.407441610265	394.019998716072	467.104373545554	493.191961278348	590.734292469046	477.101302032634	501.431068341572	509.802121915252	512.622159282192
Q31S51	438.93611194494	413.692578014571	427.21937850581	455.657842470773	508.824735121582	469.471634703944	529.732751942073	539.33102587718	472.418433583346	393.064837674039	302.882109362172	439.784640632448	407.132264437467	494.615462325967	486.951667029438	535.34363233005	424.747720968261	439.042092384512	454.999384893948	378.169585535694
Q31S49	421.473353653982	449.547472475508	463.742366462782	415.398564619298	450.524190237178	488.123259923231	505.175527468907	496.162033961707	492.481684043207	547.391709246456	431.68206842633	244.463450497332	248.346481410338	283.553254056344	316.133296056991	526.696147254174	525.561739921831	543.477008373526	447.27632060035	609.330999355494
Q31S48	440.95392223587	478.480281641618	494.1405249215	430.744357479886	536.626779951959	489.768028143792	478.825622461621	441.486393946981	483.569264740917	558.497833612229	463.184286671595	377.342655137793	347.92032239808	324.469975666417	341.014796134294	471.850370641426	584.007315587238	617.220927467772	608.605400407264	620.90702724681
Q31S47	545.953177964602	494.971952701174	459.074403048758	536.369914212332	550.01657364466	494.496687138467	510.903836666392	529.479060191974	490.710279020097	390.876296089977	515.704403885467	485.549312381392	361.070821733244	478.595368839127	368.897303310926	410.598799945186	434.297040638679	443.622421898745	452.047557515265	468.906962404459
Q31S45	675.284714251913	546.868185349277	535.728266553547	438.406574584703	466.430113022097	465.084383031924	416.30444128217	362.305360365751	417.919531477991	590.170866779625	604.557449683032	496.162033961707	419.845194837485	396.129110845386	375.785342799738	784.954500462625	856.65291290616	707.105750697747	745.836648910784	1206.33214817926
Q31S42	623.72268851848	492.00871118665	618.545479269571	484.383640029545	302.50911962106	495.447656460277	434.401952974534	424.542365801991	432.203859589318	562.785563840008	524.932528531108	490.828182216328	484.966140955881	446.737186934638	439.254126622429	458.411228502904	463.07274759335	476.413239789842	486.483785271647	578.734270927845
Q31S41	411.893502551779	430.952569725789	463.854059594448	422.494003049762	539.718415456148	512.499237856907	529.859641587856	528.972026857648	448.572776481589	527.327390193818	417.717319490566	444.372358353123	423.61943469184	423.721888530721	505.660632888211	521.922377505396	493.784608700948	541.141134988317	513.606547926105	426.393974459422
Q31S39	454.560918536493	458.742701091618	447.060592503741	433.249245073907	528.71868527342	485.432624495481	496.162033961707	520.673049255426	496.758102837425	464.748531413589	419.337624027891	433.668073777196	384.660101664794	415.499124823748	423.82436535535	540.364659286518	531.639169383243	518.307236199192	545.170058892425	504.085671407766
Q31S38	449.6558967403	439.678489022408	437.560582154467	395.648828520802	540.882190261096	477.560538703691	495.685672418949	461.625076297582	462.626848525131	546.475858724963	445.123504738178	404.183102427494	381.680024801189	391.446103014432	398.635511097283	427.529297309238	471.963930998365	546.737379812252	508.092875735763	585.542354245926
Q31S37	363.987184058206	444.372358353123	466.093331703594	475.840580187279	464.412911119915	524.932528531108	541.270651856249	513.852928251943	505.296761642439	486.250005537521	327.829884688313	393.733219714578	404.673215805623	458.411228502904	488.475263675951	583.032495372466	574.603809191388	571.319921375699	585.262966874283	519.67565556844
Q31S36	397.187679879393	539.201955519639	439.890816206354	406.737864694261	348.345623790339	415.599708503004	447.600098832014	479.286447594618	463.519057470691	401.740982065842	406.737864694261	438.300740373616	417.818413746875	451.394084422458	446.952765868411	613.1176084769	532.403581479541	474.012493775512	591.298237049514	475.154258503613
