Entry	Entry.Name	Gene.Names	Cross-reference	Gene.Names2	Gene.Names3
A0A1Y5I3M5	A0A1Y5I3M5_OSTTA	BE221DRAFT_1595	KZ155838;		
A0A090M0D1	A0A090M0D1_OSTTA	OT_ostta04g04440	CAID01000004;		
A0A090N397	A0A090N397_OSTTA	OT_ostta04g04860	CAID01000004;		
A0A090LZM1	A0A090LZM1_OSTTA	OT_ostta04g00730	CAID01000004;		
A0A1Y5HZ76	A0A1Y5HZ76_OSTTA	BE221DRAFT_62976	KZ155838;		
A0A090M5N7	A0A090M5N7_OSTTA	OT_ostta04g00125	CAID01000004;		
A0A090N3N7	A0A090N3N7_OSTTA	OT_ostta06g03280	CAID01000006;		
A0A1Y5I457	A0A1Y5I457_OSTTA	BE221DRAFT_78447	KZ155825;		
A0A096PA31	A0A096PA31_OSTTA	OT_ostta18g01720	CAID01000018;		
A0A090N4I0	A0A090N4I0_OSTTA	OT_ostta12g01950	CAID01000012;		
A0A096P7Z5	A0A096P7Z5_OSTTA	OT_ostta16g01590	CAID01000016;		
Q016R7	Q016R7_OSTTA	OT_ostta06g03110	CAID01000006;		
Q00WV2	Q00WV2_OSTTA	OT_ostta13g02200	CAID01000013;		
Q00UI0	Q00UI0_OSTTA	OT_ostta16g00720	CAID01000016;		
A0A1Y5HZG4	A0A1Y5HZG4_OSTTA	BE221DRAFT_209090	KZ155838;		
A0A090N4N1	A0A090N4N1_OSTTA	OT_ostta02g01870	CAID01000002;		
A0A096P799	A0A096P799_OSTTA	OT_ostta03g00880	CAID01000003;		
Q00WK5	Q00WK5_OSTTA	OT_ostta14g00060	CAID01000014;		
A0A090M4A2	A0A090M4A2_OSTTA	OT_ostta01g04680	CAID01000001;		
A0A1Y5IHE9	A0A1Y5IHE9_OSTTA	BE221DRAFT_74695	KZ155784;		
Q01G54	Q01G54_OSTTA	OT_ostta01g03880	CAID01000001;		
A0A090M259	A0A090M259_OSTTA	OT_ostta01g02240	CAID01000001;		
A0A1Y5II09	A0A1Y5II09_OSTTA	BE221DRAFT_65751	KZ155771;		
Q018C1	Q018C1_OSTTA	OT_ostta05g04830	CAID01000005;		
A0A1Y5HZG2	A0A1Y5HZG2_OSTTA	BE221DRAFT_61601	KZ155838;		
A0A096PA39	A0A096PA39_OSTTA	OT_ostta18g01865	CAID01000018;		
A0A090M918	A0A090M918_OSTTA	OT_ostta07g01230	CAID01000007;		
Q01CY4	Q01CY4_OSTTA	OT_ostta03g01710	CAID01000003;		
Q00VG7	Q00VG7_OSTTA	OT_ostta15g00420	CAID01000015;		
Q015U0	Q015U0_OSTTA	OT_ostta07g00700	CAID01000007;		
A0A1Y5IBR0	A0A1Y5IBR0_OSTTA	BE221DRAFT_208653	KZ155812;		
A0A1Y5I7Q1	A0A1Y5I7Q1_OSTTA	BE221DRAFT_208579	KZ155804;		
A0A1Y5I6N7	A0A1Y5I6N7_OSTTA	BE221DRAFT_199931	KZ155826;		
A0A1Y5HXB3	A0A1Y5HXB3_OSTTA	BE221DRAFT_64295	KZ155839;		
A0A090LYW6	A0A090LYW6_OSTTA	OT_ostta03g03560	CAID01000003;		
Q01BI8	Q01BI8_OSTTA	OT_ostta04g00510	CAID01000004;		
A0A1Y5IID8	A0A1Y5IID8_OSTTA	BE221DRAFT_189686	KZ155774;		
A0A090M669	A0A090M669_OSTTA	OT_ostta11g02460	CAID01000011;		
A0A090N3U6	A0A090N3U6_OSTTA	OT_ostta07g02600	CAID01000007;		
Q01A19	Q01A19_OSTTA	OT_ostta05g00010	CAID01000005;		
Q00ZV9	Q00ZV9_OSTTA	OT_ostta10g02130	CAID01000010;		
A0A090M4J1	A0A090M4J1_OSTTA	OT_ostta09g02910	CAID01000009;		
A0A1Y5IHJ6	A0A1Y5IHJ6_OSTTA	BE221DRAFT_171302	KZ155772;		
A0A1Y5IEC8	A0A1Y5IEC8_OSTTA	BE221DRAFT_74468	KZ155783;		
A0A1Y5IH92	A0A1Y5IH92_OSTTA	BE221DRAFT_203235	KZ155772;		
A0A090M4W9	A0A090M4W9_OSTTA	OT_ostta09g04480	CAID01000009;		
A0A096P8B7	A0A096P8B7_OSTTA	OT_ostta17g00560	CAID01000017;		
A0A454XJW6	A0A454XJW6_OSTTA	BE221DRAFT_203276	KZ155772;		
A0A090M7F9	A0A090M7F9_OSTTA	OT_ostta07g01160	CAID01000007;		
A0A090M4X6	A0A090M4X6_OSTTA	OT_ostta10g00565	CAID01000010;		
A0A090LZH5	A0A090LZH5_OSTTA	OT_ostta03g05885	CAID01000003;		
A0A1Y5IAD6	A0A1Y5IAD6_OSTTA	BE221DRAFT_74365	KZ155783;		
A0A1Y5I467	A0A1Y5I467_OSTTA	BE221DRAFT_78327	KZ155825;		
A0A1Y5I5F0	A0A1Y5I5F0_OSTTA	BE221DRAFT_148483	KZ155807;		
A0A1Y5I961	A0A1Y5I961_OSTTA	BE221DRAFT_213187	KZ155785;		
A0A1Y5IEH0	A0A1Y5IEH0_OSTTA	BE221DRAFT_69795	KZ155776;		
A0A1Y5HYX4	A0A1Y5HYX4_OSTTA	BE221DRAFT_187094	KZ155838;		
A0A1Y5I2R7	A0A1Y5I2R7_OSTTA	BE221DRAFT_174131	KZ155826;		
A0A1Y5IAH6	A0A1Y5IAH6_OSTTA	BE221DRAFT_198826	KZ155783;		
A0A096P9V2	A0A096P9V2_OSTTA	OT_ostta20g00090	CAID01000020;		
A0A1Y5I620	A0A1Y5I620_OSTTA	BE221DRAFT_46714	KZ155795;		
A0A1Y5I6B5	A0A1Y5I6B5_OSTTA	BE221DRAFT_98645	KZ155825;		
A0A1Y5IBE9	A0A1Y5IBE9_OSTTA	BE221DRAFT_72504	KZ155780;		
Q012T7	Q012T7_OSTTA	OT_ostta08g03615	CAID01000008;		
A0A1Y5IDF8	A0A1Y5IDF8_OSTTA	BE221DRAFT_192808	KZ155785;		
A0A090LXF5	A0A090LXF5_OSTTA	OT_ostta01g01540	CAID01000001;		
A0A1Y5IDS9	A0A1Y5IDS9_OSTTA	BE221DRAFT_72687	KZ155780;		
A0A1Y5IAN1	A0A1Y5IAN1_OSTTA	BE221DRAFT_73970	KZ155782;		
A0A1Y5I3E1	A0A1Y5I3E1_OSTTA	BE221DRAFT_62186	KZ155838;		
A0A096P8S9	A0A096P8S9_OSTTA	OT_ostta17g02170	CAID01000017;		
A0A454XMR4	A0A454XMR4_OSTTA	BE221DRAFT_79762	KZ155826;		
A0A090M3A0	A0A090M3A0_OSTTA	OT_ostta01g00190	CAID01000001;		
A0A1Y5HXN0	A0A1Y5HXN0_OSTTA	BE221DRAFT_63803	KZ155839;		
A0A090M707	A0A090M707_OSTTA	OT_ostta12g03060	CAID01000012;		
Q016S0	Q016S0_OSTTA	OT_ostta06g03080	CAID01000006;		
A0A454XTM7	A0A454XTM7_OSTTA	BE221DRAFT_16037	KZ155791;		
A0A1Y5IB31	A0A1Y5IB31_OSTTA	BE221DRAFT_73675	KZ155782;		
A0A1Y5IN74	A0A1Y5IN74_OSTTA	BE221DRAFT_68884	KZ155774;		
A0A1Y5IFA9	A0A1Y5IFA9_OSTTA	BE221DRAFT_71397	KZ155778;		
A0A1Y5I5W8	A0A1Y5I5W8_OSTTA	BE221DRAFT_82083	KZ155793;		
A0A1Y5ILD1	A0A1Y5ILD1_OSTTA	BE221DRAFT_210058	KZ155771;		
A0A090MD30	A0A090MD30_OSTTA	OT_ostta08g03850	CAID01000008;		
A0A090LY30	A0A090LY30_OSTTA	OT_ostta01g04260	CAID01000001;		
A0A096PBB5	A0A096PBB5_OSTTA	OT_ostta19g00170	CAID01000019;		
A0A090M4M2	A0A090M4M2_OSTTA	OT_ostta09g03740	CAID01000009;		
A0A090M6H4	A0A090M6H4_OSTTA	OT_ostta04g04710	CAID01000004;		
A0A1Y5IIN6	A0A1Y5IIN6_OSTTA	BE221DRAFT_66476	KZ155771;		
A0A096P7C0	A0A096P7C0_OSTTA	OT_ostta13g00920	CAID01000013;		
A0A1Y5IP44	A0A1Y5IP44_OSTTA	BE221DRAFT_203027	KZ155772;		
A0A1Y5IBV6	A0A1Y5IBV6_OSTTA	BE221DRAFT_191612	KZ155780;		
A0A1Y5I5B8	A0A1Y5I5B8_OSTTA	BE221DRAFT_148561	KZ155805;		
A0A1Y5IC99	A0A1Y5IC99_OSTTA	BE221DRAFT_145527	KZ155780;		
A0A1Y5I0D2	A0A1Y5I0D2_OSTTA	BE221DRAFT_195005	KZ155835;		
A0A1Y5IA58	A0A1Y5IA58_OSTTA	BE221DRAFT_74548	KZ155784;		
A0A1Y5ID09	A0A1Y5ID09_OSTTA	BE221DRAFT_192797	KZ155785;		
A0A1Y5I9R4	A0A1Y5I9R4_OSTTA	BE221DRAFT_199430	KZ155790;		
A0A096PBT9	A0A096PBT9_OSTTA	OT_ostta14g01760	CAID01000014;		
A0A1Y5IEG8	A0A1Y5IEG8_OSTTA	BE221DRAFT_69989	KZ155776;		
A0A090MAR1	A0A090MAR1_OSTTA	OT_ostta09g03980	CAID01000009;		
A0A096P8S4	A0A096P8S4_OSTTA	OT_ostta16g00530	CAID01000016;		
A0A090MEE7	A0A090MEE7_OSTTA	OT_ostta08g00220	CAID01000008;		
A0A1Y5I898	A0A1Y5I898_OSTTA	BE221DRAFT_75986	KZ155785;		
A0A090MC72	A0A090MC72_OSTTA	OT_ostta02g04100	CAID01000002;		
A0A096PBP5	A0A096PBP5_OSTTA	OT_ostta14g01060	CAID01000014;		
A0A090M5R4	A0A090M5R4_OSTTA	OT_ostta11g01090	CAID01000011;		
Q016V8	Q016V8_OSTTA	OT_ostta06g02720	CAID01000006;		
A0A090M902	A0A090M902_OSTTA	OT_ostta09g03770	CAID01000009;		
A0A1Y5IGV0	A0A1Y5IGV0_OSTTA	BE221DRAFT_203082	KZ155772;		
A0A1Y5ILX2	A0A1Y5ILX2_OSTTA	BE221DRAFT_70145	KZ155776;		
A0A096P8H1	A0A096P8H1_OSTTA	OT_ostta16g00970	CAID01000016;		
A0A090M8K5	A0A090M8K5_OSTTA	OT_ostta08g01840	CAID01000008;		
A0A454Y345	A0A454Y345_OSTTA	BE221DRAFT_142921	KZ155839;		
A0A1Y5ILP3	A0A1Y5ILP3_OSTTA	BE221DRAFT_70069	KZ155776;		
A0A090M0P2	A0A090M0P2_OSTTA	OT_ostta05g00120	CAID01000005;		
A0A090MCD2	A0A090MCD2_OSTTA	OT_ostta08g00270	CAID01000008;		
Q01BV8	Q01BV8_OSTTA	OT_ostta03g05530	CAID01000003;		
A0A096P8R9	A0A096P8R9_OSTTA	OT_ostta16g01860	CAID01000016;		
A0A096P8X1	A0A096P8X1_OSTTA	OT_ostta16g01390	CAID01000016;		
A0A1Y5IA54	A0A1Y5IA54_OSTTA	BE221DRAFT_193274	KZ155791;		
A0A090M5M3	A0A090M5M3_OSTTA	OT_ostta10g03400	CAID01000010;		
Q014C6	Q014C6_OSTTA	OT_ostta08g00120	CAID01000008;		
A0A090N4X9	A0A090N4X9_OSTTA	OT_ostta08g03620	CAID01000008;		
A0A1Y5IGG5	A0A1Y5IGG5_OSTTA	BE221DRAFT_189997	KZ155774;		
A0A1Y5ICJ2	A0A1Y5ICJ2_OSTTA	BE221DRAFT_71924	KZ155778;		
Q01FF5	Q01FF5_OSTTA	OT_ostta01g06390	CAID01000001;		
A0A090N3E4	A0A090N3E4_OSTTA	OT_ostta05g02340	CAID01000005;		
A0A1Y5IL10	A0A1Y5IL10_OSTTA	BE221DRAFT_70809	KZ155777;		
A0A454Y0R3	A0A454Y0R3_OSTTA	BE221DRAFT_194755	KZ155832;		
A0A1Y5I1C7	A0A1Y5I1C7_OSTTA	BE221DRAFT_142168	KZ155838;		
A0A1Y5IIU8	A0A1Y5IIU8_OSTTA	BE221DRAFT_46432	KZ155780;		
A0A454Y4Z3	A0A454Y4Z3_OSTTA	BE221DRAFT_204058	KZ155776;		
A0A1Y5I4X6	A0A1Y5I4X6_OSTTA	BE221DRAFT_85988	KZ155839;		
Q015I8	Q015I8_OSTTA	OT_ostta07g01780	CAID01000007;		
A0A090LXX1	A0A090LXX1_OSTTA	OT_ostta01g02720	CAID01000001;		
A0A1Y5IJL9	A0A1Y5IJL9_OSTTA	LIP1 BE221DRAFT_216755	KZ155774;		LIP1
Q015V6	Q015V6_OSTTA	OT_ostta07g00520	CAID01000007;		
A0A1Y5I902	A0A1Y5I902_OSTTA	BE221DRAFT_200758	KZ155815;		
Q012Q0	Q012Q0_OSTTA	OT_ostta08g04040	CAID01000008;		
A0A090M7M3	A0A090M7M3_OSTTA	OT_ostta07g01990	CAID01000007;		
A0A090M152	A0A090M152_OSTTA	OT_ostta05g01410	CAID01000005;		
A0A1Y5IL56	A0A1Y5IL56_OSTTA	BE221DRAFT_109590	KZ155776;		
Q00V10	Q00V10_OSTTA	OT_ostta15g01930	CAID01000015;		
A0A096P9B9	A0A096P9B9_OSTTA	OT_ostta18g01947	CAID01000018;		
A0A090M8T6	A0A090M8T6_OSTTA	OT_ostta06g04350	CAID01000006;		
A0A1Y5IIE0	A0A1Y5IIE0_OSTTA	BE221DRAFT_9564	KZ155781;		
Q00VZ5	Q00VZ5_OSTTA	OT_ostta14g01830	CAID01000014;		
A0A090M906	A0A090M906_OSTTA	OT_ostta09g03830	CAID01000009;		
A0A090M983	A0A090M983_OSTTA	OT_ostta07g02330	CAID01000007;		
A0A090ME75	A0A090ME75_OSTTA	OT_ostta02g04300	CAID01000002;		
A0A1Y5IHM5	A0A1Y5IHM5_OSTTA	BE221DRAFT_66678	KZ155771;		
A0A1Y5HWM1	A0A1Y5HWM1_OSTTA	BE221DRAFT_65010	KZ155840;		
Q00T84	Q00T84_OSTTA	OT_ostta17g01890	CAID01000017;		
A0A096PBK5	A0A096PBK5_OSTTA	OT_ostta14g01410	CAID01000014;		
A0A1Y5I0M9	A0A1Y5I0M9_OSTTA	BE221DRAFT_81669	KZ155835;		
A0A1Y5IF62	A0A1Y5IF62_OSTTA	BE221DRAFT_215225	KZ155775;		
A0A454XQ01	A0A454XQ01_OSTTA	BE221DRAFT_190408	KZ155776;		
A0A1Y5I7Z4	A0A1Y5I7Z4_OSTTA	BE221DRAFT_195304	KZ155787;		
A0A1Y5IHS1	A0A1Y5IHS1_OSTTA	BE221DRAFT_143158	KZ155771;		
A0A1Y5IEE8	A0A1Y5IEE8_OSTTA	BE221DRAFT_70514	KZ155776;		
A0A1Y5IF01	A0A1Y5IF01_OSTTA	BE221DRAFT_204411	KZ155778;		
A0A1Y5I9N0	A0A1Y5I9N0_OSTTA	BE221DRAFT_83045	KZ155827;		
A0A454XZA7	A0A454XZA7_OSTTA	BE221DRAFT_72262	KZ155778;		
A0A1Y5IND9	A0A1Y5IND9_OSTTA	BE221DRAFT_197062	KZ155771;		
Q012P8	Q012P8_OSTTA	OT_ostta08g04060	CAID01000008;		
A0A1Y5IID3	A0A1Y5IID3_OSTTA	BE221DRAFT_143318	KZ155771;		
A0A1Y5IMA5	A0A1Y5IMA5_OSTTA	BE221DRAFT_66041	KZ155771;		
A0A1Y5I4D0	A0A1Y5I4D0_OSTTA	BE221DRAFT_61623	KZ155838;		
A0A090N3Q2	A0A090N3Q2_OSTTA	OT_ostta06g04230	CAID01000006;		
A0A1Y5I3R1	A0A1Y5I3R1_OSTTA	BE221DRAFT_62479	KZ155838;		
A0A090M6D2	A0A090M6D2_OSTTA	OT_ostta12g00655	CAID01000012;		
A0A090M417	A0A090M417_OSTTA	OT_ostta04g00080	CAID01000004;		
A0A1Y5I4A7	A0A1Y5I4A7_OSTTA	OT_ostta16g02065	CAID01000016;		
A0A090N4E1	A0A090N4E1_OSTTA	OT_ostta11g02710	CAID01000011;		
A0A098E5M8	A0A098E5M8_OSTTA	OT_ostta18g00275	CAID01000018;		
A0A454Y5A7	A0A454Y5A7_OSTTA	BE221DRAFT_72241	KZ155778;		
A0A090M2U8	A0A090M2U8_OSTTA	OT_ostta01g05320	CAID01000001;		
A0A090M6W2	A0A090M6W2_OSTTA	OT_ostta12g03110	CAID01000012;		
Q018H4	Q018H4_OSTTA	OT_ostta05g04350	CAID01000005;		
A0A090N4B9	A0A090N4B9_OSTTA	OT_ostta11g01230	CAID01000011;		
A0A090MCY5	A0A090MCY5_OSTTA	OT_ostta12g01900	CAID01000012;		
A0A090M5L7	A0A090M5L7_OSTTA	OT_ostta05g02180	CAID01000005;		
A0A1Y5IRT3	A0A1Y5IRT3_OSTTA	BE221DRAFT_66889	KZ155771;		
Q010C0	Q010C0_OSTTA	OT_ostta10g01550	CAID01000010;		
A0A096P9X5	A0A096P9X5_OSTTA	OT_ostta20g00540	CAID01000020;		
A0A096P8T2	A0A096P8T2_OSTTA	OT_ostta16g01960	CAID01000016;		
A0A090M8M2	A0A090M8M2_OSTTA	OT_ostta08g02090	CAID01000008;		
A0A090N430	A0A090N430_OSTTA	OT_ostta09g03400	CAID01000009;		
A0A1Y5I6M2	A0A1Y5I6M2_OSTTA	BE221DRAFT_77374	KZ155791;		
A0A454XU42	A0A454XU42_OSTTA	BE221DRAFT_81175	KZ155832;		
A0A454Y4H2	A0A454Y4H2_OSTTA	BE221DRAFT_194051	KZ155826;		
A0A090M2L9	A0A090M2L9_OSTTA	OT_ostta06g03325	CAID01000006;		
A0A090M9G5	A0A090M9G5_OSTTA	OT_ostta10g01460	CAID01000010;		
A0A1Y5I1W5	A0A1Y5I1W5_OSTTA	BE221DRAFT_81064	KZ155832;		
A0A454Y0A4	A0A454Y0A4_OSTTA	BE221DRAFT_193484	KZ155795;		
A0A096P893	A0A096P893_OSTTA	OT_ostta16g02490	CAID01000016;		
A0A090M7N1	A0A090M7N1_OSTTA	OT_ostta05g04240	CAID01000005;		
A0A090M545	A0A090M545_OSTTA	OT_ostta05g00090	CAID01000005;		
A0A1Y5I624	A0A1Y5I624_OSTTA	BE221DRAFT_195336	KZ155793;		
A0A1Y5I6E5	A0A1Y5I6E5_OSTTA	BE221DRAFT_78310	KZ155825;		
A0A090M3C3	A0A090M3C3_OSTTA	OT_ostta07g02150	CAID01000007;		
A0A1Y5I8D9	A0A1Y5I8D9_OSTTA	BE221DRAFT_195322	KZ155793;		
A0A090M427	A0A090M427_OSTTA	OT_ostta04g00320	CAID01000004;		
A0A090N4I8	A0A090N4I8_OSTTA	OT_ostta12g02510	CAID01000012;		
A0A096P9H5	A0A096P9H5_OSTTA	OT_ostta20g00870	CAID01000020;		
A0A454XNI1	A0A454XNI1_OSTTA	BE221DRAFT_195220	KZ155787;		
A0A1Y5HZV9	A0A1Y5HZV9_OSTTA	BE221DRAFT_62531	KZ155838;		
A0A1Y5IFN3	A0A1Y5IFN3_OSTTA	BE221DRAFT_75830	KZ155785;		
Q01C95	Q01C95_OSTTA	OT_ostta03g04140	CAID01000003;		
A0A096P7L3	A0A096P7L3_OSTTA	OT_ostta03g00360	CAID01000003;		
Q018W1	Q018W1_OSTTA	OT_ostta05g02960	CAID01000005;		
A0A096PA34	A0A096PA34_OSTTA	OT_ostta18g01760	CAID01000018;		
A0A090MEN0	A0A090MEN0_OSTTA	OT_ostta08g01510	CAID01000008;		
A0A090MBP3	A0A090MBP3_OSTTA	OT_ostta10g03540	CAID01000010;		
A0A090M614	A0A090M614_OSTTA	OT_ostta04g02200	CAID01000004;		
A0A090MB84	A0A090MB84_OSTTA	OT_ostta12g03190	CAID01000012;		
A0A1Y5I5G4	A0A1Y5I5G4_OSTTA	BE221DRAFT_194881	KZ155832;		
A0A090MF54	A0A090MF54_OSTTA	OT_ostta08g04270	CAID01000008;		
A0A1Y5IHU7	A0A1Y5IHU7_OSTTA	BE221DRAFT_192022	KZ155783;		
A0A090M5Q6	A0A090M5Q6_OSTTA	OT_ostta05g02690	CAID01000005;		
A0A090MDG7	A0A090MDG7_OSTTA	OT_ostta02g01160	CAID01000002;		
A0A454Y370	A0A454Y370_OSTTA	BE221DRAFT_67597	KZ155772;		
A0A1Y5I1Z5	A0A1Y5I1Z5_OSTTA	BE221DRAFT_24070	KZ155831;		
A0A096PBV1	A0A096PBV1_OSTTA	OT_ostta14g02030	CAID01000014;		
A0A1Y5I8F9	A0A1Y5I8F9_OSTTA	BE221DRAFT_76516	KZ155786;		
A0A096PBF0	A0A096PBF0_OSTTA	OT_ostta19g00360	CAID01000019;		
A0A1Y5ICX7	A0A1Y5ICX7_OSTTA	BE221DRAFT_201105	KZ155799;		
A0A090M8M9	A0A090M8M9_OSTTA	OT_ostta08g02640	CAID01000008;		
A0A1Y5I3X8	A0A1Y5I3X8_OSTTA	BE221DRAFT_187660	KZ155838;		
A0A090M6R2	A0A090M6R2_OSTTA	OT_ostta12g02360	CAID01000012;		
A0A1Y5I9D5	A0A1Y5I9D5_OSTTA	BE221DRAFT_192171	KZ155784;		
A0A1Y5I572	A0A1Y5I572_OSTTA	BE221DRAFT_188058	KZ155839;		
A0A090M6X7	A0A090M6X7_OSTTA	OT_ostta13g00100	CAID01000013;		
A0A096PA45	A0A096PA45_OSTTA	OT_ostta02g05030	CAID01000002;		
Q017E9	Q017E9_OSTTA	OT_ostta06g01860	CAID01000006;		
A0A1Y5I804	A0A1Y5I804_OSTTA	BE221DRAFT_192809	KZ155786;		
A0A1Y5IAL2	A0A1Y5IAL2_OSTTA	BE221DRAFT_145615	KZ155782;		
A0A1Y5I090	A0A1Y5I090_OSTTA	BE221DRAFT_104277	KZ155838;		
Q01EH4	Q01EH4_OSTTA	OT_ostta02g02030	CAID01000002;		
A0A1Y5HYX1	A0A1Y5HYX1_OSTTA	BE221DRAFT_187151	KZ155838;		
A0A090M4N5	A0A090M4N5_OSTTA	OT_ostta09g03380	CAID01000009;		
Q00YP2	Q00YP2_OSTTA	DBR1 OT_ostta11g02450	CAID01000011;		DBR1
A0A454Y6I1	A0A454Y6I1_OSTTA	BE221DRAFT_188726	KZ155771;		
A0A1Y5I6E0	A0A1Y5I6E0_OSTTA	BE221DRAFT_77446	KZ155791;		
A0A1Y5ICA7	A0A1Y5ICA7_OSTTA	BE221DRAFT_148551	KZ155812;		
A0A1Y5I8B3	A0A1Y5I8B3_OSTTA	BE221DRAFT_193553	KZ155795;		
A0A1Y5I7N2	A0A1Y5I7N2_OSTTA	BE221DRAFT_76759	KZ155790;		
Q013V1	Q013V1_OSTTA	OT_ostta08g00930	CAID01000008;		
A0A1Y5HZR1	A0A1Y5HZR1_OSTTA	BE221DRAFT_162702	KZ155838;		
A0A1Y5I4E4	A0A1Y5I4E4_OSTTA	BE221DRAFT_195119	KZ155835;		
A0A096P8S8	A0A096P8S8_OSTTA	OT_ostta18g00200	CAID01000018;		
A0A454XKG2	A0A454XKG2_OSTTA	BE221DRAFT_77836	KZ155791;		
Q015H6	Q015H6_OSTTA	OT_ostta07g02140	CAID01000007;		
A0A1Y5I6M6	A0A1Y5I6M6_OSTTA	BE221DRAFT_193827	KZ155825;		
A0A090M3E4	A0A090M3E4_OSTTA	OT_ostta01g00840	CAID01000001;		
A0A096P8C7	A0A096P8C7_OSTTA	OT_ostta17g00720	CAID01000017;		
A0A454Y2A7	A0A454Y2A7_OSTTA	BE221DRAFT_68121	KZ155774;		
A0A1Y5IEM9	A0A1Y5IEM9_OSTTA	BE221DRAFT_69771	KZ155776;		
A0A1Y5I9B3	A0A1Y5I9B3_OSTTA	BE221DRAFT_200936	KZ155807;		
Q013X2	Q013X2_OSTTA	OT_ostta08g00710	CAID01000008;		
Q00YF5	Q00YF5_OSTTA	OT_ostta11g03280	CAID01000011;		
A0A090M4G8	A0A090M4G8_OSTTA	OT_ostta04g02400	CAID01000004;		
A0A090M5D3	A0A090M5D3_OSTTA	OT_ostta10g02000	CAID01000010;		
A0A090MA71	A0A090MA71_OSTTA	OT_ostta11g01600	CAID01000011;		
Q01FN5	Q01FN5_OSTTA	OT_ostta01g05550	CAID01000001;		
A0A1Y5IMN0	A0A1Y5IMN0_OSTTA	BE221DRAFT_50160	KZ155771;		
A0A090MAN4	A0A090MAN4_OSTTA	OT_ostta09g03600	CAID01000009;		
A0A1Y5I719	A0A1Y5I719_OSTTA	BE221DRAFT_206328	KZ155790;		
A0A090M3U7	A0A090M3U7_OSTTA	OT_ostta01g03290	CAID01000001;		
A0A1Y5HZQ7	A0A1Y5HZQ7_OSTTA	BE221DRAFT_64446	KZ155839;		
A0A090LXP3	A0A090LXP3_OSTTA	OT_ostta01g01550	CAID01000001;		
A0A1Y5I5N0	A0A1Y5I5N0_OSTTA	BE221DRAFT_187021	KZ155838;		
A0A1Y5I047	A0A1Y5I047_OSTTA	BE221DRAFT_62004	KZ155838;		
A0A090M6M6	A0A090M6M6_OSTTA	OT_ostta12g01360	CAID01000012;		
A0A454XXC8	A0A454XXC8_OSTTA	BE221DRAFT_69812	KZ155776;		
A0A090MEF2	A0A090MEF2_OSTTA	OT_ostta08g00290	CAID01000008;		
A0A1Y5IDH0	A0A1Y5IDH0_OSTTA	BE221DRAFT_75228	KZ155784;		
A0A090LY73	A0A090LY73_OSTTA	OT_ostta01g05090	CAID01000001;		
A0A090LXE9	A0A090LXE9_OSTTA	OT_ostta01g01470	CAID01000001;		
A0A1Y5IFJ1	A0A1Y5IFJ1_OSTTA	BE221DRAFT_72757	KZ155780;		
A0A090M438	A0A090M438_OSTTA	OT_ostta04g00520	CAID01000004;		
A0A1Y5I4K2	A0A1Y5I4K2_OSTTA	BE221DRAFT_196383	KZ155839;		
A0A1Y5IIL6	A0A1Y5IIL6_OSTTA	BE221DRAFT_165548	KZ155771;		
A0A1Y5I949	A0A1Y5I949_OSTTA	BE221DRAFT_83293	KZ155804;		
A0A1Y5ICH8	A0A1Y5ICH8_OSTTA	BE221DRAFT_71495	KZ155778;		
A0A090N3I7	A0A090N3I7_OSTTA	OT_ostta06g00070	CAID01000006;		
A0A098E5L0	A0A098E5L0_OSTTA	OT_ostta17g00025	CAID01000017;		
A0A1Y5I8F0	A0A1Y5I8F0_OSTTA	BE221DRAFT_200650	KZ155793;		
A0A1Y5IL36	A0A1Y5IL36_OSTTA	BE221DRAFT_67481	KZ155772;		
A0A1Y5HXU0	A0A1Y5HXU0_OSTTA	BE221DRAFT_201984	KZ155839;		
Q00T57	Q00T57_OSTTA	OT_ostta17g02090	CAID01000017;		
A0A1Y5IBM2	A0A1Y5IBM2_OSTTA	BE221DRAFT_191370	KZ155780;		
A0A090M834	A0A090M834_OSTTA	OT_ostta02g04400	CAID01000002;		
A0A1Y5I9T8	A0A1Y5I9T8_OSTTA	BE221DRAFT_148687	KZ155799;		
A0A1Y5HZ91	A0A1Y5HZ91_OSTTA	BE221DRAFT_61779	KZ155838;		
A0A090M9G2	A0A090M9G2_OSTTA	OT_ostta07g03290	CAID01000007;		
A0A1Y5IH24	A0A1Y5IH24_OSTTA	BE221DRAFT_67522	KZ155772;		
A0A090M2V0	A0A090M2V0_OSTTA	OT_ostta06g04440	CAID01000006;		
A0A096P7R9	A0A096P7R9_OSTTA	OT_ostta03g01840	CAID01000003;		
A0A1Y5ICA9	A0A1Y5ICA9_OSTTA	BE221DRAFT_146002	KZ155784;		
Q01GM1	Q01GM1_OSTTA	OT_ostta01g02130	CAID01000001;		
A0A090MAV8	A0A090MAV8_OSTTA	OT_ostta10g00100	CAID01000010;		
A0A1Y5I2P9	A0A1Y5I2P9_OSTTA	BE221DRAFT_208015	KZ155835;		
A0A096PB24	A0A096PB24_OSTTA	OT_ostta15g02040	CAID01000015;		
A0A1Y5I512	A0A1Y5I512_OSTTA	BE221DRAFT_79648	KZ155826;		
A0A096P812	A0A096P812_OSTTA	OT_ostta13g00970	CAID01000013;		
Q016D5	Q016D5_OSTTA	OT_ostta06g04310	CAID01000006;		
Q01AQ1	Q01AQ1_OSTTA	OT_ostta04g03310	CAID01000004;		
